date,VULC3,ISAE4,BBDC3,FLRY3,POMO4,ITSA3,BBAS3,CMIG4,TAEE3,UNIP6
2018-07-10,3.5180721283,7.42918395996,9.30336952209,17.7441539764,1.7431397438,4.4851565361,8.47593593597,1.74940693378,3.17000746727,14.0418872833
2018-07-11,3.36184120178,7.54710769653,9.27335071564,17.9125976562,1.67360043526,4.53715848923,8.64423370361,1.70679295063,3.23016786575,13.5685663223
2018-07-12,3.43127822876,7.5320558548,9.49476909637,17.8802013397,1.68750834465,4.52849245071,8.80963420868,1.72473573685,3.35974574089,13.8210067749
2018-07-13,3.43706393242,7.57721805573,9.66364955902,17.944984436,1.7431397438,4.61516332626,9.0330657959,1.76734888554,3.35974574089,13.7200307846
2018-07-16,3.41391801834,7.67632293701,9.7387046814,18.1458072662,1.74777650833,4.5848274231,8.93441104889,1.76062047482,3.23942327499,13.9030475616
2018-07-17,3.43706393242,7.64370584488,10.0764656067,18.4697284698,1.76168501377,4.61516332626,9.23328590393,1.76510679722,3.35511779785,13.805229187
2018-07-18,3.41391801834,7.53581857681,9.88131427765,18.5150775909,1.7848649025,4.7148308754,9.17525100708,1.73146414757,3.35974574089,13.3192853928
2018-07-19,3.49492692947,7.52703475952,9.84753799438,18.3725528717,1.79877233505,4.70182991028,9.09400272369,1.77407824993,3.35974574089,13.0573787689
2018-07-20,3.58750772476,7.56216049194,10.3204011917,18.139339447,1.83122491837,4.79283428192,9.5756855011,1.80772042274,3.23942327499,13.2971973419
2018-07-23,3.48914194107,7.46556329727,10.2641048431,17.9385032654,1.83122491837,4.81016778946,9.51185035706,1.79650628567,3.27644681931,13.1331100464
2018-07-24,3.65694379807,7.52703475952,10.5117998123,18.1263809204,1.80340850353,4.7668337822,9.5872964859,1.83463442326,3.23942327499,13.8525600433
2018-07-25,3.60486698151,7.62739658356,10.7707490921,18.0097675323,1.79877233505,4.96184110641,9.74108982086,1.88173341751,3.26718974113,13.8210067749
2018-07-26,3.5064997673,7.69639492035,10.3992090225,18.0680732727,1.80804491043,4.98350811005,9.42479896545,1.83463442326,3.17000746727,13.4896764755
2018-07-27,3.44863605499,7.62739658356,10.4742746353,17.7506332397,1.81731653214,4.81883621216,9.54086875916,1.82790565491,3.26718974113,13.3161287308
2018-07-30,3.3849875927,7.63492250443,10.658159256,17.5627593994,1.79877233505,4.85350370407,9.54376983643,1.83687758446,3.23942327499,13.5685663223
2018-07-31,3.25768899918,7.69514083862,10.4630069733,17.7376747131,1.76168501377,4.68016529083,9.43060302734,1.84584844112,3.23942327499,13.8620300293
2018-08-01,3.32133698463,7.66001605988,10.6206321716,17.6089172363,1.76632082462,4.74083280563,9.56698036194,1.82566297054,3.26256322861,14.9096460342
2018-08-02,3.28662014008,7.63366985321,10.5820407867,18.0002269745,1.74777650833,4.7668337822,9.64242935181,1.82341992855,3.25793385506,14.9569816589
2018-08-03,3.29819297791,7.62739658356,10.7848291397,18.3458805084,1.7848649025,4.90983915329,9.93260097504,1.87276256084,3.23942327499,14.8244495392
2018-08-06,3.24611711502,7.61108875275,10.6646661758,18.3589267731,1.80804491043,4.85350370407,9.9529094696,1.87500572205,3.33197879791,14.4899673462
2018-08-07,3.12460327148,7.50445556641,10.4318437576,17.7393531799,1.87294888496,4.81016778946,9.74108982086,1.88621890545,3.32735133171,14.6572055817
2018-08-08,3.10724520683,7.46807336807,10.2403287888,17.9415283203,1.77559292316,4.7668337822,9.46832466125,1.86379098892,3.23942327499,14.7834291458
2018-08-09,3.095672369,7.49692678452,10.0751008987,17.7719631195,1.78950059414,4.70616388321,9.749792099,1.81669163704,3.23942327499,14.4994354248
2018-08-10,2.96258711815,7.40158319473,9.54937839508,17.2241287231,1.75241303444,4.50682449341,9.21297264099,1.74267828465,3.10163760185,13.9314508438
2018-08-13,2.97994613647,7.35767793655,9.78219509125,17.28282547,1.73850440979,4.57182693481,9.25649738312,1.76510679722,3.12531352043,15.1463069916
2018-08-14,2.88157892227,7.55212688446,9.91738605499,18.1045722961,1.81731653214,4.62816238403,9.5756855011,1.79426300526,3.12531352043,15.3040847778
2018-08-15,2.89315152168,7.57094287872,9.8535490036,17.6284828186,1.78022861481,4.61516332626,9.37257099152,1.77183520794,3.33840370178,14.4079236984
2018-08-16,2.92208266258,7.61485242844,9.68832015991,18.0328388214,1.79877233505,4.58049345016,9.40158557892,1.85033404827,3.33840370178,14.710852623
2018-08-17,2.89315152168,7.48438358307,9.42921447754,17.5045661926,1.7848649025,4.55882501602,9.07079124451,1.83912038803,3.55149316788,14.5467653275
2018-08-20,3.2519030571,7.43294858932,9.44047737122,17.6415252686,1.77095663548,4.5582947731,8.82994556427,1.8211773634,3.55149316788,14.5057439804
2018-08-21,2.99151873589,7.28366041183,9.12504196167,17.0349960327,1.73386895657,4.4477648735,8.47883892059,1.71800732613,3.30525588989,13.8399372101
2018-08-22,3.28083276749,7.3840212822,9.42545986176,17.2567386627,1.76168501377,4.51408243179,8.78625965118,1.75164973736,3.26737356186,14.1870412827
2018-08-23,3.06674075127,7.21089982986,9.18136882782,16.7871685028,1.71532487869,4.41681718826,8.56367301941,1.66642189026,3.31472587585,13.7263412476
2018-08-24,3.11881732941,7.23222494125,9.25647830963,16.8784751892,1.66432857513,4.469871521,8.68082523346,1.65745055676,3.22002124786,14.1649522781
2018-08-27,3.22297096252,7.36897039413,9.57566165924,17.158908844,1.71532487869,4.50082063675,8.94733905792,1.70006406307,3.50413966179,13.8841142654
2018-08-28,3.19982600212,7.32882213593,9.66203403473,16.6436843872,1.72459661961,4.47429323196,8.90340995789,1.67763590813,3.33840370178,14.3858346939
2018-08-29,3.12460327148,7.36269378662,9.71460723877,16.6371650696,1.72459661961,4.57598114014,9.0849905014,1.69333600998,3.26737356186,14.7613401413
2018-08-30,3.06674075127,7.16322851181,9.34284305573,16.6632537842,1.69214451313,4.43450164795,8.76575756073,1.65072238445,3.23422646523,14.3889913559
2018-08-31,3.15353512764,7.18204593658,9.42921447754,16.7610797882,1.75704872608,4.42565870285,8.81554794312,1.67315042019,3.22475552559,15.1463069916
2018-09-03,3.19982600212,7.18831825256,9.32031345367,16.487165451,1.71532487869,4.47215080261,8.60760498047,1.65296530724,3.22949123383,14.8307580948
2018-09-04,3.12460327148,7.19960927963,9.03369140625,16.2393341064,1.66896438599,4.43229866028,8.38794612885,1.58343732357,3.17266726494,14.2028188705
2018-09-05,3.11881732941,7.23097276688,9.08629322052,16.3958568573,1.67360043526,4.45001316071,8.40259361267,1.62380862236,3.26737356186,14.2154417038
2018-09-06,3.1361758709,7.21466159821,9.34934234619,16.6241188049,1.68750834465,4.4942908287,8.59003162384,1.6260509491,3.50413966179,14.5120573044
2018-09-10,3.14774918556,7.19584655762,9.35685539246,15.8088932037,1.71068871021,4.60055923462,8.47288036346,1.62380862236,3.27684426308,14.4836587906
2018-09-11,3.14774918556,7.08670425415,9.01866054535,15.5023670197,1.69678103924,4.41901493073,8.08921527863,1.57446622849,3.17266726494,14.1207752228
2018-09-12,3.06674075127,7.0252327919,9.04871845245,15.0849714279,1.63651180267,4.43229866028,8.12608337402,1.57895183563,3.31472587585,14.2564630508
2018-09-13,2.97994613647,6.95748853683,9.03369140625,14.9023599625,1.57624387741,4.41016101837,8.01738357544,1.52736628056,3.26737356186,13.2719526291
2018-09-14,2.92786955833,6.96878004074,9.12763023376,14.7654018402,1.60869634151,4.52085781097,8.08201313019,1.52512383461,3.31472587585,13.0321359634
2018-09-17,2.96258711815,7.00641489029,9.38316059113,14.9088830948,1.64578449726,4.58284807205,8.35817241669,1.56100952625,3.40469741821,13.4107933044
2018-09-18,3.03202271461,7.03025102615,9.54850578308,15.2154054642,1.63187623024,4.63155412674,8.73128032684,1.63502204418,3.19634342194,13.3161287308
2018-09-19,3.02045035362,7.04405021667,9.54850578308,14.7458324432,1.62260437012,4.65369176865,8.64314365387,1.60362231731,3.20581459999,13.7736730576
2018-09-20,2.99151873589,7.20337200165,9.52219867706,15.1632328033,1.62260437012,4.57841968536,8.66664505005,1.60810852051,3.20581459999,13.2908849716
2018-09-21,3.03780889511,7.2635884285,9.71760368347,15.176276207,1.62260437012,4.64041137695,8.98393344879,1.65969336033,3.20581459999,13.2183113098
2018-09-24,2.95101499557,7.16448354721,9.39443492889,14.6154031754,1.59942483902,4.55185174942,8.73421382904,1.61035120487,3.26263833046,12.9090719223
2018-09-25,2.93944168091,7.0252327919,9.4996509552,14.4458312988,1.57160794735,4.55628061295,8.6813325882,1.60362231731,3.31472587585,13.1268005371
2018-09-26,2.86421942711,7.08419513702,9.64244937897,14.3088750839,1.59015214443,4.61384296417,8.65195846558,1.60586607456,3.40943288803,12.8743619919
2018-09-27,2.99730491638,7.20086526871,9.86039924622,14.4393110275,1.57624387741,4.69797277451,8.89873790741,1.60810852051,3.39049196243,13.1772880554
2018-09-28,2.92208266258,7.3338394165,9.67626953125,13.8914804459,1.58551621437,4.64926433563,8.65195846558,1.60586607456,3.39049196243,12.8617401123
2018-10-01,2.92208266258,7.34513187408,9.59735393524,13.7284345627,1.54379224777,4.62269973755,8.28766155243,1.57222294807,3.31472587585,12.4767713547
2018-10-02,2.96258711815,7.6524848938,10.2656536102,14.2371358871,1.60406041145,4.76439094543,9.23365306854,1.68660783768,3.40943288803,12.7134342194
2018-10-03,3.07252621651,7.74782896042,10.7620182037,14.6219244003,1.67360043526,4.9282207489,10.0709371567,1.76959228516,3.45678687096,12.5840587616
2018-10-04,3.12460327148,7.92220544815,10.6717720032,14.269742012,1.71068871021,4.88837242126,10.3177156448,1.80547833443,3.48046422005,12.9185380936
2018-10-05,3.17089366913,7.89209651947,10.359662056,14.1393089294,1.7014169693,4.88837242126,10.4998617172,1.94004702568,3.59884619713,13.0573787689
2018-10-08,3.37920069695,7.7779378891,10.9049158096,14.6806192398,1.73850440979,5.00349569321,11.5163545609,2.28544306755,3.57516980171,13.1899089813
2018-10-09,3.5643620491,7.75284671783,10.9199495316,14.7067050934,1.71532487869,5.02120733261,11.4575977325,2.33478546143,3.70302295685,13.6916303635
2018-10-10,3.44285035133,7.64621353149,10.4536714554,14.158870697,1.64578449726,4.9326505661,10.9728574753,2.21591520309,3.45678687096,13.5685663223
