date,value
2019-12-09,4.15
2019-12-10,4.1424
2019-12-11,4.115
2019-12-12,4.1089
2019-12-13,4.0946
2019-12-16,4.0798
2019-12-17,4.0684
2019-12-18,4.0545
2019-12-19,4.063
2019-12-20,4.0774
2019-12-23,4.0754
2019-12-24,4.0803
2019-12-26,4.0598
2019-12-27,4.0542
2019-12-30,4.0304
2019-12-31,4.0304
2020-01-02,4.021
2020-01-03,4.0519
2020-01-06,4.0551
2020-01-07,4.0838
2020-01-08,4.0669
2020-01-09,4.0741
2020-01-10,4.0742
2020-01-13,4.1306
2020-01-14,4.144
2020-01-15,4.1619
2020-01-16,4.1723
2020-01-17,4.1834
2020-01-20,4.1826
2020-01-21,4.2011
2020-01-22,4.1886
2020-01-23,4.1659
2020-01-24,4.1766
2020-01-27,4.2193
2020-01-28,4.2061
2020-01-29,4.201
2020-01-30,4.252
2020-01-31,4.2692
2020-02-03,4.2472
2020-02-04,4.2378
2020-02-05,4.2446
2020-02-06,4.2474
2020-02-07,4.3073
2020-02-10,4.3192
2020-02-11,4.3145
2020-02-12,4.3363
2020-02-13,4.3386
2020-02-14,4.316
2020-02-17,4.3154
2020-02-18,4.3468
2020-02-19,4.3725
2020-02-20,4.387
2020-02-21,4.3921
2020-02-26,4.4356
2020-02-27,4.4761
2020-02-28,4.4984
2020-03-02,4.4943
2020-03-03,4.488
2020-03-04,4.5255
2020-03-05,4.6204
2020-03-06,4.6456
2020-03-09,4.7376
2020-03-10,4.669
2020-03-11,4.6735
2020-03-12,4.8829
2020-03-13,4.73585
2020-03-16,4.94675
2020-03-17,5.04925
2020-03-18,5.1104
2020-03-19,5.14405
2020-03-20,5.02445
2020-03-23,5.08015
2020-03-24,5.071
2020-03-25,5.0703
2020-03-26,5.0007
2020-03-27,5.1106
2020-03-30,5.1591
2020-03-31,5.1984
2020-04-01,5.24015
2020-04-02,5.2648
2020-04-03,5.2994
2020-04-06,5.2468
2020-04-07,5.2214
2020-04-08,5.212
2020-04-09,5.0776
2020-04-13,5.1821
2020-04-14,5.1855
2020-04-15,5.2576
2020-04-16,5.2374
2020-04-17,5.257
2020-04-20,5.2834
2020-04-22,5.3844
2020-04-23,5.4464
2020-04-24,5.6507
2020-04-27,5.6355
2020-04-28,5.568
2020-04-29,5.4288
2020-04-30,5.4267
2020-05-04,5.58135
2020-05-05,5.5351
2020-05-06,5.6673
2020-05-07,5.8362
2020-05-08,5.765
2020-05-11,5.7951
2020-05-12,5.772
2020-05-13,5.9019
2020-05-14,5.9369
2020-05-15,5.8226
2020-05-18,5.7372
2020-05-19,5.7213
2020-05-20,5.6965
2020-05-21,5.6016
2020-05-22,5.5805
2020-05-25,5.4769
2020-05-26,5.3704
2020-05-27,5.2989
2020-05-28,5.3402
2020-05-29,5.426
2020-06-01,5.3636
2020-06-02,5.2598
2020-06-03,5.0513
2020-06-04,5.1038
2020-06-05,4.9772
2020-06-08,4.9328
2020-06-09,4.9054
2020-06-10,4.8891
2020-06-12,5.037
2020-06-15,5.188
2020-06-16,5.1282
2020-06-17,5.24955
2020-06-18,5.3465
2020-06-19,5.3463
2020-06-22,5.2223
2020-06-23,5.1702
2020-06-24,5.2432
2020-06-25,5.3284
2020-06-26,5.4626
2020-06-29,5.4413
2020-06-30,5.4757
2020-07-01,5.36485
2020-07-02,5.3025
2020-07-03,5.3371
2020-07-06,5.3082
2020-07-07,5.3315
2020-07-08,5.3479
2020-07-09,5.2975
2020-07-10,5.3437
2020-07-13,5.3483
2020-07-14,5.4285
2020-07-15,5.3488
2020-07-16,5.3557
2020-07-17,5.3507
2020-07-20,5.3632
2020-07-21,5.228
2020-07-22,5.1108
2020-07-23,5.1644
2020-07-24,5.2143
2020-07-27,5.1886
2020-07-28,5.1774
2020-07-29,5.1392
2020-07-30,5.1834
2020-07-31,5.203
2020-08-03,5.3072
2020-08-04,5.3326
2020-08-05,5.2757
2020-08-06,5.3428
2020-08-07,5.4224
2020-08-10,5.393
2020-08-11,5.4282
2020-08-12,5.4548
2020-08-13,5.3798
2020-08-14,5.3849
2020-08-17,5.4494
2020-08-18,5.4656
2020-08-19,5.4903
2020-08-20,5.6507
2020-08-21,5.6061
2020-08-24,5.5951
2020-08-25,5.5994
2020-08-26,5.5677
2020-08-27,5.5953
2020-08-28,5.4676
2020-08-31,5.471
2020-09-01,5.3729
2020-09-02,5.3738
2020-09-03,5.3076
2020-09-04,5.2845
2020-09-08,5.3695
2020-09-09,5.3021
2020-09-10,5.2933
2020-09-11,5.2851
2020-09-14,5.2981
2020-09-15,5.2725
2020-09-16,5.2529
2020-09-17,5.259
2020-09-18,5.2886
2020-09-21,5.4437
2020-09-22,5.4326
2020-09-23,5.5308
2020-09-24,5.5711
2020-09-25,5.5664
2020-09-28,5.5855
2020-09-29,5.65245
2020-09-30,5.6404
2020-10-01,5.6438
2020-10-02,5.6461
2020-10-05,5.6296
2020-10-06,5.5202
2020-10-07,5.6015
2020-10-08,5.6197
2020-10-09,5.539
2020-10-13,5.58565
2020-10-14,5.5672
2020-10-15,5.6169
2020-10-16,5.6223
2020-10-19,5.602
2020-10-20,5.5827
2020-10-21,5.6003
2020-10-22,5.5817
2020-10-23,5.6117
2020-10-26,5.6325
2020-10-27,5.64875
2020-10-28,5.7322
2020-10-29,5.78
2020-10-30,5.7715
2020-11-03,5.6892
2020-11-04,5.6929
2020-11-05,5.5621
2020-11-06,5.531
2020-11-09,5.2818
2020-11-10,5.3693
2020-11-11,5.4017
2020-11-12,5.4091
2020-11-13,5.4851
2020-11-16,5.4195
2020-11-17,5.3965
2020-11-18,5.2929
2020-11-19,5.3327
2020-11-20,5.3502
2020-11-23,5.3825
2020-11-24,5.4034
2020-11-25,5.3505
2020-11-26,5.3198
2020-11-27,5.3491
2020-11-30,5.3314
2020-12-01,5.2786
2020-12-02,5.2264
2020-12-03,5.1622
2020-12-04,5.1703
2020-12-07,5.1015
2020-12-08,5.0917
2020-12-09,5.1106
2020-12-10,5.0849
2020-12-11,5.0688
2020-12-14,5.0575
2020-12-15,5.0965
2020-12-16,5.1054
2020-12-17,5.0609
2020-12-18,5.0983
2020-12-21,5.1569
2020-12-22,5.147
2020-12-23,5.1737
2020-12-24,5.17925
2020-12-28,5.2387
2020-12-29,5.1939
2020-12-30,5.1964
