date,VULC3,BBDC3,ISAE4,POMO3,UNIP6,TAEE11,LAVV3,ITSA4,RDOR3,VIVA3
2022-08-24,8.41035175323,11.4391441345,17.7516403198,1.06996870041,59.0968589783,29.4401168823,3.36940479279,5.25756835938,29.6944274902,23.1650562286
2022-08-25,8.46434307098,11.517496109,17.440984726,1.07478773594,59.3839111328,29.044418335,3.38876914978,5.30850076675,29.4804935455,23.5128536224
2022-08-26,8.42234897614,11.4605140686,17.396604538,1.11334574223,59.4962501526,28.9508953094,3.63405156136,5.29152536392,28.6332950592,23.3572597504
2022-08-29,8.46434307098,11.4961280823,17.7442455292,1.11334574223,60.8566627502,29.2962322235,3.81478571892,5.25756835938,28.2910003662,23.5128536224
2022-08-30,8.40435314178,11.4890050888,17.6554832458,1.10852587223,60.2762947083,29.2890357971,3.85996937752,5.28586578369,28.239654541,23.3023433685
2022-08-31,8.61431026459,11.2824468613,17.6406917572,1.07960760593,63.9643974304,29.9869060516,3.89195370674,5.17833566666,28.5220546722,23.2016677856
2022-09-01,8.78227710724,11.2824468613,17.6111068726,1.10852587223,64.4761123657,30.4041957855,3.98040795326,5.19735908508,29.1467437744,24.2542076111
2022-09-02,8.84826564789,11.3589200974,17.5001564026,1.11816501617,63.5150871277,30.3034687042,3.75587129593,5.27679586411,29.0954055786,23.5494613647
2022-09-05,8.78227710724,11.4516153336,17.3818149567,1.08924722672,62.2607574463,30.4041957855,3.81710839272,5.33920907974,29.9254798889,24.4830188751
2022-09-06,8.70429420471,11.3446569443,17.1747112274,1.06996870041,61.6117515564,30.217130661,3.65381026268,5.24842643738,28.6760864258,23.6592922211
2022-09-08,8.78227710724,11.3018751144,17.396604538,1.06514894962,62.017375946,30.0156917572,3.66741776466,5.25977325439,28.4535865784,23.6592922211
2022-09-09,8.82427024841,11.40883255,17.47057724,1.06514894962,62.7787132263,29.8574066162,3.76267647743,5.29381895065,29.1724224091,24.5287818909
2022-09-12,8.85426235199,11.5728311539,17.440984726,1.07478773594,61.5555877686,29.8502159119,3.76947951317,5.39027690887,29.6687526703,24.4921760559
2022-09-13,8.64430332184,11.40883255,17.1673145294,1.06032907963,59.8956260681,29.6056022644,3.6946349144,5.31651449203,28.4535865784,23.5220069885
2022-09-14,8.64430332184,11.3446569443,17.2264862061,1.05550920963,60.4822311401,29.5552368164,3.76267647743,5.31084060669,28.4022464752,23.6318340302
2022-09-15,8.48833656311,11.2947463989,17.1081428528,1.06996870041,61.1000366211,29.3825702667,3.72185087204,5.30516529083,27.4609241486,23.1375999451
2022-09-16,8.39835166931,11.1806545258,17.0637645721,1.06514894962,61.7240753174,29.2458724976,3.68102622032,5.26544809341,27.6406326294,22.7165813446
2022-09-19,8.29037380219,11.4516153336,17.3374328613,1.09888613224,62.9721717834,29.4545078278,3.62659406662,5.42432117462,28.4108047485,23.9430217743
2022-09-20,8.35636138916,11.8723182678,17.3448295593,1.08924722672,61.3496437073,29.7135181427,3.67422223091,5.57751703262,29.1467437744,23.9704799652
2022-09-21,8.63230895996,11.7938804626,17.3818149567,1.08924722672,60.7318458557,29.9725227356,3.5993771553,5.54914712906,29.2494392395,24.2725143433
2022-09-22,8.93824958801,12.0291900635,17.5741233826,1.10852587223,60.6257591248,30.0516643524,3.81030511856,5.66829919815,30.0956420898,25.1877651215
2022-09-23,8.81827163696,11.7796211243,17.47057724,1.10370624065,60.5633544922,30.094827652,3.87154126167,5.53779983521,29.5804519653,24.8491230011
2022-09-26,8.45834064484,11.515791893,17.1599178314,1.09406650066,58.7723503113,29.2674560547,3.76267647743,5.42432117462,28.4212684631,23.9247150421
2022-09-27,8.50033283234,11.4302272797,17.0859546661,1.08924722672,59.4088821411,28.7422523499,3.84432458878,5.36757993698,26.8155994415,23.9613285065
2022-09-28,8.54832458496,11.4730052948,16.9528121948,1.1663620472,59.2403907776,28.2674121857,3.95999503136,5.38460159302,26.4463806152,24.098613739
2022-09-29,8.53632545471,11.5942258835,16.8492641449,1.1374437809,59.1218223572,27.7206249237,3.95999503136,5.45268917084,25.6306648254,23.7965812683
2022-09-30,8.83626842499,11.6298789978,16.9897975922,1.1663620472,59.9018783569,28.0227966309,4.0892739296,5.52077770233,25.5190410614,24.7942066193
2022-10-03,9.16020584106,12.399971962,17.6628837585,1.18564081192,62.7787132263,28.814201355,4.50432395935,5.91228103638,26.875705719,25.6270866394
2022-10-04,8.88425827026,12.3409118652,17.4631767273,1.15190339088,61.6803970337,28.5192184448,4.36143827438,5.85554170609,27.1075439453,25.3250541687
2022-10-05,8.63230895996,12.5336265564,17.4040050507,1.1374437809,61.6055107117,28.483247757,4.43628311157,5.8725643158,27.2019920349,25.4714946747
2022-10-06,8.81827163696,12.3765993118,17.4187965393,1.13262450695,60.9876937866,28.5695762634,4.47710847855,5.84419298172,27.8030490875,25.6636962891
2022-10-07,8.62030982971,12.0768194199,17.2190914154,1.1374437809,61.2997283936,28.7494449615,4.43628311157,5.80447673798,26.7726707458,25.5355625153
2022-10-10,8.38035774231,11.9626169205,17.3596248627,1.14708352089,62.0548286438,28.8070030212,4.44308662415,5.7931265831,26.8241920471,25.5172557831
2022-10-11,8.23638629913,11.8484172821,17.278263092,1.10852587223,62.6975860596,28.5983581543,4.36824226379,5.71936559677,25.8195724487,25.6087799072
2022-10-13,8.22438716888,11.6913900375,16.9084396362,1.12298488617,64.0892028809,28.1091270447,4.3546333313,5.68532371521,25.6650123596,24.7118358612
2022-10-14,8.08041572571,11.6414251328,16.790096283,1.1374437809,64.0892028809,27.9508476257,4.20494365692,5.66262531281,24.6689796448,24.1443767548
2022-10-17,8.39835166931,11.7270755768,17.1229362488,1.17118191719,64.3076171875,27.8573246002,4.1913356781,5.72504091263,24.7634315491,24.391494751
2022-10-18,8.32636642456,11.8341388702,17.2116966248,1.18082070351,66.0798950195,28.0227966309,4.17772626877,5.83851957321,25.3043785095,23.979631424
2022-10-19,8.39835166931,11.919793129,17.2412796021,1.17118191719,66.5042495728,28.0947399139,4.15050983429,5.89525842667,25.5018692017,23.7508182526
2022-10-20,8.30237007141,12.0768194199,17.2042961121,1.1374437809,66.9722824097,28.152299881,4.02803611755,6.01441240311,25.3043785095,23.0094604492
2022-10-21,8.39835166931,12.3980112076,17.6258983612,1.1374437809,69.2687683105,28.7278575897,4.11648988724,6.17328548431,25.888261795,23.6684474945
2022-10-24,8.27837562561,11.8198642731,17.6406917572,1.11816501617,67.4028701782,28.9652786255,4.0892739296,5.93497848511,25.2528572083,23.9338684082
2022-10-25,8.30237007141,11.7342147827,17.7516403198,1.11334574223,66.1485366821,28.8717498779,4.02803611755,5.90093374252,24.9866771698,23.0735321045
