point,brazilian_stocks,fiis,international_equity,fixed_income,crypto,total_return,annualized_return,annualized_volatility,max_drawdown,calmar,hhi,feasible
2371,0.29,0.09,0.26,0.26,0.1,0.8322939265984395,0.22361572835208632,0.1085300745784894,-0.0782198250550099,2.85881140995679,0.2374,True
2372,0.29,0.1,0.26,0.26,0.09,0.8103973005774128,0.21872306798057406,0.10471105266512637,-0.07427718404456429,2.944687130968053,0.2374,True
2373,0.26,0.13,0.21,0.32,0.08,0.749363259517335,0.20487372366806356,0.09227622821731775,-0.0574035908744005,3.5690053626841713,0.2374,True
2374,0.21,0.13,0.26,0.32,0.08,0.7474170542485898,0.2044268435957326,0.09123010874868234,-0.06560463608575728,3.116042642603935,0.2374,True
2375,0.32,0.09,0.28,0.17,0.14,0.9293606370404384,0.24484736238201354,0.13067705142798944,-0.0981715271850424,2.494077146426616,0.23740000000000003,True
2376,0.28,0.09,0.32,0.17,0.14,0.9264163450422911,0.24421395326090356,0.13025355096746538,-0.10559032401780388,2.3128440558599475,0.23740000000000003,True
2377,0.34,0.09,0.22,0.22,0.13,0.895817054032289,0.23759255062460993,0.12349340240619291,-0.0843800445808438,2.8157433644986347,0.23740000000000003,True
2378,0.31,0.08,0.26,0.23,0.12,0.882166970445377,0.23461580575288443,0.11906323605794399,-0.08663640274488726,2.7080510999947998,0.23740000000000003,True
2379,0.31,0.08,0.23,0.26,0.12,0.8700297884742048,0.23195687398321163,0.11628007458355809,-0.08002100998031936,2.898699654506484,0.23740000000000003,True
2380,0.28,0.08,0.27,0.26,0.11,0.853544476580691,0.22832689139555562,0.11226933827144944,-0.08383950055014566,2.723380863403282,0.23740000000000003,True
2381,0.28,0.08,0.26,0.27,0.11,0.8495163375850683,0.22743664551443743,0.11126794199388487,-0.08162368691472632,2.786404953160771,0.23740000000000003,True
2382,0.28,0.11,0.27,0.26,0.08,0.7880077588942245,0.21367929855495205,0.10074290471650382,-0.07205475487758539,2.9655128092236818,0.23740000000000003,True
2383,0.28,0.11,0.26,0.27,0.08,0.7839564546155886,0.2127621547932932,0.09969321388752893,-0.06977628000187364,3.0492046120483938,0.23740000000000003,True
2384,0.27,0.14,0.19,0.32,0.08,0.7429156262383938,0.20339197031655676,0.09193400284632228,-0.055360778863403404,3.6739362142719116,0.23740000000000003,True
