point,brazilian_stocks,fiis,international_equity,fixed_income,crypto,total_return,annualized_return,annualized_volatility,max_drawdown,calmar,hhi,feasible
960,0.21,0.22,0.15,0.23,0.19,0.803261872637639,0.2171201830525753,0.13007123798395817,-0.09646883151915231,2.2506770283567668,0.204,True
961,0.21,0.19,0.17,0.25,0.18,0.8020995518023033,0.2168586818431455,0.1262449045771163,-0.09769590472616041,2.2197315481236997,0.204,True
962,0.19,0.18,0.21,0.25,0.17,0.8006086794471599,0.216523097790555,0.1234170774527302,-0.1021592012725746,2.119467410603985,0.204,True
963,0.21,0.23,0.15,0.22,0.19,0.800448987829222,0.21648714143616998,0.13020310484443007,-0.09614433933696465,2.251688897433997,0.204,True
964,0.17,0.21,0.19,0.25,0.18,0.7998005400648398,0.21634111431581315,0.12604120222342283,-0.10016646120858563,2.159815887528527,0.204,True
965,0.25,0.18,0.19,0.21,0.17,0.7992140603799842,0.21620901187658226,0.12528746580025316,-0.09983248026736702,2.1657181239766925,0.204,True
966,0.18,0.19,0.21,0.25,0.17,0.796784948233842,0.21566155717701418,0.12301425984978227,-0.10145677407689646,2.1256496585783347,0.204,True
967,0.21,0.18,0.19,0.25,0.17,0.7951917638038353,0.21530222945330002,0.12279482574317697,-0.09827875409887743,2.1907301473997753,0.204,True
968,0.19,0.21,0.17,0.25,0.18,0.794453053901673,0.21513554825087633,0.12540157274710784,-0.09627420798952069,2.234612496363445,0.204,True
969,0.25,0.19,0.18,0.21,0.17,0.792673976038385,0.21473393239752792,0.12458645382338039,-0.09717026343596968,2.2098729056037474,0.204,True
