run_id,seed,tickers,fitness,hhi,score_median,score_mean,score_std,sectors,generations_run,converged_early
56,98,"['CRFB3', 'CSMG3', 'CSNA3', 'GGBR4', 'ISAE4', 'POMO3', 'POMO4', 'RENT3', 'TAEE11', 'TIMS3', 'TOTS3']",3.955578811913365,0.17355371900826444,0.04907119098157777,0.16158951442619335,0.35281709892081803,"{'Utilidade Pública': 3, 'Bens Industriais': 2, 'Materiais Básicos': 2, 'Tecnologia da Informação': 1, 'Comunicações': 1, 'Consumo Cíclico': 1, 'Consumo não Cíclico': 1}",82,True
57,99,"['ALUP11', 'BEEF3', 'DIRR3', 'GGPS3', 'LOGN3', 'LREN3', 'RAIZ4', 'RDOR3', 'UNIP3', 'VALE3', 'VAMO3']",3.547019936483107,0.17355371900826444,0.00514136527076442,0.07229933940554599,0.2564621753148046,"{'Bens Industriais': 3, 'Materiais Básicos': 2, 'Consumo Cíclico': 2, 'Saúde': 1, 'Utilidade Pública': 1, 'Consumo não Cíclico': 1, 'Petróleo, Gás e Biocombustíveis': 1}",65,True
58,100,"['BBDC3', 'BBDC4', 'CMIN3', 'CXSE3', 'GUAR3', 'IRBR3', 'SBSP3', 'TAEE11', 'TTEN3', 'UNIP6', 'VIVA3']",3.6020754709349587,0.2396694214876033,0.3244084178076909,0.2578154349712126,0.33823149971253463,"{'Financeiro e Outros': 4, 'Materiais Básicos': 2, 'Utilidade Pública': 2, 'Consumo Cíclico': 2, 'Consumo não Cíclico': 1}",142,True
59,101,"['ABCB4', 'BBAS3', 'CURY3', 'GRND3', 'ITUB3', 'NEOE3', 'PRIO3', 'SHUL4', 'TAEE4', 'TIMS3', 'UNIP3']",3.66786328083324,0.17355371900826444,0.21454124749818168,0.20483608300022213,0.21000176102934698,"{'Financeiro e Outros': 3, 'Utilidade Pública': 2, 'Consumo Cíclico': 2, 'Materiais Básicos': 1, 'Bens Industriais': 1, 'Comunicações': 1, 'Petróleo, Gás e Biocombustíveis': 1}",88,True
60,102,"['ABCB4', 'BBAS3', 'BBDC3', 'BMEB4', 'CSAN3', 'CSMG3', 'ECOR3', 'ISAE4', 'MILS3', 'SLCE3', 'TAEE4']",3.6348121815224648,0.256198347107438,0.351671080662169,0.2914859474467359,0.30952967003959014,"{'Financeiro e Outros': 4, 'Utilidade Pública': 3, 'Bens Industriais': 2, 'Consumo não Cíclico': 1, 'Petróleo, Gás e Biocombustíveis': 1}",63,True
61,103,"['ALOS3', 'B3SA3', 'BBDC4', 'BRKM5', 'FRAS3', 'JBSS3', 'ODPV3', 'POMO3', 'SMTO3', 'TAEE11', 'TAEE3']",3.446992282168373,0.19008264462809915,0.1280839866252541,0.2358640245527805,0.2493263698869693,"{'Financeiro e Outros': 3, 'Utilidade Pública': 2, 'Bens Industriais': 2, 'Consumo não Cíclico': 2, 'Saúde': 1, 'Materiais Básicos': 1}",62,True
62,104,"['B3SA3', 'BBDC4', 'BPAC11', 'DIRR3', 'ITSA3', 'NATU3', 'RDOR3', 'RECV3', 'VALE3', 'VULC3', 'YDUQ3']",3.8684920769529643,0.23966942148760328,0.2690360325114006,0.20880519185331875,0.3425936928224565,"{'Financeiro e Outros': 4, 'Consumo Cíclico': 3, 'Petróleo, Gás e Biocombustíveis': 1, 'Saúde': 1, 'Materiais Básicos': 1, 'Consumo não Cíclico': 1}",125,True
63,105,"['BBDC4', 'BPAN4', 'CEAB3', 'ENAT3', 'FRAS3', 'ISAE4', 'ITUB4', 'KLBN11', 'SHUL4', 'SIMH3', 'TOTS3']",3.4243949380217344,0.2066115702479339,0.10449250182800791,0.1766167287417121,0.3157034741291928,"{'Financeiro e Outros': 4, 'Bens Industriais': 2, 'Utilidade Pública': 1, 'Tecnologia da Informação': 1, 'Consumo Cíclico': 1, 'Materiais Básicos': 1, 'Petróleo, Gás e Biocombustíveis': 1}",73,True
64,106,"['ALOS3', 'AZZA3', 'COGN3', 'CRFB3', 'GRND3', 'PGMN3', 'SANB11', 'TAEE4', 'USIM3', 'VIVA3', 'WEGE3']",3.840632436653128,0.2066115702479339,0.006647633386538072,0.06724916579163084,0.23409920768578546,"{'Consumo Cíclico': 4, 'Financeiro e Outros': 2, 'Utilidade Pública': 1, 'Bens Industriais': 1, 'Saúde': 1, 'Consumo não Cíclico': 1, 'Materiais Básicos': 1}",87,True
65,107,"['CBAV3', 'CYRE3', 'ENGI11', 'LAVV3', 'MGLU3', 'PETR4', 'SAPR4', 'SULA11', 'TOTS3', 'TTEN3', 'UGPA3']",4.343476351140731,0.17355371900826444,0.1508420711065425,0.1602337222850862,0.16378932751566053,"{'Consumo Cíclico': 3, 'Utilidade Pública': 2, 'Petróleo, Gás e Biocombustíveis': 2, 'Consumo não Cíclico': 1, 'Tecnologia da Informação': 1, 'Materiais Básicos': 1, 'Financeiro e Outros': 1}",90,True
