TICKER,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,VPA,LPA,PEG RATIO,SETOR,IN_IBOV
ALLD3,0.4369733801795335,0.7219132226517495,0.8680193280836734,0.8099050414786716,-1.8928333655124094,-0.34636662803546875,-0.3052841967447677,-0.4678404388027199,-0.35424488825783285,0.10170521206234018,-0.7043450281268488,1.1749229216352934,-0.5514271339069338,0.4522183030163871,-0.3947370457717427,0.42170983602550616,0.610776530093426,0.6894172245585113,0.2956753840041715,-0.2336664472180586,2.3940712528337507,-0.5712194856596168,0.1089132382592465,0.6425726138928235,1.2621481539849873,-0.08286623091601618,Consumo Cíclico,False
ALPA4,-0.34577951405215107,-1.7190150745949873,-0.3314827156268833,-1.7275070079107517,0.2720712841237662,-0.383547358916303,-0.15973380876542,2.118090124386128,1.1070313063831936,0.20464245192804834,-0.7043450281268488,-1.2206445626740825,0.7528738855096895,-0.8802665333431692,0.04104589970735276,-0.17964145272498985,0.1225366808790014,-0.053990272005084626,1.5624247340390423,-1.5118072047381526,0.14032267905772183,-1.0850587128602158,-0.46741998840064597,-0.5849464008850822,-0.43504587240538817,-0.12281350272738188,Consumo Cíclico,False
AMAR3,,-2.7092896502635346,-0.19462677775386683,0.6986150393124688,0.5452230256069629,0.20624109760516604,-0.7287738894293591,-0.39521651125077634,-0.01594033125049637,-0.4375630146968176,2.473017740276831,0.8858027080117481,-1.4044926996364928,0.7607937388049161,-1.2145998754019056,-0.33947559345933004,-0.6351767943113373,1.0309398992618728,-1.340542526457537,1.4172653645787288,0.10902061553305474,-2.0648228984870816,,-1.1778423472416122,-0.7134499398258913,-0.14877922940476962,Consumo Cíclico,False
AMER3,,1.145055819995166,0.9989180074845703,1.0992590471107988,-0.8775673640967216,-1.2022524722334966,-1.2652973940553587,-1.0773626878993892,-1.0433222291892381,0.6532644525368064,-0.285973418052343,1.2575286969563064,-0.6304756805382442,0.9150814566991803,-0.5276877749009584,-1.454861371855451,-1.4740221138815208,-1.2659986478128276,-0.5488241826857427,0.6184273911286701,0.6098536319277279,0.08553643978166327,,1.2648565588844007,-2.54759735168966,-0.08486359450658447,Consumo Cíclico,False
ANIM3,-1.094412410330147,-0.0820577123007418,0.755314438070601,0.9434530440781149,1.128747185434803,0.7880101807993962,-0.5034804697379219,-0.48080899729413845,-0.010953040483803404,-0.5481821381345935,1.2405175916789621,0.8858027080117481,-0.3768615934294564,0.8800160662686658,-0.3134893779705555,-0.27781118731182225,-0.5192741594829872,0.24702622500090127,-0.8655115201944603,0.6184273911286701,-0.8613433537316242,0.9207317110032157,,-0.6350274718005002,-0.5207086623809276,-0.09085568527828933,Consumo Cíclico,False
AZZA3,-0.6669089065574576,0.18270865575128167,0.7472640887839529,0.5428090362797849,0.673094060630965,-0.603715608445949,-0.3246393015292554,0.27266425105727615,0.42709733185739157,-0.4667541722706751,-0.285973418052343,0.7894293034705662,-0.2484077051535768,0.5994929428245487,-0.328261681207135,-0.1633620495020478,-0.042624573751397554,-0.8212249319200778,0.7707063902672482,-0.7129692312880939,0.3281350602057244,1.8781909784075477,0.3017181687129622,3.051791791334529,1.2246706833706886,-0.054903140648060185,Consumo Cíclico,True
BHIA3,,1.1329660314996397,0.7392137394973048,1.1123912673664107,-0.7983233423917062,-1.1563233340865837,-1.2753620485432926,-1.1940797143221555,-1.988413829477547,2.2618508725277984,1.8284993139458352,1.265651598196206,-0.9137329726337735,0.9233568888407818,-1.170282965692167,-2.636662182248684,-1.4856123773643561,-1.580517204051272,-1.5516674181300156,1.6302888241654112,0.5785515684030609,-1.139581846293077,,-0.72773073072904,-2.0358692600732815,-0.06488995860090162,Consumo Cíclico,False
CEAB3,-0.3798995120058399,0.05455689769870417,0.3044948780183112,0.2311970302144172,0.7079134035013505,-0.11234673366786484,-0.3045099925533882,-0.1423296206681157,-0.11319250120100835,0.04178652020021154,-0.5799642791857795,0.6792882697092156,0.19294668020457348,0.3961136783275637,-0.6237077459387251,0.1291738932617292,0.11384398326687506,0.6441456141908564,0.031769269413573394,0.0326128772652939,0.7350618860263963,-0.6232642948455296,4.551076388971825,-0.03405462081548384,0.19136327929074398,-0.0529057770574919,Consumo Cíclico,False
CGRA4,1.213705098301744,0.17545478265396602,0.6587102466308246,0.09764902761497389,0.6022547078946635,-0.37334088377254454,0.25214282104847874,0.669502140894682,0.15861484558375596,0.5518635893855118,-0.8513404586935671,0.1010478424621248,-0.1594780901933525,0.34702213172484325,0.34387811605723284,-0.0829516638856976,0.38042004337208024,-0.16915489487017163,1.7735496257115209,-1.7248306643248346,-0.3292082738122839,-0.5373490542846577,-0.7551963083491069,3.434027573436202,1.8745835630663588,0.009012494250124932,Consumo Cíclico,False
COGN3,-1.0382147666417183,0.3640554831841744,0.8036165337904891,0.6095830375795067,1.5165626249911666,0.6108549336613036,0.6647936550537569,-0.10083023349557658,0.1793952237783098,-0.4483176516977124,-0.1502853282984492,0.018442067141111906,0.40374280455473466,0.7607937388049161,-0.3947370457717427,-0.09380459936765899,0.0645853634648263,-0.23189975836218452,0.7707063902672482,-0.9259926908747763,-1.174363988978295,-1.4097191892104335,0.4440451551612516,-0.5316686658686801,-0.3493830824298488,-0.08885832168772105,Consumo Cíclico,True
CSED3,-0.6849724348858811,-0.04095243141595279,0.1917899880052387,0.2534550306476578,0.4473686654712245,0.5765903385358288,-0.10166849441195686,-0.20457870142692453,-0.10072427428427601,-0.05500521280784241,-0.30858809967799194,0.2937946515444884,1.3062137119288628,0.5924798647384457,-0.6680246556484637,0.1439733507371311,0.0196730924688407,0.9396024397481829,-0.232136845177025,0.298892201748647,-0.2666041467629501,-0.2845599810959385,-0.22075457130196507,-0.7724840281428178,-0.3600909311767912,-0.056900504238628476,Consumo Cíclico,False
CURY3,1.2257474505206927,-0.49552847884773726,-4.1220701807379685,-2.814810329074551,-0.23461018799011962,0.647306630603298,0.5324047383278611,0.5372228442822133,0.2841283298788612,0.11245984906323507,-0.9757212076346364,-1.564835293178303,1.3128010908148053,-2.3530129314247845,-0.2544001650242374,2.4946205130801284,1.49598290359495,1.691087344687899,-0.7599490743582211,0.6184273911286701,0.7037598225017292,1.303219753115559,0.4151634449313428,-0.77674624694413,0.7856488847460489,-0.01695323242726278,Consumo Cíclico,False
CVCB3,,2.3586166993875888,-0.4119862084933637,0.6095830375795067,2.5880138384627,-0.12692741244466252,-1.1994900377881006,0.06127674764715459,0.07466211767775845,-0.06422347309432375,-0.285973418052343,0.41770331452600795,-1.4571917307240332,0.5433883181357252,-1.133352207600718,-1.3379456577997764,-1.04663114795198,0.816495429099297,-1.340542526457537,1.4172653645787288,-0.7674371631576231,-1.6013762643077631,,-1.1539526108602574,-0.804466654174902,-0.010961141655557918,Consumo Cíclico,True
CYRE3,1.0150062866890854,0.18029069805217648,0.2964445287316632,0.18668102934793618,-0.6512416354392158,0.7785327395944776,0.8095698388417252,0.06387045934543835,0.14115932790033073,-0.1825244801041675,-0.24074405480104508,-0.5460307308858099,-0.37027421454351384,0.19273441383057882,0.8609087293375155,0.2525027055567448,0.3123272454104246,0.13900975114123354,0.13733171524981244,-0.2869223121147292,-0.9865516078302926,-0.0012049088615245886,0.26008687468786834,1.6388662586995442,1.808248440079051,-0.04291895910465048,Consumo Cíclico,True
