date,CXSE3,FIQE3,UNIP3,MBRF3,TAEE3,BMOB3,POMO3,JHSF3,PSSA3,LAVV3,SIMH3,AZZA3,PFRM3
2025-07-29,12.5930051804,2.84313392639,41.6330337524,23.0499992371,10.2093658447,18.6454200745,5.07395124435,4.74068117142,48.1141586304,10.2555274963,8.17728233337,32.3933258057,7.1421046257
2025-07-30,12.6481571198,2.9199757576,41.5818481445,23.7199993134,10.2461891174,18.7825889587,5.08949184418,4.88011455536,48.6789855957,10.528553009,8.33415985107,33.3655776978,7.04935073853
2025-07-31,12.6665391922,2.88155460358,42.6567955017,21.2999992371,10.2093658447,18.6454200745,5.16719388962,4.78715848923,48.8484344482,10.468829155,8.4125995636,32.4205818176,6.87311697006
2025-08-01,12.5838127136,2.88155460358,41.9742889404,21.4200000763,10.2369842529,18.4991111755,5.44692182541,4.8257522583,49.206161499,10.5712127686,8.43220996857,32.0389480591,6.85456562042
2025-08-04,12.555598259,2.86618614197,41.5391845703,21.3299999237,10.1357183456,18.2887897491,5.38476085663,4.81640100479,50.1569595337,10.4517641068,8.51064872742,32.0298614502,6.7247095108
2025-08-05,12.4709539413,2.90460705757,41.5989074707,22.0900001526,10.172542572,17.9047241211,5.51685380936,4.8257522583,49.8557167053,10.3579120636,8.60869693756,32.3569793701,6.6690568924
2025-08-06,12.555598259,2.98144888878,42.4008560181,22.1599998474,10.2093658447,18.6271343231,5.54016494751,4.90057134628,49.9216156006,10.5626802444,9.04011249542,33.6472549438,6.76181077957
2025-08-07,12.5085735321,3.01986908913,41.4880027771,22.1000003815,10.2830133438,18.4991111755,5.5945558548,4.97538900375,49.7427558899,10.5370845795,9.5891866684,34.6013412476,6.82673883438
2025-08-08,12.6026220322,3.01218533516,46.0522766113,22.2399997711,10.2645998001,18.6545658112,5.4935426712,5.00344610214,50.3734779358,10.6138734818,9.60879707336,32.1661643982,6.87311697006
2025-08-11,12.555598259,3.05829000473,48.5007781982,22.2800006866,10.1909542084,18.4076652527,5.43915176392,4.99409341812,50.2699317932,10.6224050522,9.29503917694,30.3034305573,7.01224851608
2025-08-12,12.9600095749,3.11207962036,49.7548866272,22.1299991608,10.3198366165,18.5539779663,5.56347465515,5.09696769714,51.7855567932,10.7503862381,9.51074695587,31.2029933929,7.17920684814
2025-08-13,12.9882259369,3.13513159752,46.2462005615,21.4500007629,10.1541290283,18.5174007416,5.48577213287,5.03150272369,51.7855567932,10.579744339,9.00089359283,30.0035762787,7.09572792053
2025-08-14,12.9506063461,3.15050053596,47.5408744812,21.4799995422,10.2645998001,17.9870262146,5.50131320953,4.928627491,50.2040328979,10.5370845795,8.72635555267,29.1585350037,7.18848228455
2025-08-15,12.8095312119,3.19853568077,45.9112129211,23.3600006104,10.3014259338,19.6147270203,5.51685380936,5.09696769714,49.2908859253,10.463095665,8.37337970734,29.8945407867,7.41109323502
2025-08-18,13.0070343018,3.26266598701,48.1384162903,23.3600006104,10.467130661,19.2580947876,5.56347465515,5.17178630829,49.9969291687,10.7220830917,8.35377025604,30.8940525055,7.22558403015
2025-08-19,12.7719116211,3.29473209381,47.921131134,23.3999996185,10.3346176147,18.5265445709,5.44692182541,5.09696769714,48.7731285095,10.4976263046,8.00079345703,29.4765605927,7.18848228455
2025-08-20,12.7813167572,3.28671622276,47.9663963318,22.6599998474,10.4101924896,18.572265625,5.50131320953,5.07826375961,49.5450592041,10.7479810715,8.80479431152,28.467962265,7.1421046257
2025-08-21,12.7060775757,3.28671622276,48.3738136292,22.2299995422,10.4101924896,18.1058998108,5.50131320953,4.98474121094,47.8223304749,10.5148925781,8.49103832245,28.4316158295,6.95659589767
2025-08-22,12.9035816193,3.30274796486,48.8898735046,22.7000007629,10.6274642944,18.3252067566,5.68002843857,5.18113803864,48.0388450623,10.7738790512,8.84401512146,30.0762672424,7.17920684814
2025-08-25,12.94120121,3.33481407166,49.4330940247,22.7999992371,10.6274642944,18.2693386078,5.67225790024,5.17178630829,48.5283699036,10.6789169312,9.05972194672,30.3942966461,7.2905125618
2025-08-26,13.0728702545,3.41497755051,49.1162147522,22.7999992371,10.7219305038,18.2507133484,5.69556856155,5.10632038116,48.0011940002,10.7911462784,9.21660041809,30.7123222351,7.36471605301
2025-08-27,13.1669187546,3.51919078827,49.7137565613,22.8400001526,10.7597169876,18.2414016724,5.81083154678,5.17178630829,48.4624671936,11.1105632782,9.54996681213,31.3665504456,7.60587787628
2025-08-28,13.3362083435,3.55927276611,50.4108924866,23.6599998474,10.8636302948,18.6976699829,5.85057783127,5.20919466019,49.7050933838,11.369550705,10.1970901489,31.784526825,7.76356077194
2025-08-29,13.260969162,3.63141989708,51.2528839111,24.9300003052,10.8636302948,18.5300617218,5.88237333298,5.33077287674,48.7166442871,11.1450958252,10.1774806976,31.5391921997,8.21805858612
2025-09-01,13.4020423889,3.55927276611,50.7006111145,24.25,10.8163967133,18.3903884888,5.89827156067,5.26613998413,48.7825393677,11.3436527252,10.1774806976,31.5664558411,7.42036914825
2025-09-02,13.1857290268,3.55125594139,52.0133934021,23.6100006104,10.703037262,18.3158950806,5.90622186661,5.17210197449,48.4436416626,11.4127168655,9.88333320618,30.7032356262,7.25341081619
2025-09-03,13.1198940277,3.47109246254,53.4167137146,23.4400005341,10.7502708435,18.734916687,5.93801784515,5.16269731522,47.7658500671,11.4558811188,9.9617729187,30.5305919647,7.49457216263
2025-09-04,13.260969162,3.55927276611,54.3220825195,23.9400005341,10.8636302948,19.1632499695,5.88237333298,5.26613998413,48.4248085022,11.904791832,10.6088953018,30.194393158,7.44819450378
2025-09-05,13.3362083435,3.63141989708,54.2315444946,23.5499992371,10.9675426483,19.1818733215,5.98571300507,5.38838911057,47.9635353088,12.569527626,11.3736782074,29.8672790527,7.42036914825
2025-09-08,13.3268032074,3.60737109184,52.0677146912,22.7299995422,10.9392032623,19.0608215332,5.96186542511,5.16269731522,47.1162910461,12.5608940125,11.2952384949,29.2857437134,7.10500335693
2025-09-09,13.4960918427,3.57530498505,54.4940986633,23.75,10.9675426483,19.3029232025,6.0572552681,5.07806301117,47.1068763733,12.6040592194,11.393286705,28.5679111481,6.86384153366
2025-09-10,13.4020423889,3.59133815765,54.3582992554,24.7399997711,10.8919696808,19.5543365479,6.12879705429,5.14389038086,47.6058120728,12.7335519791,11.5501651764,28.9131984711,7.01224851608
2025-09-11,13.0728702545,3.63141989708,55.3451499939,25.0499992371,10.9769897461,19.6567630768,6.200340271,5.20031309128,47.4646034241,12.940741539,11.8639221191,29.9399738312,7.03079938889
2025-09-12,13.1104898453,3.63141989708,56.8933258057,25.7099990845,10.9014167786,19.7219467163,6.28778076172,5.18150568008,47.1445388794,12.9321088791,11.7266540527,29.5946865082,6.98442220688
2025-09-15,13.1010847092,3.61538696289,56.4044265747,26.0599994659,11.0053291321,20.3923797607,6.36727237701,5.17210197449,47.3516387939,13.0184383392,11.6482143402,30.3942966461,6.91021823883
2025-09-16,13.2421579361,3.64745330811,55.8249931335,27.5200004578,11.0525627136,20.3085746765,6.39906835556,5.22852373123,47.5964012146,13.2169952393,11.5697755814,30.3579483032,6.93804454803
2025-09-17,13.3173971176,3.67951822281,56.82995224,26.9200000763,11.0714559555,20.494808197,6.5421538353,5.66110038757,47.9164657593,13.3551225662,11.7462625504,30.7032356262,6.43717050552
2025-09-18,13.4866876602,3.66348528862,57.1468276978,26.5499992371,11.0903491974,20.3644447327,6.68523836136,5.76454257965,48.1800498962,13.3119573593,11.5501651764,29.6673774719,6.30731344223
2025-09-19,13.5619268417,3.71960020065,57.173992157,22.1399993896,11.1848154068,20.9696979523,6.44676399231,5.95261764526,48.6601600647,13.1565647125,11.6482143402,29.2584857941,6.89166736603
2025-09-22,13.5525217056,3.60737109184,57.3097953796,21.1200008392,11.1659212112,21.3607845306,6.35932302475,5.83977222443,48.2177085876,13.0270709991,10.530456543,28.6224308014,6.84529018402
2025-09-23,13.8158597946,3.60737109184,57.2373695374,19.7000007629,11.3643007278,21.491147995,6.42291641235,5.89619588852,48.057674408,13.0357046127,11.0207014084,29.0131492615,6.98442220688
