date,value
2018-04-27,5235.72998047
2018-04-30,5193.04003906
2018-05-01,5206.31005859
2018-05-02,5168.79003906
2018-05-03,5157.70019531
2018-05-04,5224.70996094
2018-05-07,5242.87011719
2018-05-08,5241.52978516
2018-05-09,5292.89990234
2018-05-10,5343.70019531
2018-05-11,5354.68994141
2018-05-14,5359.66015625
2018-05-15,5323.22998047
2018-05-16,5346.33007812
2018-05-17,5343.29003906
2018-05-18,5329.66015625
2018-05-21,5369.18994141
2018-05-22,5352.45019531
2018-05-23,5369.99023438
2018-05-24,5359.31982422
2018-05-25,5347.31005859
2018-05-29,5285.70019531
2018-05-30,5353.75976562
2018-05-31,5318.10009766
2018-06-01,5376.29003906
2018-06-04,5400.5
2018-06-05,5404.62011719
2018-06-06,5451.08984375
2018-06-07,5448.18017578
2018-06-08,5465.41992188
2018-06-11,5471.29003906
2018-06-12,5481.06982422
2018-06-13,5459.20996094
2018-06-14,5474.37011719
2018-06-15,5469.37011719
2018-06-18,5457.83007812
2018-06-19,5436.12988281
2018-06-20,5445.43017578
2018-06-21,5411.39990234
2018-06-22,5421.62988281
2018-06-25,5347.22998047
2018-06-26,5359.00976562
2018-06-27,5312.89013672
2018-06-28,5346.43994141
2018-06-29,5350.83007812
2018-07-02,5367.49023438
2018-07-03,5340.93017578
2018-07-05,5388.27978516
2018-07-06,5434.35986328
2018-07-09,5483.89013672
2018-07-10,5503.04980469
2018-07-11,5464.00976562
2018-07-12,5512.35986328
2018-07-13,5518.33007812
2018-07-16,5512.91992188
2018-07-17,5534.91015625
2018-07-18,5546.85986328
2018-07-19,5525.50976562
2018-07-20,5520.5
2018-07-23,5530.66015625
2018-07-24,5557.37011719
2018-07-25,5607.99023438
2018-07-26,5590.99023438
2018-07-27,5554.31005859
2018-07-30,5522.81005859
2018-07-31,5549.95996094
2018-08-01,5544.18994141
2018-08-02,5572.08007812
2018-08-03,5598.70996094
2018-08-06,5619.04980469
2018-08-07,5634.97998047
2018-08-08,5633.66992188
2018-08-09,5627
2018-08-10,5588.66015625
2018-08-13,5566.35986328
2018-08-14,5602.41015625
2018-08-15,5560.85009766
2018-08-16,5606.56005859
2018-08-17,5625.66015625
2018-08-20,5639.52978516
2018-08-21,5651.39013672
2018-08-22,5649.31005859
2018-08-23,5640.10009766
2018-08-24,5675.12011719
2018-08-27,5719.29980469
2018-08-28,5720.89013672
2018-08-29,5754
2018-08-30,5729.45019531
2018-08-31,5730.79980469
2018-09-04,5721.85986328
2018-09-05,5705.85986328
2018-09-06,5686.70019531
2018-09-07,5674.58007812
2018-09-10,5685.33984375
2018-09-11,5706.99023438
2018-09-12,5709.08007812
2018-09-13,5740.75
2018-09-14,5743.18994141
2018-09-17,5711.29003906
2018-09-18,5742.18017578
2018-09-19,5749.39013672
2018-09-20,5794.72021484
2018-09-21,5792.72021484
2018-09-24,5772.35986328
2018-09-25,5765.25
2018-09-26,5746.27001953
2018-09-27,5763.22021484
2018-09-28,5763.41992188
2018-10-01,5784.45019531
2018-10-02,5782.37011719
2018-10-03,5786.47998047
2018-10-04,5740.56005859
2018-10-05,5708.89990234
2018-10-08,5706.66015625
2018-10-09,5700.22998047
2018-10-10,5512.93994141
2018-10-11,5399.54003906
2018-10-12,5476.83007812
2018-10-15,5444.60986328
2018-10-16,5561.79980469
2018-10-17,5560.62011719
2018-10-18,5481.12988281
2018-10-19,5479.29980469
2018-10-22,5455.87988281
2018-10-23,5426.08007812
2018-10-24,5258.60986328
2018-10-25,5356.54003906
2018-10-26,5263.74023438
2018-10-29,5229.27978516
2018-10-30,5311.66992188
2018-10-31,5369.49023438
2018-11-01,5426.33007812
2018-11-02,5392.52978516
2018-11-05,5422.87988281
2018-11-06,5457.25
2018-11-07,5573.06005859
2018-11-08,5562
2018-11-09,5511.79003906
2018-11-12,5403.18994141
2018-11-13,5395.37011719
2018-11-14,5355.93994141
2018-11-15,5414.43017578
2018-11-16,5426.85986328
2018-11-19,5336.70019531
2018-11-20,5240.22998047
2018-11-21,5256.60986328
2018-11-23,5222.43017578
2018-11-26,5304.16992188
2018-11-27,5321.52001953
2018-11-28,5444.12011719
2018-11-29,5433.49023438
2018-11-30,5478.91015625
2018-12-03,5538.85986328
2018-12-04,5359.91015625
2018-12-06,5353.43017578
2018-12-07,5229.43994141
2018-12-10,5238.70019531
2018-12-11,5237.10009766
2018-12-12,5265.52978516
2018-12-13,5265.45996094
2018-12-14,5165.60009766
2018-12-17,5058.58007812
2018-12-18,5059.33984375
2018-12-19,4981.91992188
2018-12-20,4903.45996094
2018-12-21,4802.50976562
2018-12-24,4672.66015625
2018-12-26,4904.49023438
2018-12-27,4946.93994141
2018-12-28,4941.60986328
2018-12-31,4984.22021484
2019-01-02,4990.56005859
2019-01-03,4868.29980469
2019-01-04,5035.45019531
2019-01-07,5070.75976562
2019-01-08,5120.04003906
2019-01-09,5142.66015625
2019-01-10,5165.89013672
2019-01-11,5165.14990234
2019-01-14,5138.58007812
2019-01-15,5193.77978516
2019-01-16,5205.45019531
2019-01-17,5245.47998047
2019-01-18,5314.77978516
2019-01-22,5239.75
2019-01-23,5251.29003906
2019-01-24,5258.68994141
2019-01-25,5303.50976562
2019-01-28,5261.87988281
2019-01-29,5254.31005859
2019-01-30,5336.60009766
2019-01-31,5383.62988281
2019-02-01,5389.18994141
2019-02-04,5425.79980469
2019-02-05,5451.39990234
2019-02-06,5439.79980469
2019-02-07,5389.68994141
2019-02-08,5395.12011719
2019-02-11,5399
2019-02-12,5468.97998047
2019-02-13,5485.97021484
2019-02-14,5473.33007812
2019-02-15,5533.27001953
2019-02-19,5541.97998047
2019-02-20,5552.89990234
2019-02-21,5533.79980469
2019-02-22,5569.45019531
2019-02-25,5577.08984375
2019-02-26,5572.74023438
2019-02-27,5570.56982422
2019-02-28,5556.49023438
2019-03-01,5595.10986328
2019-03-04,5573.52978516
2019-03-05,5567.39990234
2019-03-06,5531.33984375
2019-03-07,5487.56005859
2019-03-08,5476.39013672
2019-03-11,5556.77001953
2019-03-12,5556.77001953
2019-03-13,5612.56005859
2019-03-14,5609.58984375
2019-03-15,5637.77001953
2019-03-18,5658.72998047
2019-03-19,5658.14990234
2019-03-20,5641.74023438
2019-03-21,5703.27978516
2019-03-22,5595.5
2019-03-25,5591.22998047
2019-03-26,5631.39013672
2019-03-27,5605.31982422
2019-03-28,5626.31982422
2019-03-29,5664.45996094
2019-04-01,5730.04003906
2019-04-02,5730.35009766
2019-04-03,5742.66992188
2019-04-04,5755.95996094
2019-04-05,5782.70019531
2019-04-08,5788.85986328
2019-04-09,5755.49023438
2019-04-10,5775.99023438
2019-04-11,5776.27978516
2019-04-12,5815.04003906
2019-04-15,5811.50976562
