TICKER,preco_inicial,preco_final,retorno_total_sem_div_pct,retorno_total_com_div_pct,retorno_anual_sem_div_pct,retorno_anual_com_div_pct,efeito_dividendos_total_pct,efeito_dividendos_anual_pct,dividendos_totais_pagos,dividend_yield_periodo_pct,volatilidade_anual_pct,n_dias_negociacao,contrib_dividendos
UNIP6,2.51,58.87,2242.63,8523.54,37.08,56.16,6280.91,19.08,51.64,2054.93,40.97,2510,73.68898368518244
VULC3,1.78,19.78,1013.73,1799.12,27.26,34.23,785.39,6.98,9.84,554.04,55.97,2510,43.65411979189827
ISAE4,10.84,27.77,156.24,1062.37,9.87,27.8,906.13,17.93,29.79,274.91,27.71,2499,85.29325941056318
JHSF3,1.38,7.95,476.09,781.57,19.14,24.32,305.49,5.18,2.11,153.1,49.15,2510,39.086710083549775
ITSA3,4.68,11.8,152.16,418.14,9.69,17.88,265.99,8.19,6.43,137.46,25.65,2510,63.61266561438753
BBAS3,8.65,21.75,151.59,375.09,9.67,16.86,223.5,7.2,12.53,144.97,38.75,2510,59.585699432136295
BBDC3,11.44,15.85,38.52,145.69,3.31,9.41,107.17,6.09,8.9,77.8,33.1,2510,73.56029926556387
CXSE3,10.01,16.26,62.44,131.99,4.97,8.78,69.55,3.81,4.25,42.42,27.71,1164,52.69338586256534
GMAT3,8.94,4.47,-50.0,-46.76,-6.7,-6.11,3.24,0.59,0.44,4.95,38.65,1296,0.0
