TICKER,PRECO,ULTIMO DIVIDENDO,DY,VALOR PATRIMONIAL COTA,P/VP,LIQUIDEZ MEDIA DIARIA,PERCENTUAL EM CAIXA,CAGR DIVIDENDOS 3 ANOS,CAGR VALOR COTA 3 ANOS,PATRIMONIO,N COTISTAS,GESTAO,N COTAS,SETOR
BTYU11,6.98,0.074753,16.18,10.12,0.69,4822.67,3.84,,,303669557.54,907.00,,30000000.00,Incorporações
SMRE11,57.41,1.001002,21.38,104.32,0.55,158941.14,1.37,,,104092586.47,1233.00,,997857.00,Incorporações
SPGM11,13.36,,0.00,16.30,0.82,0.00,0.01,,,73661026.38,118.00,,4518848.00,Incorporações
VCTH11,101.00,,0.00,94.92,1.06,320439.33,4.59,,,67960358.54,176.00,,715952.00,Incorporações
AZPL11,7.40,0.075000,12.30,8.58,0.86,905908.43,2.03,,,359628623.57,5880.00,,41922689.00,Serviços Financeiros Diversos
BBIG11,4.93,0.030000,16.67,9.79,0.50,1267562.43,3.33,,,970733277.39,38013.00,,99120994.00,Serviços Financeiros Diversos
RDLS11,0.00,,0.00,1920.58,,,3.80,,,393719661.70,32.00,,205000.00,Serviços Financeiros Diversos
RENV11,5.68,0.080000,16.11,14.15,0.40,23718.57,3.05,,,14532452.74,898.00,,1026794.00,Serviços Financeiros Diversos
ZAGH11,8.34,0.060000,8.75,9.11,0.91,17665.00,0.14,,,213590597.44,570.00,,23458324.00,Serviços Financeiros Diversos
BRIM11,95.00,48.330000,0.00,0.00,8.34,0.00,128.69,,,0.00,714.00,,0.00,Fundo de Desenvolvimento
BRIP11,371.35,11.770000,0.00,425.97,0.87,1014.05,3.69,,6.94,91785339.82,388.00,,215475.00,Fundo de Desenvolvimento
BTWR11,89.40,0.600000,10.63,126.59,0.71,30.00,0.55,6.08,,102447709.44,139.00,,809269.00,Fundo de Desenvolvimento
CFHI11,20.10,10.620000,98.11,26.58,0.76,40.00,154.38,,22.55,2514034.94,96.00,,94600.00,Fundo de Desenvolvimento
DMAC11,13.00,4.894618,0.00,4.99,2.61,,105.14,,,778257.90,2352.00,,156108.00,Fundo de Desenvolvimento
DVLT11,103.41,,0.00,104.05,0.99,0.00,8.46,,,42427334.11,211.00,,407744.00,Fundo de Desenvolvimento
EGYR11,2.98,,0.00,132.25,0.02,519.00,0.00,,-32.31,100818968.57,89.00,,762353.00,Fundo de Desenvolvimento
FLFL11,0.00,0.180000,0.00,123.39,,,1.05,,-100.00,426226803.08,1.00,,3454262.00,Fundo de Desenvolvimento
HCST11,35.10,,0.00,57.64,0.61,17.56,3.34,,-12.83,50201682.36,67.00,,870918.00,Fundo de Desenvolvimento
HDOF11,90.00,,0.00,92.97,0.97,251437.50,4.66,,-7.85,313322775.36,121.00,,3370000.00,Fundo de Desenvolvimento
HOMS11,133.12,,0.00,88.61,1.50,34537.33,0.47,,,46957938.68,2579.00,,529951.00,Fundo de Desenvolvimento
HRDF11,5.00,6.800000,0.00,7.99,0.63,342.83,9.03,,5.07,12116714.29,834.00,,1517425.00,Fundo de Desenvolvimento
INRD11,71.50,0.720000,11.44,119.22,0.60,39794.24,1.36,7.36,3.96,134581865.93,5773.00,,1128870.00,Fundo de Desenvolvimento
JPPC11,12262.77,0.350000,0.24,61.16,200.50,10205711351.16,101.26,,857.03,3363854.71,492.00,,55000.00,Fundo de Desenvolvimento
JTPR11,2517.00,1.630372,0.00,31.20,80.67,,19.42,,,6698037.61,7.00,,214674.00,Fundo de Desenvolvimento
KEVE11,504.68,20.311305,29.38,376.11,1.34,25670.12,37.40,,9.12,55551114.14,433.00,,147700.00,Fundo de Desenvolvimento
KINP11,10.00,3.053493,0.00,0.00,0.16,0.00,3.50,,,0.00,0.00,,0.00,Fundo de Desenvolvimento
KNRE11,0.33,0.001240,0.38,0.64,0.52,1630.24,32.40,,36.41,11905990.23,5362.00,,18547161.00,Fundo de Desenvolvimento
LATR11B,774.06,9.998500,0.00,0.00,12.13,0.00,3.50,,,0.00,0.00,,0.00,Fundo de Desenvolvimento
LOFT11B,29.90,0.201705,0.00,0.00,,,7677.06,,,1037.85,8.00,,1958596.00,Fundo de Desenvolvimento
LRED11,12.00,,0.00,10.85,1.11,0.00,6.56,,,15281664.36,112.00,,1408780.00,Fundo de Desenvolvimento
MADS11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Fundo de Desenvolvimento
MFII11,28.60,0.300000,40.26,97.85,0.29,1187587.33,0.01,-5.79,-22.78,665382540.38,32141.00,,6800000.00,Fundo de Desenvolvimento
MGIM11,101.50,0.176173,0.00,98.41,1.03,,101.04,,,24337124.08,75.00,,247300.00,Fundo de Desenvolvimento
MGLC11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Fundo de Desenvolvimento
NVIF11,227.50,0.889152,3.97,365.81,0.62,,4.52,6.45,,123425518.30,7.00,,337400.00,Fundo de Desenvolvimento
ORPD11,93.00,1.379310,0.00,140.50,0.66,,0.00,,,40744869.24,6.00,,290000.00,Fundo de Desenvolvimento
PABY11,26.49,,0.00,-34.71,,644.00,,,2.64,-26327409.60,518.00,,758400.00,Fundo de Desenvolvimento
PATC11,39.00,0.090000,1.64,34.33,1.14,62143.95,0.55,-53.85,7.38,119395641.85,4180.00,,3477434.00,Fundo de Desenvolvimento
PNDL11,160.00,3.410000,0.00,89.89,1.78,0.00,15.31,,-3.97,12973549.31,57.00,,144332.00,Fundo de Desenvolvimento
PNPR11,45.99,1.230000,0.00,38.75,1.19,657.00,1.34,,-4.78,34794109.30,15.00,,897816.00,Fundo de Desenvolvimento
PRSN11B,0.20,0.086353,83.89,25.93,0.01,0.00,46.75,,-47.72,8379160.01,486.00,,323124.00,Fundo de Desenvolvimento
RBBV11,100.00,0.224057,0.00,100.84,0.99,,1.01,75.40,,126470249.69,3475.00,,1254164.00,Fundo de Desenvolvimento
RBDS11,1.74,2.354143,0.00,24.66,0.07,91.47,9.74,18.99,-13.52,3119455.60,798.00,,126523.00,Fundo de Desenvolvimento
RBIR11,71.50,0.473060,16.87,81.03,0.88,175885.86,8.40,,8.06,123869590.94,1453.00,,1528615.00,Fundo de Desenvolvimento
RBRI11,225.02,13.000000,0.00,385.74,0.58,368.75,1.54,,19.33,53874606.31,142.00,,139665.00,Fundo de Desenvolvimento
RBRM11,94794.81,2002.089652,0.00,5301.98,17.88,,100.00,,,2860101.93,54.00,Ativa,539.00,Fundo de Desenvolvimento
RBRS11,41.45,0.170000,5.02,95.83,0.43,2232.78,4.21,-25.50,-6.28,73259527.64,858.00,,764452.00,Fundo de Desenvolvimento
RBTS11,285.05,7.341884,2.58,247.33,1.15,106.88,18.04,,,13980281.38,123.00,,56525.00,Fundo de Desenvolvimento
RCFA11,0.85,,0.00,18.12,0.05,0.27,0.00,,-30.48,10578486.81,279.00,,583926.00,Fundo de Desenvolvimento
ROOF11,274.81,41.715400,0.00,282.48,0.97,45.75,19.97,,-1.77,21890486.13,81.00,,77495.00,Fundo de Desenvolvimento
RSPD11,698.50,3.831391,7.05,782.64,0.89,607.10,8.82,,,116621685.67,193.00,,149011.00,Fundo de Desenvolvimento
SLDZ11,0.00,,0.00,-85.58,,,,,,-430039.32,2.00,Ativa,5025.00,Fundo de Desenvolvimento
SNEL11,8.38,0.100000,14.32,8.03,1.04,2998962.67,3.64,,,888650216.21,112685.00,,110660070.00,Fundo de Desenvolvimento
STRX11,140.31,0.820000,7.55,153.30,0.92,141.00,1.14,3.11,,247359128.55,111.00,,1613559.00,Fundo de Desenvolvimento
TELD11,0.00,,0.00,24.65,,,16.24,,,11578033.46,2.00,,469760.00,Fundo de Desenvolvimento
TGAR11,46.60,0.720000,21.41,108.03,0.43,3111948.52,0.19,-14.89,-17.73,2546117967.96,132351.00,,23567968.00,Fundo de Desenvolvimento
TORM13,142.00,10.562960,0.00,0.00,2.23,,3.50,,,0.00,0.00,,0.00,Fundo de Desenvolvimento
TOUR11,8.80,0.242328,0.00,0.00,0.14,,3.50,,,0.00,0.00,,0.00,Fundo de Desenvolvimento
TRXB11,184.99,1.000000,19.38,110.61,1.67,26957.90,8.26,38.27,30.01,449736535.65,830.00,,4066022.00,Fundo de Desenvolvimento
VIDS11,915.64,46.086122,12.02,651.77,1.40,,29.49,,,61659583.51,199.00,,94603.00,Fundo de Desenvolvimento
VXXV11,791.00,93.020000,0.00,425.55,1.86,42726989.44,0.64,,5.60,203357360.42,14.00,,477875.00,Fundo de Desenvolvimento
YUFI11,15.00,0.171599,0.00,39.27,0.38,0.00,4.19,,-30.69,19346488.14,56.00,,492650.00,Fundo de Desenvolvimento
ZIFI11,749.99,3.304958,0.00,1535.87,0.49,1669.67,0.00,,-9.11,72931015.75,86.00,,47485.00,Fundo de Desenvolvimento
ALZM11,6.32,0.080000,0.00,7.46,0.85,,3.80,-6.90,-12.11,113203496.22,12195.00,Ativa,15180540.00,Fundo de Fundos
AQLL11,385.03,,0.00,766.12,0.50,,0.27,,,111714708.33,83.00,,145817.00,Fundo de Fundos
BBFO11,67.75,0.950000,14.75,71.75,0.95,283072.71,1.04,9.02,8.59,287294548.98,11395.00,,4003900.00,Fundo de Fundos
BCFF11,7.28,0.070000,0.00,8.76,0.83,,6.73,1.07,-6.37,1766025679.12,351688.00,Ativa,201491024.00,Fundo de Fundos
BCIA11,87.50,0.860000,11.87,99.28,0.88,257119.24,1.08,0.29,4.15,369234717.76,19402.00,,3719038.00,Fundo de Fundos
BICE11,500.00,9.650000,13.09,801.52,0.62,260.00,29.26,-9.57,-10.30,106933814.68,119.00,,133414.00,Fundo de Fundos
BLMR11,6.78,0.053000,0.00,0.00,0.11,,3.50,,-2.83,0.00,0.00,,0.00,Fundo de Fundos
BPFF11,54.53,0.670000,2.51,62.15,0.88,512062.00,4.94,1.28,-1.32,279190787.97,20101.00,,4492326.00,Fundo de Fundos
CLIN11,89.29,1.320000,12.36,97.60,0.92,582497.29,7.00,,,424228979.21,10908.00,,4346763.00,Fundo de Fundos
CPFF11,69.90,0.500000,0.00,62.49,1.12,,8.22,-0.91,2.25,67464811.29,6536.00,Ativa,1079696.00,Fundo de Fundos
CPFO11,0.00,,0.00,31.93,,,0.87,,,90509108.49,528.00,,2834551.00,Fundo de Fundos
CPHH11,0.00,,0.00,73.46,,,30.00,,,108236367.68,420.00,,1473378.00,Fundo de Fundos
