TICKER,PRECO,ULTIMO DIVIDENDO,DY,VALOR PATRIMONIAL COTA,P/VP,LIQUIDEZ MEDIA DIARIA,PERCENTUAL EM CAIXA,CAGR DIVIDENDOS 3 ANOS,CAGR VALOR COTA 3 ANOS,PATRIMONIO,N COTISTAS,GESTAO,N COTAS,SETOR
ITIP11,54.47,0.760000,15.62,67.07,0.81,62737.05,2.24,0.59,-0.77,50182069.10,7225.00,,748151.00,Papéis
IVCI11,96.86,1.300000,14.72,99.36,0.97,,22.79,,,49682017.99,16.00,,500000.00,Papéis
JBFO11,15.03,0.043000,0.00,7.76,1.94,,100.61,-19.38,,9919792.95,369.00,,1279070.00,Papéis
JCCJ11,136.39,1.770000,11.43,198.72,0.69,199143.90,0.50,,13.59,1035942987.27,357.00,,5213036.00,Papéis
JPPA11,78.79,1.200000,17.69,99.35,0.79,76114.29,1.64,4.06,6.55,89818162.17,5988.00,,904050.00,Papéis
JSCR11,8.02,0.100000,14.68,9.44,0.85,396935.38,11.53,,,208865148.84,3486.00,,22137100.00,Papéis
KIVO11,53.83,0.870000,19.73,83.59,0.64,349909.57,28.49,-6.61,-3.50,185801663.01,7181.00,,2222736.00,Papéis
KNCR11,105.98,1.250000,13.53,102.48,1.03,21050931.29,9.83,5.11,15.30,10974808568.74,592231.00,,107089622.00,Papéis
KNHY11,98.17,1.200000,13.32,97.66,1.01,4210137.10,5.69,0.54,12.22,3044473042.96,28501.00,,31173083.00,Papéis
KNIP11,90.39,0.950000,11.24,92.06,0.98,8882547.52,11.35,1.63,9.99,7371778950.42,75269.00,,80078186.00,Papéis
KNSC11,9.00,0.110000,12.78,8.70,1.03,3900440.05,7.01,5.66,12.09,1759468029.82,283875.00,,202202385.00,Papéis
LFTT11,2.10,3.668145,0.00,26.91,0.08,598719.00,12.73,,-3.54,17894778.67,8.00,,665000.00,Papéis
LKDV11,1104.12,,0.00,1105.17,1.00,0.00,9.47,,3.45,73837322.03,100.00,,66811.00,Papéis
LSPA11,24.01,0.060000,0.00,20.95,1.15,,104.96,81.14,-26.11,8473824.04,727.00,Ativa,404500.00,Papéis
MCCI11,92.68,1.000000,12.97,93.81,0.99,3468895.33,0.58,5.57,11.13,1591037454.55,125229.00,,16960024.00,Papéis
MCHF11,9.10,0.070000,0.00,9.15,0.99,,28.30,,-0.79,295957071.40,82189.00,,32354247.00,Papéis
MCRE11,8.73,0.110000,15.14,10.15,0.86,3191506.24,4.59,-2.86,5.06,1132887461.35,93967.00,,111598921.00,Papéis
MGCR11,9.40,0.100000,0.00,9.78,0.96,,1.77,,0.00,131240792.97,4360.00,,13416505.00,Papéis
MORC11,89.87,0.330000,0.00,0.00,1.41,,3.50,,-1.36,0.00,0.00,,0.00,Papéis
MTRS11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Papéis
MXRF11,9.44,0.100000,12.66,9.23,1.02,14895285.67,1.82,-1.49,8.11,4246265497.56,1485336.00,,460269531.00,Papéis
NAVT11,72.29,1.000000,15.09,86.29,0.83,40866.90,7.75,-9.08,5.50,52834465.36,2219.00,,612282.00,Papéis
NCRI11,9.06,0.110000,14.02,10.01,0.91,2516.76,16.43,5.60,12.76,39546173.38,1347.00,,3949999.00,Papéis
OCRE11,63.80,0.314270,9.16,155.84,0.41,10412.75,0.89,-13.33,-8.07,65919314.31,445.00,,422986.00,Papéis
OUJP11,68.52,1.200000,20.40,99.02,0.69,543322.76,3.79,7.70,0.59,322040333.37,24912.00,,3252384.00,Papéis
PCIP11,74.85,1.000000,14.41,91.88,0.82,4002567.14,7.23,-0.15,3.92,1563119360.62,113555.00,,17011707.00,Papéis
PEMA11,29.06,0.525314,26.73,56.74,0.51,354.17,0.64,0.92,3.63,31322313.36,281.00,,552000.00,Papéis
PLCR11,78.20,0.800000,1.02,83.40,0.94,864020.00,7.46,-5.92,3.06,175914246.15,14034.00,,2109169.00,Papéis
PLRI11,6.41,0.660167,14.22,13.42,0.48,175.00,21.38,19.27,6.48,12811040.00,728.00,,954304.00,Papéis
PORD11,8.30,0.098000,14.33,9.53,0.87,654348.24,24.86,0.97,10.33,355170341.81,45671.00,,37283750.00,Papéis
PRZS11,0.00,,0.00,61.33,,,0.03,,,91574880.52,18.00,,1493148.00,Papéis
PULV11,8.72,0.095000,3.27,0.00,,61949.00,,,,0.00,0.00,,0.00,Papéis
QAMI11,84.68,1.000000,0.00,92.80,0.91,67019.00,0.73,,2.00,74367555.48,1440.00,,801398.00,Papéis
QIRI11,78.04,0.660000,0.00,89.61,0.87,,100.31,,,13441852.95,173.00,,150000.00,Papéis
RBCB11,19.00,0.300000,0.00,0.00,0.30,,3.50,-15.04,,0.00,462.00,,53100.00,Papéis
RBHG11,58.30,0.800000,16.60,86.06,0.68,183061.95,1.58,-6.26,-1.59,186568427.22,7133.00,,2167957.00,Papéis
RBHY11,64.00,1.000000,19.34,92.71,0.70,393338.05,0.38,-0.24,1.48,175548626.88,3458.00,,1893505.00,Papéis
RBRR11,76.00,0.980000,13.10,92.06,0.82,4388835.90,2.55,2.84,4.57,1500593748.93,143642.00,,16300275.00,Papéis
RBRY11,83.60,1.000000,16.39,100.73,0.83,3314614.76,4.17,3.00,6.45,1286293871.08,77131.00,,12769512.00,Papéis
RBVO11,5.32,0.010000,0.00,0.00,,,,71.05,-12.24,0.00,0.00,Ativa,0.00,Papéis
RCRI11,99.12,1.500000,7.26,100.53,0.99,52485.43,3.87,,,42440062.28,354.00,,422144.00,Papéis
RCRI11B,1200.00,12.481836,0.00,365.40,3.28,,70.80,,,18639596.10,149.00,,51012.00,Papéis
RECD11,6.50,0.074500,14.83,6.69,0.97,952.62,9.09,,,36475189.13,513.00,,5453775.00,Papéis
RECM11,7.26,0.100000,17.63,8.92,0.81,12826.90,12.02,,,74905094.69,1256.00,,8400517.00,Papéis
RECR11,75.98,1.098700,14.33,86.48,0.88,2301775.05,1.43,2.87,8.40,2286781617.89,174597.00,,26441650.00,Papéis
REIT11,70.01,4.180000,22.34,300.35,0.23,0.00,103.12,-49.26,-18.13,7896413.69,59.00,,26291.00,Papéis
RNDP11,40.50,0.690000,0.00,0.00,,14794.00,,-33.42,10.64,0.00,0.00,Ativa,0.00,Papéis
RPRI11,72.72,1.400000,14.84,99.31,0.73,914913.57,5.65,0.13,2.70,344766437.30,4883.00,,3471728.00,Papéis
RZAK11,78.07,1.050000,16.84,87.88,0.89,1406593.29,5.10,-1.14,10.14,774012163.42,44062.00,,8807885.00,Papéis
RZLC11,1003.16,13.092474,14.79,996.53,1.01,1561529.63,2.00,,,161400725.23,170.00,,161963.00,Papéis
SADI11,8.62,0.114000,3.97,8.73,0.99,17163.00,7.98,0.14,10.78,135150517.24,10994.00,,15486840.00,Papéis
SNCI11,83.60,1.000000,14.35,96.53,0.87,396445.71,8.43,1.28,6.48,405425182.21,34890.00,,4200000.00,Papéis
TRPL11,1.08,,0.00,0.50,2.16,15493.08,11.36,,,4985172.73,163.00,,10000000.00,Papéis
URPR11,17.82,0.300000,22.96,94.55,0.19,572048.67,0.60,-32.25,-35.24,1109458288.94,55759.00,,11733895.00,Papéis
VCJR11,67.26,1.250000,17.59,92.26,0.73,2636000.71,8.98,0.09,1.57,1358424579.80,32507.00,,14723970.00,Papéis
VCRI11,7.26,0.095000,15.15,9.45,0.77,255961.71,1.57,0.46,7.28,194184071.68,12676.00,,20543663.00,Papéis
VGIP11,75.01,1.160000,13.33,90.38,0.83,1695407.29,4.34,0.64,5.07,1065320530.00,83278.00,,11787247.00,Papéis
VGIR11,9.61,0.110000,15.82,9.81,0.98,4629334.90,17.39,4.03,14.16,1432908654.30,273654.00,,146101287.00,Papéis
VJFD11,170.09,0.880000,6.71,171.00,0.99,9780.00,0.76,8.34,,833797827.86,105.00,,4876129.00,Papéis
VOTS11,72.51,1.200000,16.32,90.78,0.80,6920.10,4.63,3.83,5.97,75159377.14,537.00,,827913.00,Papéis
VRTA11,69.90,0.850000,14.57,82.89,0.84,1620958.90,0.78,1.69,2.36,1292451573.35,105566.00,,15592424.00,Papéis
VSEC11,0.21,0.080000,0.00,0.00,0.00,,3.50,-0.62,0.00,0.00,0.00,,0.00,Papéis
VSLH11,1.75,0.022000,19.14,11.21,0.16,67768.90,4.30,-10.03,-13.03,334662566.87,60018.00,,29864091.00,Papéis
VTPL11,64.25,0.500000,8.81,120.25,0.53,66.00,1.34,,,166698029.85,125.00,,1386242.00,Papéis
VTRT11,0.00,0.107508,0.00,100.80,,,20.14,,,1030654046.20,499.00,,10224963.00,Papéis
VVCR11,8.58,0.130000,14.31,10.24,0.84,264631.33,0.06,8.86,1.15,187149871.50,2055.00,,18278958.00,Papéis
XLPR11,64.00,0.381158,10.02,81.51,0.79,111824.48,2.70,-6.85,2.55,39269587.75,1368.00,,481757.00,Papéis
XPCI11,79.04,0.930000,13.70,87.11,0.91,1513162.05,5.51,0.43,8.80,757996260.59,83392.00,,8701551.00,Papéis
YEES11,102.00,,0.00,101.76,1.00,1224.00,4.69,,,30527850.89,136.00,,300000.00,Papéis
ABCP11,73.81,0.550000,9.62,110.75,0.67,33651.76,1.40,2.05,14.43,521549965.73,13294.00,,4709082.00,Shoppings
AJFI11,8.16,0.055000,6.68,10.46,0.78,215610.00,0.79,,,351644018.54,9565.00,,33625978.00,Shoppings
ANCR11B,3221.00,1.440191,0.04,120.14,26.81,,1.97,,-2.41,4307776615.02,251.00,,35856709.00,Shoppings
APXM11,45.00,0.371310,10.40,125.46,0.36,127081.86,0.45,,-22.67,354953707.07,688.00,,2829142.00,Shoppings
ATSA11,59.79,0.200000,5.89,73.68,0.81,255.10,3.82,5.24,-0.04,129030659.08,298.00,,1751141.00,Shoppings
BPML11,84.99,0.920000,14.24,119.67,0.71,647858.71,9.74,1.01,24.73,890554802.14,6473.00,,7441745.00,Shoppings
DAMT11B,11.45,0.710861,11.30,14.45,0.79,23.00,6.01,,-14.93,256934474.46,569.00,,17779747.00,Shoppings
ELDO11,762.38,0.250000,16.36,1722.06,0.44,,0.22,-0.72,,1355698382.32,112.00,,787256.00,Shoppings
FGPM11,0.00,,0.00,84.57,,,5.88,,,58358289.75,1144.00,,690040.00,Shoppings
FIGS11,48.25,0.480000,11.95,70.12,0.69,129994.71,0.65,3.19,0.38,199842791.63,11151.00,,2850000.00,Shoppings
FIVN11,2.52,,0.00,5.97,0.42,1130.62,0.00,,-14.63,56210163.05,4243.00,,9412630.00,Shoppings
FLRP11,20.11,0.150000,8.85,21.01,0.96,10916.00,2.16,2.66,8.81,162489796.73,1866.00,,7732987.00,Shoppings
FVPQ11,49.75,0.450000,7.34,92.28,0.54,38967.19,1.99,-27.20,-19.65,258394578.50,3377.00,,2800149.00,Shoppings
GSFI11,11.70,,0.00,12.69,0.92,815056.19,1.77,,16.87,1219824372.36,7000.00,,96110102.00,Shoppings
HGBS11,18.98,0.170000,10.17,20.30,0.93,4083671.62,0.23,-4.42,2.73,2930204823.44,196426.00,,144355726.00,Shoppings
HMOC11,226.95,23.800000,0.00,238.79,0.95,,0.67,122.18,,91223530.50,209.00,,382017.00,Shoppings
HPDP11,86.49,0.610000,9.69,94.38,0.92,903725.45,0.47,7.13,7.01,665471461.40,578.00,,7050992.00,Shoppings
HSML11,83.63,0.750000,10.18,100.06,0.84,2804187.90,1.35,-2.85,4.52,2134211186.25,189962.00,,21329976.00,Shoppings
ITRI11,73.61,0.800000,14.24,90.49,0.81,1047954.57,2.89,,,565553013.74,19625.00,,6250000.00,Shoppings
JRDM11,85.00,0.400000,0.00,88.84,0.96,0.00,0.41,28.90,-0.35,224143181.16,4001.00,,2522968.00,Shoppings
LASC11,109.99,0.680000,7.45,131.89,0.83,177700.57,0.88,3.48,15.38,387784216.88,618.00,,2940298.00,Shoppings
MCEM11,26.97,0.670000,19.87,27.82,0.97,0.00,0.34,,,95186318.23,228.00,,3421153.00,Shoppings
PDBM11,109.24,0.882353,18.17,112.23,0.97,81.75,0.62,,,38159677.14,120.00,,340000.00,Shoppings
PMLL11,100.74,1.000000,11.22,118.10,0.85,4429767.00,2.79,3.20,1.07,2096391875.22,136153.00,,17750467.00,Shoppings
PQDP11,2515.00,17.651355,9.08,2590.65,0.97,131131.90,3.54,4.48,61.52,671247575.21,2979.00,,259104.00,Shoppings
PRTS11,18206.64,0.054870,0.00,0.06,303444.00,,103.36,,,3111607.44,11.00,,55727500.00,Shoppings
RBGS11,28.45,0.176600,0.00,90.78,0.31,,0.52,4.91,,97865283.71,2808.00,,1078000.00,Shoppings
SCPF11,2.81,0.040000,2.06,9.86,0.29,2013.81,1.17,8.93,-16.75,41409607.26,4114.00,,4200000.00,Shoppings
SHDP11B,0.00,155.111522,0.00,817.04,,,9.99,128.00,,972051824.63,2.00,,1189725.00,Shoppings
SHOP11,36.50,,0.00,29.34,1.24,4442846.00,0.80,,-11.25,74039128.25,94.00,,2523296.00,Shoppings
SHPH11,978.00,4.500000,6.65,1031.80,0.95,83703.10,2.13,5.34,14.57,628312946.72,2031.00,,608950.00,Shoppings
SHPP11,10.89,0.055000,6.24,9.72,1.12,8277901.06,2.34,,,496172099.75,126.00,,51067415.00,Shoppings
SPAF11,0.00,4.364741,0.00,1127.38,,,3.57,9.18,,12705615.53,1.00,,11270.00,Shoppings
SPVJ11,0.00,0.153600,0.00,24.49,,,27.41,-38.69,,154598783.99,23.00,,6312090.00,Shoppings
VISC11,103.13,0.840000,9.59,115.60,0.90,4228837.33,4.41,-4.89,3.84,3332496983.30,347218.00,,28828640.00,Shoppings
VPSI11,21.63,0.287237,14.50,33.60,0.64,2.69,0.95,9.77,,271255651.05,125.00,,8071897.00,Shoppings
VSHO11,72.51,0.700000,11.58,118.70,0.61,58290.43,0.96,1.81,7.30,249136793.65,2818.00,,2098800.00,Shoppings
WPLZ11,48.60,0.370000,9.14,54.65,0.89,6020.55,0.70,-3.03,-5.60,64855921.68,1428.00,,1186683.00,Shoppings
XPML11,104.00,0.920000,10.62,110.11,0.94,13472557.29,3.50,1.11,7.65,7081112753.36,733101.00,,64308055.00,Shoppings
FAED11,152.99,1.720000,13.39,224.44,0.68,36858.57,1.56,3.85,8.70,155395622.15,3917.00,,692377.00,Educacional
FCFL11,123.10,0.930000,8.95,125.18,0.98,108100.95,0.49,2.98,10.31,434860994.90,2828.00,,3474010.00,Educacional
GESE11B,1520.00,14.973763,0.00,1119.08,1.36,,203.53,118.15,,58192036.94,56.00,,52000.00,Educacional
MINT11,96.50,0.749556,0.00,97.17,0.99,,16.33,,-6.98,50527673.91,94.00,Ativa,520000.00,Educacional
RBED11,94.00,1.040000,0.00,0.00,,,,15.30,-4.74,0.00,10734.00,Ativa,2355022.00,Educacional
ASRF11,11000.00,256.328699,0.00,9515.04,1.16,11000.00,0.38,,2.91,38060169.89,95.00,,4000.00,Indefinido
ATWN11,0.00,,0.00,2082.69,,,0.34,,,334807099.05,2.00,,160757.00,Indefinido
BETW11,0.00,0.730000,0.00,110.26,,,0.94,,,276136727.98,2.00,,2504500.00,Indefinido
BIME11,4.34,0.060000,18.66,7.83,0.55,20349.57,5.20,-5.67,-5.91,45751391.56,7694.00,,5845602.00,Indefinido
BINR11,1673.35,457.897595,45.15,1180.09,1.42,,11.96,,,140119291.56,103.00,,118735.00,Indefinido
BIPD11,989.33,2.850000,3.48,932.94,1.06,860222.50,2.08,,,103032890.96,112.00,,110439.00,Indefinido
BLCA11,97.00,0.550000,5.88,124.98,0.78,178342.67,6.55,-29.03,-0.83,199969078.65,487.00,,1600000.00,Indefinido
BROL11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
BRSE11,0.00,,0.00,4639.22,,,0.02,,,9278434.05,10.00,,2000.00,Indefinido
BSLT11,64.50,,0.00,114.65,0.56,98387.67,0.01,,,154781619.11,2524.00,,1350000.00,Indefinido
CCLB11,0.00,,0.00,0.00,,,3.50,,,0.00,0.00,,0.00,Indefinido
CCME11,8.68,0.086000,11.96,10.58,0.81,131663.81,15.23,-0.64,1.47,716961843.39,9516.00,,67797053.00,Indefinido
CCVA11,98.97,0.670000,7.05,102.57,0.96,,2.45,,,64385958.41,1.00,,627724.00,Indefinido
CFII11,500.00,135.000000,80.85,288.94,1.73,400.00,11.54,,,36498047.29,104.00,,126319.00,Indefinido
CIXR11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
CPSH11,9.60,0.110000,13.91,11.10,0.87,2028600.05,0.34,4.07,4.49,1367149394.97,38251.00,,123163844.00,Indefinido
CSMC11,0.00,8.576521,0.00,1090.31,,,1.28,,,2056665582.87,1.00,,1886309.00,Indefinido
CVPR11,0.00,2.440000,0.00,100.80,,,11.88,4.20,,65093088.66,3.00,,645783.00,Indefinido
CXCI11,64.28,0.750000,14.31,80.26,0.80,64534.67,6.76,-1.20,0.76,165148639.60,5502.00,,2057726.00,Indefinido
CYCR11,8.47,0.106000,15.02,9.43,0.90,531274.90,3.07,-0.21,11.20,344553962.55,16727.00,,36549445.00,Indefinido
DPRO11,5.85,0.060000,12.31,9.37,0.62,408.60,1.41,3.63,-2.65,46886820.93,802.00,,5003220.00,Indefinido
EQIR11,8.11,0.100695,14.81,9.60,0.84,68447.95,4.98,0.41,10.51,104742474.20,9471.00,,10909315.00,Indefinido
FAOE11,926.90,11.160900,0.00,0.00,,,,,,0.00,0.00,Ativa,0.00,Indefinido
FARU11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
FRHY11,0.00,1.030000,0.00,14.75,,,101.82,,,1925354.18,6.00,,130500.00,Indefinido
GAME11,8.45,0.100000,13.85,9.33,0.91,272989.67,2.66,0.87,8.97,265191360.02,20525.00,,28426127.00,Indefinido
GCOI11,70.82,1.000000,12.80,73.60,0.96,0.00,5.79,,4.99,8316850.14,384.00,,113000.00,Indefinido
GLPL11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
GURB11,108.00,0.700000,0.00,146.26,0.74,,2.44,,1.49,165882074.88,1.00,,1134132.00,Indefinido
GVBI11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
GZIT11,37.68,0.420000,19.15,86.93,0.43,326644.05,3.66,,,2025285895.67,7950.00,,23297836.00,Indefinido
HBCR11,153.52,0.540000,9.70,130.46,1.18,44514463.00,0.06,22.58,21.76,208729525.96,73.00,,1600000.00,Indefinido
HCPR11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
HILG11,184.96,32.045300,45.15,247.10,0.75,0.00,9.93,70.03,,130037080.71,108.00,,526253.00,Indefinido
IDFI11,2.00,0.034026,0.00,1.60,1.25,,101.44,-50.79,-28.41,3283391.87,617.00,Ativa,2057925.00,Indefinido
IMOV11,0.00,0.090000,0.00,9.24,,,8.10,,,490615427.12,13027.00,,53092572.00,Indefinido
IRIM11,64.09,1.180000,15.79,82.68,0.77,2818588.10,5.17,0.44,0.31,2912600651.72,203118.00,,35225947.00,Indefinido
KCRE11,8.56,0.120000,13.55,9.24,0.93,312608.62,2.87,2.28,7.14,332577470.32,16931.00,,36000000.00,Indefinido
KFEN11,1100.00,10.930000,10.88,919.87,1.20,,1.81,,,164336412.55,129.00,,178651.00,Indefinido
KNHF11,91.11,1.000000,13.17,98.86,0.92,3346098.05,10.09,2.48,,1943815685.26,76929.00,,19663235.00,Indefinido
KNPR11,27.80,5.700000,30.61,90.52,0.31,17344.24,24.03,,,52495282.95,664.00,,579911.00,Indefinido
KNUQ11,104.82,1.300000,14.07,101.23,1.04,3713054.38,9.57,6.23,,2174949969.53,59637.00,,21484730.00,Indefinido
LAVF11,0.00,1.300000,0.00,0.00,,,3.50,,,0.00,7.00,,44600.00,Indefinido
LPLP11,241.90,3.100427,17.64,307.25,0.79,225.00,0.00,-20.61,,246211737.23,34.00,,801344.00,Indefinido
LRDI11,166.65,29.710137,44.21,77.01,2.16,3450.90,1.64,,,28512382.47,137.00,,370244.00,Indefinido
MANA11,9.05,0.120000,14.94,9.28,0.98,1630936.57,1.88,2.73,11.23,348306365.94,36923.00,,37536140.00,Indefinido
MATV11,86.63,0.600000,0.00,93.73,0.92,,15.13,,0.00,39926993.67,325.00,,425968.00,Indefinido
MFCR11,22.33,2.270000,0.00,0.00,,,,,-38.01,0.00,0.00,Ativa,0.00,Indefinido
MGRI11,58.18,0.830000,16.74,49.55,1.17,,1.35,-3.25,,16414592.94,1.00,,331255.00,Indefinido
MMPD11,67.03,0.880685,46.62,65.93,1.02,39.94,11.87,,-100.00,34973545.82,102.00,,530497.00,Indefinido
MMVE11,147.00,,0.00,155.76,0.94,27595.17,0.77,,2.79,78006254.56,129.00,,500814.00,Indefinido
OGHY11,8.72,0.090000,0.00,9.49,0.92,,72.24,,-4.40,25780971.88,1565.00,,2715373.00,Indefinido
PCAS11,0.00,77.142857,0.00,3814.83,,,0.34,,,267038196.73,100.00,,70000.00,Indefinido
PLAG11,60.54,0.650000,11.20,67.01,0.90,124638.19,5.25,9.02,18.35,365384017.56,13571.00,,5452634.00,Indefinido
PNLN11,0.00,,0.00,93.62,,,1.56,,,21678254.26,52.00,,231547.00,Indefinido
PNRC11,28.11,0.220000,14.07,10.32,2.72,0.00,16.20,-38.36,6.90,4230361.05,103.00,,410100.00,Indefinido
QNTS11,0.00,0.170000,0.00,178.26,,,1.40,,,243004399.58,135.00,,1363236.00,Indefinido
RBRK11,107.00,,0.00,116.43,0.92,0.00,2.24,,,202438110.51,19.00,,1738692.00,Indefinido
RBRU11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
RBRX11,7.53,0.090000,14.34,9.33,0.81,2291104.43,1.89,-4.37,4.39,1365462828.41,126394.00,,146354302.00,Indefinido
RCKF11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
RDCI11,0.00,0.430000,0.00,86.65,,,8.20,,,264679927.24,117.00,,3054449.00,Indefinido
RINV11,101.87,1.400000,13.23,104.38,0.98,579645.48,4.17,-4.95,10.67,525219586.93,4620.00,,5031676.00,Indefinido
RZDM11,550.16,2.900000,0.00,32.81,16.77,,100.81,,,5249451.62,4.00,,160000.00,Indefinido
SACL11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
SEED11,98.34,0.780000,11.55,92.14,1.07,,0.45,1.29,7.96,151102560.14,131.00,,1640000.00,Indefinido
SFRO11,0.00,,0.00,5.93,,,102.53,,,5191438.53,20.00,,875758.00,Indefinido
SHSO11,0.00,0.420000,0.00,98.85,,,4.29,,,19769049.00,1.00,,200000.00,Indefinido
SIGR11,99.90,1.295000,0.00,9.08,11.00,100.00,6.85,,-0.03,177146795.22,10966.00,,19514366.00,Indefinido
SNME11,9.44,0.220000,16.95,9.63,0.97,268905.05,12.16,,,71405656.97,8282.00,,7418243.00,Indefinido
SPDE11,1266.67,38.190000,12.92,1529.75,0.83,,1.91,,,139819047.00,120.00,,91400.00,Indefinido
SPMO11,120.00,0.430000,0.00,170.95,0.70,0.00,0.00,,,310318824.36,15.00,,1815277.00,Indefinido
SPXS11,7.42,0.099000,16.22,9.38,0.79,569064.19,15.97,0.67,2.79,189291594.23,20255.00,,20189040.00,Indefinido
SRVD11,3.00,0.200000,0.00,0.16,18.75,0.00,0.00,,-19.91,15718877.72,108.00,,96286020.00,Indefinido
SURE11,0.00,0.580000,0.00,10.36,,,33.59,,,111109065.27,1.00,,10728379.00,Indefinido
TELF11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
TELM11,9.90,0.120000,18.82,9.85,1.00,9894.71,49.51,,,30531787.05,374.00,,3100500.00,Indefinido
TJKB11,250.73,2.900000,13.72,277.44,0.90,89754.24,1.54,4.57,10.23,592195460.14,779.00,,2134524.00,Indefinido
TSNM11,0.00,,0.00,63.81,,,3.50,,,118155565.38,8102.00,,0.00,Indefinido
VDSV11,0.00,,0.00,851.62,,,15.57,,,33888393.44,83.00,,39793.00,Indefinido
VLIQ11,0.00,,0.00,0.00,,,3.50,,,0.00,1.00,,0.00,Indefinido
VTVI11,0.00,,0.00,22.04,,,2.65,,,39250530.22,1.00,,1780984.00,Indefinido
VVRI11,7.68,0.016000,49.56,90.29,0.09,1040896.37,0.04,-26.82,-53.32,158648835.64,147.00,,1757140.00,Indefinido
WHGR11,8.57,0.100000,13.99,9.62,0.89,199898.67,1.91,0.14,7.95,297241352.82,15098.00,,30912378.00,Indefinido
WSEC11,1.41,0.020354,7.45,1.47,0.96,1533.00,103.39,-1.67,28.15,3603090.71,918.00,,2456510.00,Indefinido
ZAVC11,9.12,0.130000,16.78,10.00,0.91,11297.48,10.46,,,35826708.48,841.00,,3582421.00,Indefinido
ZAVI11,9.53,0.120000,14.38,13.65,0.70,49006.33,4.10,-1.46,2.46,160177127.76,2524.00,,11733220.00,Indefinido
APTO11,8.04,0.090000,13.18,9.70,0.83,31968.33,12.23,-1.23,4.28,44754095.61,7532.00,,4612227.00,Imóveis Residenciais
APXR11,99.99,,0.00,77.15,1.30,124.63,0.17,,,8452657.95,178.00,,109567.00,Imóveis Residenciais
APXU11,100.00,,0.00,74.07,1.35,100000.00,18.77,,,7521262.77,49.00,,101542.00,Imóveis Residenciais
BIPE11,1000.00,,0.00,980.41,1.02,142666.67,11.35,,,94364786.13,104.00,,96250.00,Imóveis Residenciais
HGRS11,0.00,8.300000,0.00,0.00,,,3.50,,,0.00,6.00,,1492940.00,Imóveis Residenciais
HOSI11,74.82,0.158600,3.71,127.03,0.59,3234.75,2.92,-16.46,11.16,72842814.49,966.00,,573450.00,Imóveis Residenciais
HPDR11,0.00,,0.00,98.92,,,0.94,,,39566946.79,3.00,,400000.00,Imóveis Residenciais
HRES11,141.53,8.735900,26.57,92.77,1.53,2140733.00,17.57,,,43439156.22,138.00,,468241.00,Imóveis Residenciais
ICNE11,690.00,10.886704,19.63,534.84,1.29,413.00,0.37,,,64180250.87,11.00,,120000.00,Imóveis Residenciais
JFLL11,54.06,0.200000,8.27,104.62,0.52,44234.29,1.34,-15.54,3.99,156996311.63,2026.00,,1500598.00,Imóveis Residenciais
LTMT11,93.78,8.379118,0.00,94.32,0.99,0.00,4.10,,,14761259.94,114.00,,156501.00,Imóveis Residenciais
OBAL11,1095.00,86.406074,16.43,1616.88,0.68,1095.00,36.22,,,228431257.24,108.00,,141279.00,Imóveis Residenciais
PMRL11,109.62,0.573000,0.52,86.09,1.27,32185.80,0.46,,,33934013.09,1453.00,,394163.00,Imóveis Residenciais
PNCR11,45.20,1.560000,5.29,46.07,0.98,,101.19,,11.74,23037047.12,112.00,,500000.00,Imóveis Residenciais
RBFY11,72.00,0.320000,1.19,94.22,0.76,6309.00,2.76,,,91378314.44,82.00,,969847.00,Imóveis Residenciais
RJDA11,115.00,,0.00,,,0.00,,,,,,,0.00,Imóveis Residenciais
VCRR11,53.50,0.650000,10.37,103.84,0.52,163508.14,7.62,-12.45,-3.99,207689266.27,2617.00,,2000000.00,Imóveis Residenciais
GCDL11,125.74,,0.00,111.62,1.13,12975.40,0.20,,,44215380.06,2030.00,,396111.00,Logística
GFDL11,118.86,0.160000,0.00,98.45,1.21,22514.27,0.29,,,25096674.02,1772.00,,254927.00,Logística
GLPF11,110.04,1.450000,9.32,105.15,1.05,23340.75,0.48,,,158244619.70,2461.00,,1505000.00,Logística
GRUL11,8.20,0.080000,11.71,9.70,0.85,295185.71,1.73,,,239704425.92,5119.00,,24700000.00,Logística
KLOG11,0.00,,0.00,0.94,,,0.47,,,383233239.20,354.00,,406398891.00,Logística
SPXG11,0.00,,0.00,9.77,,,2.86,,,7465587.91,61.00,,764368.00,Logística
SPXL11,0.00,,0.00,8.74,,,1.92,,,38445152.79,28.00,,4397344.00,Logística
