TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,LIQUIDEZ MEDIA DIARIA,VPA,LPA,PEG RATIO,VALOR DE MERCADO,SETOR
AHEB3,23.11,,2.39,0.77,0.33,19.91,11.04,12.25,2.66,1.69,-1.03,-0.3,0.29,1.33,-0.58,2.46,32.19,13.95,27.08,0.43,0.57,1.14,44.62,,13306.67,30.0,9.66,-0.06,201786972.47,Consumo Cíclico
AHEB5,58.0,,6.01,1.93,0.84,19.91,11.04,12.25,6.67,1.69,-1.03,-0.3,0.74,3.33,-1.45,2.46,32.19,13.95,27.08,0.43,0.57,1.14,44.62,,0.0,30.0,9.66,-0.14,201786972.47,Consumo Cíclico
AHEB6,55.0,,5.7,1.83,0.79,19.91,11.04,12.25,6.32,1.69,-1.03,-0.3,0.7,3.15,-1.38,2.46,32.19,13.95,27.08,0.43,0.57,1.14,44.62,,5500.0,30.0,9.66,-0.13,201786972.47,Consumo Cíclico
ALLD3,8.03,9.19,2.16,0.45,0.2,11.57,9.29,6.55,1.52,1.2,-0.32,-0.09,0.14,0.61,-0.79,1.81,20.88,9.36,17.18,0.45,0.55,1.43,8.27,28.55,3648273.76,17.82,3.72,0.02,762295327.75,Consumo Cíclico
ALPA3,10.29,5.72,18.81,1.63,1.13,47.89,8.78,8.43,18.06,18.78,-0.99,-0.09,1.59,3.85,-2.26,2.4,8.69,5.99,7.82,0.69,0.31,0.71,2.05,6.4,136053.05,6.3,0.55,-0.15,7695200238.4,Consumo Cíclico
ALPA4,12.23,5.29,22.35,1.94,1.34,47.89,8.78,8.43,21.46,18.78,-0.99,-0.09,1.88,4.57,-2.69,2.4,8.69,5.99,7.82,0.69,0.31,0.71,2.05,6.4,22873796.1,6.3,0.55,-0.18,7695200238.4,Consumo Cíclico
AMAR3,1.02,,32.55,1.77,0.25,52.44,16.87,1.08,2.08,5.27,3.19,2.72,0.35,-1.98,-0.35,0.7,5.45,0.76,21.48,0.14,0.86,0.7,-13.55,,264735.57,0.58,0.03,-0.31,523725163.86,Consumo Cíclico
AMER3,5.42,,-1.34,0.23,0.07,28.74,-2.45,-5.85,-3.18,-7.09,-3.91,0.28,0.08,0.37,-0.13,1.63,-17.16,-5.03,-7.44,0.29,0.71,0.86,16.22,,15909606.86,23.66,-4.06,0.01,1085327889.16,Consumo Cíclico
ANIM3,3.44,1.56,8.81,0.59,0.14,62.16,24.85,3.99,1.42,5.33,3.91,1.63,0.35,1.14,-0.18,1.92,6.7,1.56,11.61,0.23,0.71,0.39,26.33,,26392481.95,5.83,0.39,-0.02,1389308689.2,Consumo Cíclico
AVLL3,1.02,,-1.67,-1.05,0.15,35.8,19.3,-18.25,1.58,5.89,4.31,,0.31,-3.76,-0.24,0.91,-62.83,-8.86,21.49,-0.14,1.11,0.49,32.82,,32555.71,-0.97,-0.61,0.05,199236662.22,Consumo Cíclico
AZZA3,24.13,3.69,6.62,0.6,0.32,54.57,5.76,6.3,7.23,10.6,3.38,0.28,0.42,1.53,-0.58,1.9,9.02,4.85,-1.84,0.54,0.46,0.77,37.92,35.96,85021063.67,40.43,3.65,0.16,4982599187.69,Consumo Cíclico
BAHI3,4.51,,-2.17,1.78,0.27,58.14,-4.01,-15.93,-8.63,-11.01,-2.38,0.49,0.35,-1.16,-0.3,0.33,-82.07,-12.19,-9.74,0.15,0.78,0.77,46.22,,16499.0,2.53,-2.07,0.0,119021524.82,Consumo Cíclico
BHIA3,3.02,,-1.24,0.61,0.06,30.06,-1.82,-5.98,-4.08,-18.46,-14.38,2.15,0.07,-0.49,-0.11,0.76,-49.14,-5.11,-11.4,0.1,0.9,0.85,1.39,,23889577.24,4.96,-2.44,0.11,1974712761.96,Consumo Cíclico
BMKS3,372.99,35.69,2.84,0.69,0.63,29.43,-152.67,422.1,-7.85,0.64,8.49,-0.75,11.99,0.79,-3.3,58.78,24.32,22.18,-23.1,0.91,0.09,0.05,-0.59,85.96,97260.86,540.16,131.35,0.01,169617202.5,Consumo Cíclico
CALI3,18.0,1.5,5.94,0.7,0.18,28.56,14.1,11.18,4.71,7.65,2.94,0.44,0.66,0.31,-0.63,5.79,11.84,3.08,5.58,0.26,0.61,0.28,79.12,,18000.0,25.57,3.03,0.0,125798400.0,Consumo Cíclico
CALI4,50.0,,16.51,1.96,0.51,28.56,14.1,11.18,13.09,7.65,2.94,0.44,1.85,0.87,-1.76,5.79,11.84,3.08,5.58,0.26,0.61,0.28,79.12,,,25.57,3.03,0.0,125798400.0,Consumo Cíclico
CAMB3,9.6,11.01,6.15,1.31,1.02,48.58,18.02,16.77,5.72,4.85,-0.87,-0.2,1.03,2.96,-2.12,3.04,21.24,16.65,17.34,0.78,0.22,0.99,14.78,26.72,233322.19,7.35,1.56,-0.54,405840768.0,Consumo Cíclico
CAMB4,6.25,,4.0,0.85,0.67,48.58,18.02,16.77,3.72,4.85,-0.87,-0.2,0.67,1.92,-1.38,3.04,21.24,16.65,17.34,0.78,0.22,0.99,14.78,26.72,,7.35,1.56,-0.35,405840768.0,Consumo Cíclico
CATA3,103.61,,0.82,0.07,0.03,26.05,7.43,5.8,0.64,4.08,3.45,0.39,0.05,0.13,-0.09,1.78,8.89,4.22,2.32,0.47,0.53,0.73,12.29,20.24,,1418.62,126.09,-0.05,14940354.78,Consumo Cíclico
CATA4,0.0,,0.0,0.0,0.0,26.05,7.43,5.8,0.0,4.08,3.45,0.39,0.0,0.0,0.0,1.78,8.89,4.22,2.32,0.47,0.53,0.73,12.29,20.24,,1418.62,126.09,0.0,14940354.78,Consumo Cíclico
CEAB3,13.17,5.12,7.68,1.15,0.46,55.15,12.5,6.56,4.03,4.1,0.07,0.02,0.5,2.87,-0.87,1.5,14.95,5.93,16.61,0.4,0.6,0.9,7.64,252.47,181769492.24,11.47,1.72,0.17,4059587545.56,Consumo Cíclico
CEDO3,14.0,,3.43,0.48,0.15,27.41,10.49,4.31,1.41,5.09,3.85,1.32,0.15,4.0,-0.25,1.1,14.05,4.27,8.45,0.3,0.7,0.99,8.89,,4100.83,29.08,4.09,-0.1,123987497.92,Consumo Cíclico
CEDO4,10.27,,2.51,0.35,0.11,27.41,10.49,4.31,1.03,5.09,3.85,1.32,0.11,2.93,-0.18,1.1,14.05,4.27,8.45,0.3,0.7,0.99,8.89,,11682.21,29.08,4.09,-0.07,123987497.92,Consumo Cíclico
CGRA3,35.6,12.14,7.19,0.77,0.56,53.39,8.92,13.75,11.07,7.37,-3.25,-0.22,0.99,1.93,-1.01,2.81,10.65,7.77,6.37,0.73,0.27,0.56,8.68,-4.66,119675.65,46.51,4.95,0.51,702642796.32,Consumo Cíclico
CGRA4,33.08,13.06,6.68,0.71,0.52,53.39,8.92,13.75,10.29,7.37,-3.25,-0.22,0.92,1.8,-0.94,2.81,10.65,7.77,6.37,0.73,0.27,0.56,8.68,-4.66,651992.48,46.51,4.95,0.48,702642796.32,Consumo Cíclico
COGN3,3.63,1.84,5.12,0.53,0.29,68.62,22.42,19.08,4.35,7.62,3.26,0.4,0.98,3.51,-0.35,1.81,10.43,5.59,5.58,0.54,0.42,0.29,-1.88,41.43,98389474.67,6.8,0.71,-0.01,6812080542.3,Consumo Cíclico
CSED3,5.87,3.6,8.47,1.29,0.45,50.81,21.95,9.18,3.55,4.25,0.7,0.26,0.78,6.25,-0.59,1.44,15.25,5.28,20.33,0.35,0.65,0.58,11.74,15.88,4115340.57,4.54,0.69,0.15,2139864780.24,Consumo Cíclico
CTKA3,50.0,,2.81,5.75,0.43,46.03,11.99,14.68,3.43,6.91,3.88,6.5,0.41,1.35,-1.28,1.91,204.93,15.25,14.07,0.07,0.93,1.04,15.69,,9868.0,8.69,17.81,0.04,273638799.29,Consumo Cíclico
CTKA4,38.99,,2.19,4.49,0.33,46.03,11.99,14.68,2.68,6.91,3.88,6.5,0.32,1.05,-1.0,1.91,204.93,15.25,14.07,0.07,0.93,1.04,15.69,,47089.69,8.69,17.81,0.03,273638799.29,Consumo Cíclico
CTNM3,7.13,,-0.54,-0.56,0.07,-10.28,-87.29,-74.24,-0.46,-2.74,-2.5,,0.4,-0.15,-0.09,0.29,-103.41,-13.26,-89.33,-0.13,1.23,0.18,-15.32,,0.0,-12.84,-13.27,0.01,113580609.02,Consumo Cíclico
CTNM4,0.86,,-0.06,-0.07,0.01,-10.28,-87.29,-74.24,-0.06,-2.74,-2.5,,0.05,-0.02,-0.01,0.29,-103.41,-13.26,-89.33,-0.13,1.23,0.18,-15.32,,0.0,-12.84,-13.27,0.0,113580609.02,Consumo Cíclico
CTSA3,2.65,,-0.15,0.13,0.03,-72.76,-140.51,-191.17,-0.2,-2.52,-2.32,1.5,0.28,-0.09,-0.03,0.33,-88.09,-19.38,-25.55,0.22,0.78,0.1,-25.55,,1226.57,20.51,-18.07,0.0,18433916.75,Consumo Cíclico
CTSA4,2.19,,-0.12,0.11,0.02,-72.76,-140.51,-191.17,-0.16,-2.52,-2.32,1.5,0.23,-0.07,-0.03,0.33,-88.09,-19.38,-25.55,0.22,0.78,0.1,-25.55,,1578.42,20.51,-18.07,0.0,18433916.75,Consumo Cíclico
CTSA8,0.0,,0.0,0.0,0.0,-72.76,-140.51,-191.17,0.0,-2.52,-2.32,1.5,0.0,0.0,0.0,0.33,-88.09,-19.38,-25.55,0.22,0.78,0.1,-25.55,,,20.51,-18.07,0.0,18433916.75,Consumo Cíclico
CURY3,34.6,13.12,12.23,7.69,1.89,39.45,22.92,17.37,9.27,8.88,-0.39,-0.33,2.13,6.27,-4.79,2.0,62.9,15.47,34.56,0.25,0.71,0.89,30.96,40.32,107147392.86,4.5,2.83,0.35,10658446752.4,Consumo Cíclico
CVCB3,1.95,,-13.76,2.04,0.29,96.57,12.3,-5.0,5.6,6.36,0.76,0.28,0.69,-2.14,-0.66,0.81,-14.79,-2.08,18.78,0.14,0.86,0.42,-4.2,,29922529.24,0.96,-0.14,0.38,1024902639.15,Consumo Cíclico
CYRE3,31.47,12.07,6.64,1.16,0.48,32.51,24.72,20.95,5.62,7.16,1.53,0.32,1.39,1.16,-1.16,3.51,17.45,7.3,10.25,0.42,0.54,0.35,15.17,34.36,202624441.81,27.17,4.74,0.22,12084480000.0,Consumo Cíclico
DIRR3,16.56,15.94,11.35,3.52,0.69,38.74,23.09,18.79,9.24,9.47,0.23,0.09,2.13,2.06,-1.27,3.93,31.05,6.12,15.67,0.2,0.78,0.33,18.09,49.86,136428131.0,4.7,1.46,0.31,8619480000.0,Consumo Cíclico
DOHL3,6.51,0.15,89.8,0.71,0.49,18.5,-1.35,0.89,-59.15,-58.58,-6.6,0.08,0.8,1.07,-1.14,5.27,0.79,0.55,-1.03,0.69,0.31,0.62,4.67,-29.67,1953.0,9.14,0.07,-0.59,432730354.05,Consumo Cíclico
DOHL4,3.69,0.27,50.9,0.4,0.28,18.5,-1.35,0.89,-33.53,-58.58,-6.6,0.08,0.45,0.61,-0.65,5.27,0.79,0.55,-1.03,0.69,0.31,0.62,4.67,-29.67,16287.61,9.14,0.07,-0.34,432730354.05,Consumo Cíclico
ECPR3,90.25,,-9.87,1.21,0.62,,,,-17.12,-17.09,0.08,-0.01,,174.62,-0.62,2.97,-12.28,-6.29,-7.36,0.51,0.49,0.0,,,,74.46,-9.14,0.14,171908947.31,Consumo Cíclico
ECPR4,90.74,,-9.92,1.22,0.62,,,,-17.21,-17.09,0.08,-0.01,,175.57,-0.63,2.97,-12.28,-6.29,-7.36,0.51,0.49,0.0,,,,74.46,-9.14,0.14,171908947.31,Consumo Cíclico
ESTR3,5.0,,-1.56,-0.07,0.11,39.41,-3.79,-16.12,-6.64,-25.84,-18.84,,0.25,-0.05,-0.18,0.15,-4.38,-7.31,1.28,-1.67,2.67,0.45,6.61,,1000.0,-73.28,-3.21,0.47,42573100.0,Consumo Cíclico
ESTR4,5.4,,-1.68,-0.07,0.12,39.41,-3.79,-16.12,-7.17,-25.84,-18.84,,0.27,-0.06,-0.2,0.15,-4.38,-7.31,1.28,-1.67,2.67,0.45,6.61,,2024.13,-73.28,-3.21,0.51,42573100.0,Consumo Cíclico
EVEN3,7.69,9.95,8.6,0.78,0.31,26.08,9.34,10.9,10.04,11.98,1.95,0.15,0.94,0.53,-1.07,5.14,9.03,3.57,3.21,0.4,0.55,0.33,2.43,8.46,8013026.71,9.9,0.89,0.15,1538000000.0,Consumo Cíclico
EZTC3,14.21,10.93,7.34,0.78,0.57,40.82,27.83,32.85,8.66,9.02,0.36,0.03,2.41,1.64,-0.99,5.66,10.6,7.76,6.18,0.73,0.26,0.24,14.17,14.12,33975118.81,18.27,1.94,0.14,3993010000.0,Consumo Cíclico
FIEI3,14.9,,-10.73,0.5,0.32,27.37,-128.06,-259.37,-21.73,-32.22,-10.49,0.24,27.83,-4.01,-0.34,0.5,-4.63,-2.95,-1.9,0.64,0.36,0.01,-40.55,,38315.38,30.01,-1.39,0.21,36090079.7,Consumo Cíclico
GFSA3,4.95,,-0.28,0.03,0.01,-7.57,-6.27,-22.58,-1.01,-25.72,-24.7,0.68,0.06,0.04,-0.03,1.88,-9.87,-3.94,-5.74,0.4,0.6,0.17,20.38,,4070992.29,178.22,-17.59,0.0,55253038.5,Consumo Cíclico
GRND3,5.34,11.55,6.64,1.19,1.06,47.01,17.06,26.5,10.31,8.14,-2.18,-0.25,1.76,2.09,-2.73,6.07,17.92,16.04,9.1,0.9,0.1,0.61,4.88,7.96,28766170.48,4.49,0.8,0.64,4817534400.0,Consumo Cíclico
GUAR3,10.6,1.11,12.02,0.95,0.39,60.17,8.76,4.27,5.85,6.78,0.93,0.15,0.51,1.88,-1.05,1.49,7.94,3.25,9.35,0.41,0.59,0.76,4.29,-5.78,13499187.38,11.11,0.88,0.11,5291520000.0,Consumo Cíclico
HBOR3,2.55,3.97,8.22,0.23,0.05,33.32,15.76,3.7,1.93,10.57,8.64,1.05,0.3,0.27,-0.09,1.84,2.84,0.63,3.26,0.22,0.57,0.17,-0.32,,4555689.76,10.92,0.31,-0.37,341320233.6,Consumo Cíclico
HETA3,96.0,,44.39,-0.14,3.9,100.0,87.49,23.91,12.13,84.91,80.42,,10.61,-22.18,-4.75,0.51,-0.32,8.78,-14.57,-27.86,28.86,0.37,30.24,-20.33,0.0,-686.42,2.16,1.19,18129013.0,Consumo Cíclico
HETA4,5.0,,2.31,-0.01,0.2,100.0,87.49,23.91,0.63,84.91,80.42,,0.55,-1.16,-0.25,0.51,-0.32,8.78,-14.57,-27.86,28.86,0.37,30.24,-20.33,2881.6,-686.42,2.16,0.06,18129013.0,Consumo Cíclico
HOOT3,0.0,,0.0,0.0,0.0,68.55,53.75,34.1,0.0,0.08,-0.35,,0.0,0.0,0.0,0.75,-216.14,12.73,-134.33,-0.06,1.12,0.37,12.34,,,-1.69,3.66,0.0,46103844.96,Consumo Cíclico
HOOT4,5.84,,1.6,-3.45,0.2,68.55,53.75,34.1,1.01,0.08,-0.35,,0.54,-2.98,-0.25,0.75,-216.14,12.73,-134.33,-0.06,1.12,0.37,12.34,,38236.57,-1.69,3.66,-0.06,46103844.96,Consumo Cíclico
INNT3,0.0,,0.0,0.0,0.0,35.97,24.12,18.53,0.0,2.17,2.17,1.33,0.0,0.0,0.0,1.23,46.95,8.35,24.05,0.18,0.82,0.45,10.46,21.68,,3.04,1.43,0.0,0.0,Consumo Cíclico
JFEN3,1.04,,-0.05,-0.15,0.02,-31.8,-97.9,-116.21,-0.06,-1.39,-1.33,,0.06,0.05,-0.18,1.66,-288.39,-34.24,-235.66,-0.12,1.25,0.29,-0.91,,18815.95,-6.94,-20.03,0.0,13314854.8,Consumo Cíclico
JHSF3,7.75,4.82,4.08,0.84,0.34,61.76,92.85,65.96,2.9,4.84,1.94,0.56,2.69,1.55,-0.51,2.8,20.57,8.26,12.72,0.4,0.57,0.13,20.35,32.04,26493541.33,9.23,1.9,0.04,5280251359.0,Consumo Cíclico
LAME3,6.6,,21.15,1.91,0.28,32.9,4.35,2.27,11.03,16.86,5.87,1.01,0.48,1.2,-0.66,1.72,9.02,1.34,3.37,0.15,0.63,0.59,3.5,18.61,,3.46,0.31,-46.97,12391135396.59,Consumo Cíclico
LAME4,6.57,,21.06,1.9,0.28,32.9,4.35,2.27,10.98,16.86,5.87,1.01,0.48,1.19,-0.65,1.72,9.02,1.34,3.37,0.15,0.63,0.59,3.5,18.61,,3.46,0.31,-46.75,12391135396.59,Consumo Cíclico
LAVV3,15.79,13.08,7.19,2.0,0.77,35.5,28.05,23.77,6.09,6.25,0.16,0.05,1.71,1.38,-3.45,3.52,27.83,10.69,16.77,0.38,0.55,0.45,51.55,57.55,7694519.48,7.89,2.2,0.19,3085908418.08,Consumo Cíclico
LCAM3,24.15,,8.39,1.13,0.79,21.34,14.36,18.4,10.75,8.49,-2.27,-0.24,1.54,2.97,-1.15,6.45,13.49,9.38,-11.87,0.7,0.18,0.51,12.12,34.05,,21.32,2.88,0.11,12285815275.65,Consumo Cíclico
LEVE3,33.31,8.75,7.74,5.15,1.15,26.66,16.29,10.8,5.13,6.17,1.04,1.04,0.84,7.52,-3.18,1.31,66.51,14.81,22.93,0.22,0.78,1.37,12.53,17.63,10682038.76,6.47,4.3,-28.54,4514804090.0,Consumo Cíclico
LJQQ3,2.24,4.63,-4.1,1.03,0.13,33.31,1.34,-4.09,12.5,13.28,0.77,0.06,0.17,0.45,-0.46,1.64,-25.21,-3.08,3.1,0.12,0.88,0.75,14.68,,5432014.0,2.17,-0.55,0.01,463494669.12,Consumo Cíclico
LREN3,13.93,7.24,10.08,1.38,0.76,61.41,10.67,8.92,8.42,7.67,-0.76,-0.12,0.9,3.06,-1.81,1.76,13.72,7.59,14.06,0.55,0.45,0.85,8.53,4.84,303564293.48,10.07,1.38,0.8,14025352173.35,Consumo Cíclico
MDNE3,25.07,4.75,6.02,1.18,0.39,35.24,18.1,17.51,5.82,6.5,0.67,0.14,1.05,1.2,-0.77,2.91,19.53,6.44,11.99,0.33,0.67,0.37,30.95,,24922587.95,21.33,4.16,0.13,2128678031.25,Consumo Cíclico
MEAL3,1.21,,-2.38,0.38,0.15,33.74,1.37,-7.31,12.68,22.37,9.69,0.29,0.17,-2.97,-0.18,0.77,-16.18,-6.38,-0.55,0.39,0.61,0.87,6.77,,276284.81,3.15,-0.51,-0.06,346878613.4,Consumo Cíclico
MELK3,4.06,13.8,7.1,0.76,0.31,24.77,9.65,9.8,7.2,8.5,1.29,0.14,0.7,0.69,-1.16,2.6,10.75,4.38,4.67,0.41,0.54,0.45,12.82,21.01,3258471.38,5.32,0.57,0.17,837453524.46,Consumo Cíclico
MGLU3,9.5,3.21,19.09,0.63,0.19,30.65,4.72,0.96,3.88,6.3,2.41,0.39,0.18,1.76,-0.39,1.26,3.3,0.99,6.85,0.3,0.7,1.03,13.85,-16.79,220781026.71,15.1,0.5,40.46,7020454856.0,Consumo Cíclico
MNDL3,16.5,,-6.72,1.19,0.11,36.89,12.25,-2.44,1.34,5.55,4.22,3.75,0.16,-0.99,-0.2,0.78,-17.71,-1.7,16.21,0.1,0.9,0.7,14.83,,83970.95,13.87,-2.46,0.0,163697160.0,Consumo Cíclico
MOVI3,10.62,1.67,13.28,1.33,0.12,32.08,21.67,1.95,1.2,6.16,4.97,5.51,0.26,-1.11,-0.17,0.69,9.98,0.94,14.09,0.09,0.91,0.48,28.58,4.08,47011458.1,8.01,0.8,-0.08,3695032168.92,Consumo Cíclico
MRVE3,8.01,,-3.38,0.86,0.16,28.66,-1.64,-13.02,-26.81,-74.58,-47.77,1.53,0.44,0.61,-0.36,1.87,-25.34,-4.69,-3.04,0.18,0.79,0.36,8.27,,63391257.14,9.35,-2.37,-0.01,4508241634.71,Consumo Cíclico
MSPA4,39.5,,-19.06,0.31,0.18,38.12,10.92,-7.44,12.99,23.73,8.72,0.21,1.42,21.87,-0.19,1.1,-1.63,-0.92,0.81,0.57,0.43,0.12,6.03,,21725.0,127.09,-2.07,4.18,292415600.5,Consumo Cíclico
MTRE3,3.55,14.38,7.66,0.38,0.17,25.58,7.99,4.49,4.3,10.11,5.8,0.51,0.34,0.38,-0.71,2.32,4.95,2.17,3.77,0.44,0.54,0.48,30.48,8.93,2488251.95,9.35,0.46,0.68,375500611.0,Consumo Cíclico
MYPK3,10.06,4.99,7.69,0.37,0.11,12.2,6.3,1.28,1.56,5.59,4.03,0.95,0.1,0.55,-0.2,1.74,4.79,1.39,8.63,0.29,0.68,1.09,8.89,-9.83,14932438.71,27.31,1.31,1.18,1546419186.06,Consumo Cíclico
NAFG3,64.37,,11.8,2.76,1.15,41.15,16.49,9.34,6.68,5.06,1.17,0.48,1.1,3.2,-2.87,2.52,23.42,9.77,15.89,0.42,0.58,1.05,7.87,35.19,,23.3,5.46,-1.14,508315292.42,Consumo Cíclico
NAFG4,19.02,,3.49,0.82,0.34,41.15,16.49,9.34,1.97,5.06,1.17,0.48,0.33,0.94,-0.85,2.52,23.42,9.77,15.89,0.42,0.58,1.05,7.87,35.19,,23.3,5.46,-0.34,508315292.42,Consumo Cíclico
OBTC3,10.35,,,,,,,,,,,,,,,,,,,,,,,,3158535.9,,,,0.0,Consumo Cíclico
PDGR3,1.52,,-0.03,0.0,0.01,28.38,-44.26,-181.12,-0.11,-9.37,-9.26,,0.05,-0.01,-0.03,0.34,-5.25,-35.45,1.52,-6.76,7.91,0.2,-16.76,,619507.76,-1035.83,-54.35,0.0,4996978.72,Consumo Cíclico
PLAS3,4.55,,-0.32,-0.08,0.09,11.92,-2.11,-15.06,-2.29,-13.5,-11.21,,0.05,-0.13,-0.13,0.32,-26.14,-27.89,12.67,-1.07,2.07,1.85,22.66,,2151.4,-54.21,-14.17,-0.01,56535651.9,Consumo Cíclico
PLPL3,14.4,6.99,9.28,2.97,0.77,32.41,16.04,10.98,6.36,6.52,0.16,0.08,1.02,1.22,-5.65,3.7,31.96,8.26,18.07,0.26,0.72,0.75,29.22,25.34,19679374.48,4.85,1.55,-1.37,2936174400.0,Consumo Cíclico
PTNT3,8.62,3.08,9.98,0.81,0.4,14.64,4.81,4.96,10.27,10.4,3.24,0.26,0.49,1.22,-0.91,2.48,8.13,4.05,-0.07,0.5,0.5,0.82,12.5,,4112.0,10.62,0.86,0.19,288604835.68,Consumo Cíclico
PTNT4,4.7,,5.44,0.44,0.22,14.64,4.81,4.96,5.6,10.4,3.24,0.26,0.27,0.66,-0.5,2.48,8.13,4.05,-0.07,0.5,0.5,0.82,12.5,,23185.86,10.62,0.86,0.11,288604835.68,Consumo Cíclico
RDNI3,2.14,,-0.6,0.56,0.08,15.15,-25.1,-42.52,-1.01,-5.98,-4.96,2.77,0.25,0.4,-0.17,1.61,-94.52,-13.32,-15.48,0.14,0.84,0.31,11.1,,18214.48,3.79,-3.58,0.01,93667389.12,Consumo Cíclico
RENT3,45.3,5.29,27.65,1.95,0.59,26.25,18.34,4.37,6.58,10.99,4.41,1.31,1.21,7.92,-0.78,1.45,7.06,2.13,9.72,0.3,0.7,0.49,29.6,16.29,464766697.86,23.22,1.64,5.04,49042718616.0,Consumo Cíclico
RSID3,1.52,,0.11,-0.03,0.06,28.74,-311.91,327.6,-0.12,-1.45,-1.34,,0.37,-0.1,-0.12,0.45,-28.42,54.91,101.17,-1.93,2.93,0.17,-41.82,,7951.81,-47.95,13.63,0.0,30813750.08,Consumo Cíclico
SBFG3,12.82,4.28,9.35,1.05,0.35,48.5,7.3,4.48,5.74,9.87,4.13,0.76,0.42,2.16,-0.73,1.44,11.26,3.7,8.56,0.33,0.67,0.82,22.95,1.58,43088201.57,12.18,1.37,-0.26,3135199330.6,Consumo Cíclico
SEDU3,23.8,,-13.36,15.0,1.53,48.36,-15.73,-25.77,-21.89,-27.94,-6.05,4.15,3.44,57.9,-2.27,1.09,-112.29,-11.46,-13.15,0.1,0.9,0.44,12.49,,,1.59,-1.78,0.01,6238667820.0,Consumo Cíclico
SEER3,9.31,1.66,10.93,0.9,0.36,58.35,15.85,5.06,3.49,4.97,1.48,0.38,0.55,5.88,-0.5,1.27,8.25,3.27,14.93,0.4,0.6,0.65,9.2,-4.26,16213065.0,10.32,0.85,0.05,1198397723.6,Consumo Cíclico
SGPS3,1.64,,-0.02,-0.02,0.01,-1.74,-85.8,-176.86,-0.04,-2.34,-2.3,,0.03,-0.01,-0.01,0.27,-106.45,-36.82,-192.78,-0.35,1.35,0.21,-12.92,,0.0,-81.2,-86.44,-0.01,16400000.0,Consumo Cíclico
SHOW3,5.74,,-0.63,0.38,0.1,33.66,-28.0,-41.31,-0.93,0.34,1.27,-0.51,0.26,0.86,-0.24,1.23,-59.45,-15.42,-26.39,0.26,0.74,0.37,-15.9,,424316.76,15.24,-9.06,0.0,38694843.88,Consumo Cíclico
SLED3,3.21,,0.45,-0.08,0.48,47.85,73.94,92.71,0.56,0.95,0.65,,0.42,-0.2,-0.72,0.12,-18.07,107.04,-15.91,-5.92,6.92,1.15,-45.03,,,-39.57,7.15,-0.02,16497692.59,Consumo Cíclico
SLED4,1.6,,0.22,-0.04,0.24,47.85,73.94,92.71,0.28,0.95,0.65,,0.21,-0.1,-0.36,0.12,-18.07,107.04,-15.91,-5.92,6.92,1.15,-45.03,,,-39.57,7.15,-0.01,16497692.59,Consumo Cíclico
SMFT3,23.49,4.44,23.83,2.45,0.73,42.45,23.37,8.62,8.78,10.87,2.09,0.58,2.05,10.45,-0.94,1.46,10.29,3.08,12.48,0.3,0.7,0.36,22.98,,166492542.1,9.58,0.99,-0.68,14029403744.97,Consumo Cíclico
SMLS3,22.4,,10.78,4.09,1.02,85.18,41.42,39.07,10.17,9.93,-0.24,-0.1,4.21,18.78,-2.54,1.1,37.96,9.43,20.63,0.25,0.75,0.24,,,,5.47,2.08,-0.33,2781160547.2,Consumo Cíclico
SOMA3,5.95,,2.96,0.8,0.49,56.8,-46.46,29.33,-1.87,-2.32,-0.45,0.19,0.87,2.01,-0.84,2.36,27.15,16.44,-47.2,0.61,0.39,0.56,37.72,80.87,99716529.0,7.4,2.01,0.01,4669246869.35,Consumo Cíclico
STKF3,0.0,,0.0,0.0,0.0,54.65,36.95,23.68,0.0,3.27,3.27,0.25,0.0,0.0,0.0,3.14,4.97,3.15,4.97,0.63,0.37,0.13,24.6,27.74,,8.19,0.41,0.0,0.0,Consumo Cíclico
TCSA3,1.11,,-0.5,0.26,0.07,-20.85,-40.32,-57.81,-0.72,-5.09,-4.37,1.56,0.29,-0.21,-0.1,0.46,-51.23,-14.26,-13.72,0.28,0.72,0.25,5.16,,111944.38,4.34,-2.22,-0.01,81717345.3,Consumo Cíclico
TECN3,7.26,3.29,6.47,1.01,0.62,54.75,16.04,15.07,6.08,6.36,0.28,0.05,0.97,1.33,-1.91,3.25,15.64,9.61,11.97,0.61,0.39,0.64,4.83,,521234.52,7.18,1.12,0.93,442179120.9,Consumo Cíclico
TEKA3,42.5,,0.15,-0.01,0.02,24.94,-10.67,43.69,-0.6,-1.94,-1.54,,0.06,-0.01,-0.02,0.04,-6.36,12.79,30.07,-2.01,3.01,0.29,17.7,,0.0,-4587.35,291.75,0.0,14260237.5,Consumo Cíclico
TEKA4,21.25,,0.07,0.0,0.01,24.94,-10.67,43.69,-0.3,-1.94,-1.54,,0.03,0.0,-0.01,0.04,-6.36,12.79,30.07,-2.01,3.01,0.29,17.7,,0.0,-4587.35,291.75,0.0,14260237.5,Consumo Cíclico
