TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,LIQUIDEZ MEDIA DIARIA,VPA,LPA,PEG RATIO,VALOR DE MERCADO,SETOR
GETT3,2.4,,7.55,1.24,0.08,41.43,18.41,17.71,7.26,,0.99,0.17,1.34,3.13,-1.96,1.03,16.41,1.07,7.88,0.07,0.93,0.06,,,,1.94,0.32,0.11,,Financeiro e Outros
GETT4,2.4,,7.55,1.24,0.08,41.43,18.41,17.71,7.26,,0.99,0.17,1.34,3.13,-1.96,1.03,16.41,1.07,7.88,0.07,0.93,0.06,,,,1.94,0.32,0.11,,Financeiro e Outros
GPIV33,4.42,,-2.31,0.23,0.12,100.0,346.8,157.05,-1.04,0.25,1.29,-0.28,,0.89,-0.15,3.34,-9.85,-5.19,-13.2,0.53,0.14,-0.03,,,308564.0,19.47,-1.92,0.01,299388200.54,Financeiro e Outros
GSHP3,4.0,,-0.03,-0.01,0.01,67.51,-49.01,-135.61,-0.08,-22.28,-22.19,,0.04,-0.07,-0.01,0.57,-19.49,-22.62,-16.27,-1.16,2.16,0.17,5.33,,2466.0,-683.39,-133.21,0.0,7715076.0,Financeiro e Outros
HBRE3,4.43,,50.41,0.23,0.09,62.35,129.87,4.18,1.62,6.88,5.25,0.76,2.11,2.51,-0.1,1.57,0.46,0.18,5.99,0.39,0.45,0.04,19.12,-45.8,2060447.86,18.97,0.09,-0.56,457127185.83,Financeiro e Outros
HBTS3,0.0,,0.0,0.0,0.0,28.39,23.87,58.63,0.0,,15.16,0.38,0.0,0.0,0.0,0.96,6.16,2.46,0.17,0.4,0.6,0.04,,,,72.38,4.46,0.0,,Financeiro e Outros
HBTS5,30.4,,6.81,0.42,0.17,28.39,23.87,58.63,16.74,,15.16,0.38,3.99,-62.09,-0.18,0.96,6.16,2.46,0.17,0.4,0.6,0.04,,,3040.0,72.38,4.46,-0.09,,Financeiro e Outros
HBTS6,0.0,,0.0,0.0,0.0,28.39,23.87,58.63,0.0,,15.16,0.38,0.0,0.0,0.0,0.96,6.16,2.46,0.17,0.4,0.6,0.04,,,,72.38,4.46,0.0,,Financeiro e Outros
IDVL3,2.16,,-0.99,0.93,0.06,-18.91,-40.19,-154.6,-3.81,-3.84,,,1.53,0.48,-0.13,1.26,-94.38,-5.67,,0.06,0.94,0.04,-32.17,,,2.31,-2.18,0.0,224007574.38,Financeiro e Outros
IDVL4,2.67,,-1.22,1.16,0.07,-18.91,-40.19,-154.6,-4.71,-3.84,,,1.89,0.59,-0.16,1.26,-94.38,-5.67,,0.06,0.94,0.04,-32.17,,,2.31,-2.18,0.0,224007574.38,Financeiro e Outros
IGBR3,175.99,,0.56,-0.34,1.04,100.0,6032.01,5379.32,0.5,1.06,0.56,,30.26,-0.99,-2.15,0.33,-60.1,184.1,-146.75,-3.06,4.06,0.03,-7.98,,,-520.56,312.87,0.0,220074791.04,Financeiro e Outros
IGTA3,33.0,,9.74,1.37,0.82,70.54,76.22,48.74,6.23,6.95,0.73,0.16,4.75,3.81,-1.15,3.96,14.04,8.43,11.62,0.6,0.4,0.17,7.14,12.51,,24.13,3.39,1.09,5444903277.0,Financeiro e Outros
IGTI11,25.15,2.68,17.48,2.18,1.07,73.91,76.88,40.57,9.22,8.02,1.96,0.46,7.09,6.9,-1.43,2.67,12.47,6.14,11.61,0.49,0.51,0.15,10.36,35.08,55812689.57,11.54,1.44,0.33,6642342104.5,Financeiro e Outros
IGTI3,3.01,3.2,6.28,0.78,0.39,73.91,76.88,40.57,3.31,8.02,1.96,0.46,2.55,2.48,-0.51,2.67,12.47,6.14,11.61,0.49,0.51,0.15,10.36,35.08,181377.14,3.85,0.48,0.12,6642342104.5,Financeiro e Outros
IGTI4,11.7,2.47,24.39,3.04,1.5,73.91,76.88,40.57,12.87,8.02,1.96,0.46,9.9,9.63,-1.99,2.67,12.47,6.14,11.61,0.49,0.51,0.15,10.36,35.08,11973.43,3.85,0.48,0.46,6642342104.5,Financeiro e Outros
IRBR3,53.0,,8.1,0.81,0.28,12.06,11.57,9.6,6.72,6.72,,,0.78,1.9,-0.47,1.56,10.05,3.42,,0.34,0.66,0.36,-1.73,-15.05,37573057.29,65.09,6.54,2.39,4337672958.0,Financeiro e Outros
ITSA3,11.67,14.75,8.06,1.39,1.13,23.52,213.64,193.63,7.31,7.53,0.25,0.05,15.62,24.36,-1.24,2.18,17.22,14.03,16.3,0.81,0.15,0.07,10.46,9.06,2427653.14,8.41,1.45,0.61,127792668422.07,Financeiro e Outros
ITSA4,11.6,15.1,8.02,1.38,1.12,23.52,213.64,193.63,7.27,7.53,0.25,0.05,15.52,24.22,-1.23,2.18,17.22,14.03,16.3,0.81,0.15,0.07,10.46,9.06,398454527.05,8.41,1.45,0.6,127792668422.07,Financeiro e Outros
ITUB3,35.8,13.23,8.75,1.78,0.13,34.81,12.69,11.26,7.77,8.14,,,0.99,-1.7,-0.13,0.13,20.37,1.47,,0.07,0.92,0.13,11.68,10.06,46901916.1,20.08,4.09,0.72,401749554723.0,Financeiro e Outros
ITUB4,39.32,12.05,9.61,1.96,0.14,34.81,12.69,11.26,8.53,8.14,,,1.08,-1.87,-0.14,0.13,20.37,1.47,,0.07,0.92,0.13,11.68,10.06,1001319931.1,20.08,4.09,0.79,401749554723.0,Financeiro e Outros
LHER3,0.0,,0.0,0.0,0.0,63.41,22.35,10.99,0.0,-3.77,-3.77,-0.15,0.0,0.0,0.0,6.36,1.95,0.67,3.94,0.34,0.66,0.06,4.31,-51.59,,141.54,2.76,0.0,0.0,Financeiro e Outros
LHER4,0.0,,0.0,0.0,0.0,63.41,22.35,10.99,0.0,-3.77,-3.77,-0.15,0.0,0.0,0.0,6.36,1.95,0.67,3.94,0.34,0.66,0.06,4.31,-51.59,,141.54,2.76,0.0,0.0,Financeiro e Outros
LOGG3,26.4,2.94,6.04,0.61,0.32,97.55,246.31,160.33,3.93,7.21,3.28,0.5,9.69,7.5,-0.39,1.32,10.02,5.36,8.32,0.54,0.46,0.03,11.41,33.6,10359669.14,43.62,4.37,0.29,2319481665.6,Financeiro e Outros
LPSB3,1.99,10.61,7.26,1.13,0.71,78.84,23.39,19.46,6.04,4.24,-1.8,-0.34,1.41,4.16,-1.05,2.13,15.55,9.77,11.21,0.63,0.39,0.5,5.45,,624575.95,1.76,0.27,0.03,293633715.69,Financeiro e Outros
MERC3,15.28,,17.12,1.04,0.98,91.73,54.29,32.04,10.11,9.35,,,5.49,21.07,-1.03,,6.09,5.72,,0.94,0.06,0.18,-2.99,15.25,1528.0,14.66,0.89,0.2,579384172.54,Financeiro e Outros
MERC4,12.5,,14.01,0.85,0.8,91.73,54.29,32.04,8.27,9.35,,,4.49,17.24,-0.84,,6.09,5.72,,0.94,0.06,0.18,-2.99,15.25,5443.0,14.66,0.89,0.16,579384172.54,Financeiro e Outros
MOAR3,63.0,72.53,24.2,0.83,0.35,,,,-12.07,-5.27,6.8,-0.47,,0.79,-0.89,3.6,3.45,1.44,-9.19,0.42,0.58,0.0,,-20.45,312702.76,75.49,2.6,-0.29,771826923.0,Financeiro e Outros
MULT3,27.66,4.92,11.52,2.36,1.11,80.37,65.72,44.42,7.79,10.22,2.43,0.74,5.12,18.21,-1.34,1.55,20.47,9.62,14.77,0.47,0.53,0.22,14.28,21.2,93316937.1,11.73,2.4,1.29,14194107969.66,Financeiro e Outros
NEXP3,2.99,,0.13,-0.1,0.3,46.99,124.82,72.3,0.07,0.06,-0.02,,0.09,-0.1,-0.57,0.14,-75.94,242.13,-128.92,-3.19,4.18,3.35,-3.43,,24881.11,-31.29,23.77,0.0,7940151.31,Financeiro e Outros
PDTC3,1.56,,7.05,1.01,0.2,95.94,118.52,90.78,5.4,16.21,10.81,2.01,6.4,0.52,-0.46,2.97,14.26,2.79,5.34,0.2,0.8,0.03,,26.45,93284.67,1.55,0.22,-0.04,123972616.56,Financeiro e Outros
PEAB3,38.09,0.8,21.1,0.76,0.54,53.55,25.17,28.45,23.84,23.97,-0.15,0.0,6.0,3.89,-0.66,4.51,3.61,2.56,2.49,0.71,0.29,0.09,-26.42,-6.41,19701.27,50.03,1.81,-4.66,698941277.58,Financeiro e Outros
PEAB4,39.0,0.74,21.6,0.78,0.55,53.55,25.17,28.45,24.41,23.97,-0.15,0.0,6.15,3.99,-0.67,4.51,3.61,2.56,2.49,0.71,0.29,0.09,-26.42,-6.41,11978.82,50.03,1.81,-4.77,698941277.58,Financeiro e Outros
PINE3,11.2,5.74,8.61,2.04,0.09,20.37,5.51,5.44,8.51,8.78,,,0.47,-1.28,-0.09,0.11,23.67,1.01,,0.04,0.96,0.19,25.71,,21807.75,5.5,1.3,0.05,2624766783.51,Financeiro e Outros
PINE4,11.93,5.39,9.17,2.17,0.09,20.37,5.51,5.44,9.06,8.78,,,0.5,-1.36,-0.09,0.11,23.67,1.01,,0.04,0.96,0.19,25.71,,3499265.86,5.5,1.3,0.05,2624766783.51,Financeiro e Outros
PPAR3,14.6,96.37,1.05,0.05,0.03,,,,0.97,-0.88,-1.85,-0.09,,0.51,-0.04,80.81,4.38,3.14,3.76,0.72,0.28,0.0,,35.18,,316.81,13.88,0.04,2160800.0,Financeiro e Outros
PPAR4,0.0,,0.0,0.0,0.0,,,,0.0,-0.88,-1.85,-0.09,,0.0,0.0,80.81,4.38,3.14,3.76,0.72,0.28,0.0,,35.18,,316.81,13.88,0.0,2160800.0,Financeiro e Outros
PPLA11,0.78,,0.37,219.54,2.68,,,,0.37,0.37,0.0,0.0,,,-219.54,1.0,59960.0,732.11,59960.0,0.01,0.99,0.0,,,293.45,0.0,2.13,0.0,2195439.48,Financeiro e Outros
PSSA3,49.18,5.04,9.9,2.13,0.6,100.0,8.32,8.35,9.93,5.83,-4.09,-0.88,0.83,4.82,-1.49,1.26,21.54,6.02,11.95,0.28,0.72,0.72,14.28,18.43,91794135.57,23.07,4.97,0.48,31799102430.8,Financeiro e Outros
RPAD3,4.93,0.19,25.95,0.42,0.41,,,,80.7,74.06,-25.11,-0.13,,3.29,-0.47,20.16,1.6,1.58,0.03,0.99,0.01,0.0,,-17.01,0.0,11.87,0.19,-0.22,513000059.56,Financeiro e Outros
RPAD5,7.4,8.36,38.94,0.62,0.62,,,,121.14,74.06,-25.11,-0.13,,4.94,-0.71,20.16,1.6,1.58,0.03,0.99,0.01,0.0,,-17.01,4864.71,11.87,0.19,-0.32,513000059.56,Financeiro e Outros
RPAD6,4.75,0.2,25.0,0.4,0.39,,,,77.76,74.06,-25.11,-0.13,,3.17,-0.45,20.16,1.6,1.58,0.03,0.99,0.01,0.0,,-17.01,896.0,11.87,0.19,-0.21,513000059.56,Financeiro e Outros
SANB11,31.76,5.91,10.26,0.96,0.09,37.88,10.1,7.42,7.53,7.53,,,0.76,-0.16,-0.1,0.03,9.37,0.92,,0.1,0.9,0.12,13.5,-6.94,88681340.43,33.03,3.1,5.61,119076673089.88,Financeiro e Outros
SANB3,15.56,5.74,10.05,0.94,0.09,37.88,10.1,7.42,7.38,7.53,,,0.75,-0.15,-0.09,0.03,9.37,0.92,,0.1,0.9,0.12,13.5,-6.94,1059047.57,16.52,1.55,5.49,119076673089.88,Financeiro e Outros
SANB4,16.29,6.03,10.52,0.99,0.1,37.88,10.1,7.42,7.73,7.53,,,0.78,-0.16,-0.1,0.03,9.37,0.92,,0.1,0.9,0.12,13.5,-6.94,1690745.24,16.52,1.55,5.75,119076673089.88,Financeiro e Outros
SCAR3,13.41,65.96,-12.66,0.51,0.27,40.14,18.07,-15.41,10.8,21.2,10.41,0.5,1.95,1.51,-0.36,3.3,-4.06,-2.13,1.75,0.52,0.47,0.14,6.45,,8764560.76,26.06,-1.06,0.1,774257447.79,Financeiro e Outros
SIMH3,5.68,1.24,-7.76,1.57,0.06,26.19,16.34,-1.48,0.7,7.04,6.34,14.23,0.11,0.64,-0.09,1.37,-20.27,-0.76,10.91,0.04,0.93,0.51,33.49,,38005149.38,3.61,-0.73,-0.08,4958870227.44,Financeiro e Outros
SULA11,20.76,,48.73,1.06,0.29,4.25,-3.34,0.83,-12.06,7.41,19.47,-1.71,0.4,0.79,-0.85,2.29,2.17,0.6,-9.49,0.28,0.72,0.73,4.58,-23.56,313020093.0,19.64,0.43,-0.88,8840533965.2,Financeiro e Outros
SULA3,7.43,,52.32,1.13,0.31,4.25,-3.34,0.83,-12.95,7.41,19.47,-1.71,0.43,0.85,-0.91,2.29,2.17,0.6,-9.49,0.28,0.72,0.73,4.58,-23.56,,6.55,0.14,-0.95,8840533965.2,Financeiro e Outros
SULA4,7.63,,53.73,1.17,0.32,4.25,-3.34,0.83,-13.3,7.41,19.47,-1.71,0.44,0.88,-0.93,2.29,2.17,0.6,-9.49,0.28,0.72,0.73,4.58,-23.56,,6.55,0.14,-0.97,8840533965.2,Financeiro e Outros
SYNE3,4.89,17.95,6.31,1.02,0.32,53.31,54.54,36.6,4.24,5.13,0.89,0.21,2.31,6.14,-0.37,1.51,16.18,5.01,6.52,0.31,0.4,0.14,23.59,29.23,4088661.62,4.79,0.77,-0.08,746431336.05,Financeiro e Outros
WIZC3,8.41,2.98,7.08,1.93,0.56,61.91,45.18,13.92,2.18,2.32,0.14,0.13,0.98,35.48,-0.73,1.07,27.23,7.87,24.72,0.29,0.46,0.57,13.02,-2.34,3200130.9,4.36,1.19,1.23,1344820241.62,Financeiro e Outros
ARND3,1.03,,10.91,0.49,0.46,83.42,-44.59,21.86,-5.35,5.45,10.8,-1.0,2.39,0.51,-19.0,16.47,4.53,4.25,-10.9,0.94,0.06,0.19,35.82,,4222.74,2.08,0.09,0.03,145221560.18,Tecnologia da Informação
BMOB3,23.83,13.78,13.89,1.8,1.18,25.01,8.65,8.98,14.43,11.21,-3.23,-0.4,1.25,2.97,-3.83,2.34,12.93,8.49,7.66,0.66,0.34,0.95,57.5,32.15,10177691.67,13.27,1.72,0.59,2040047981.36,Tecnologia da Informação
BRQB3,0.0,,0.0,0.0,0.0,36.45,14.51,11.33,0.0,-1.27,-1.27,-0.42,0.0,0.0,0.0,2.91,25.74,15.73,14.0,0.61,0.38,1.39,6.83,17.62,,1.83,0.47,0.0,0.0,Tecnologia da Informação
CASH3,3.88,,8.05,0.81,0.66,18.02,18.02,12.8,5.71,4.84,-0.87,-0.12,1.03,6.32,-0.87,1.73,10.03,8.18,3.74,0.82,0.18,0.64,34.97,29.42,7427828.14,4.81,0.48,-0.03,439303509.52,Tecnologia da Informação
ENJU3,1.03,,-10.31,0.7,0.48,55.9,-10.71,-7.66,-7.37,-0.06,7.31,-0.69,0.79,1.31,-1.21,2.6,-6.74,-4.69,-10.0,0.7,0.3,0.61,37.65,,584433.81,1.48,-0.1,0.23,211168529.7,Tecnologia da Informação
IFCM3,1.25,,-0.68,0.45,0.11,30.25,-2.45,-26.31,-7.31,-23.73,-16.42,1.01,0.18,0.5,-0.21,1.91,-65.71,-16.63,-4.96,0.25,0.75,0.63,50.42,,626895.9,2.79,-1.83,0.01,151573706.25,Tecnologia da Informação
INTB3,12.02,11.67,8.33,1.25,0.7,29.64,9.41,10.32,9.14,8.66,-0.48,-0.07,0.86,1.58,-2.66,2.54,14.99,8.45,8.87,0.56,0.43,0.82,22.88,20.07,31849737.38,9.63,1.44,-0.43,3937885542.2,Tecnologia da Informação
LWSA3,4.46,1.16,-9.23,1.04,0.7,46.91,-20.5,-18.67,-8.41,-7.41,1.0,-0.12,1.72,10.17,-1.1,1.24,-11.26,-7.63,-20.49,0.68,0.32,0.41,28.85,,14352981.48,4.29,-0.48,0.0,2535783621.0,Tecnologia da Informação
MOSI3,8.24,,2.17,0.14,0.02,0.0,0.0,3.42,,,,0.0,0.07,,-0.02,,6.38,0.74,,0.12,0.88,0.22,,,,59.43,3.79,0.17,1043149227.2,Tecnologia da Informação
NGRD3,25.01,,-11.6,0.52,0.39,59.18,-8.15,-7.15,-10.18,-5.28,4.9,-0.25,0.83,1.72,-0.61,2.83,-4.44,-3.4,-5.73,0.77,0.23,0.48,5.77,,368866.81,48.55,-2.16,-0.18,228615009.44,Tecnologia da Informação
QUSW3,0.0,,0.0,0.0,0.0,86.2,48.58,34.42,0.0,1.16,1.16,0.38,0.0,0.0,0.0,1.09,23.38,9.48,13.54,0.41,0.59,0.28,-12.03,66.13,,138.25,32.33,0.0,0.0,Tecnologia da Informação
TOTS3,45.43,1.34,33.55,5.36,2.95,70.18,18.29,13.84,25.4,25.09,-0.3,-0.06,4.64,15.08,-4.48,2.35,15.99,8.8,12.04,0.55,0.41,0.64,18.01,31.07,138720064.52,8.47,1.35,1.35,27230813824.83,Tecnologia da Informação
TRAD3,4.01,,-3.24,0.88,0.74,20.97,-184.77,-157.57,-2.77,-2.33,0.44,-0.14,5.11,1.64,-1.49,9.31,-27.03,-22.78,-28.96,0.84,0.06,0.14,54.39,,127584.1,4.58,-1.24,0.04,160484286.19,Tecnologia da Informação
AALR3,4.07,,-7.7,0.58,0.2,26.83,9.47,-6.49,5.28,8.38,3.1,0.34,0.5,141.8,-0.28,1.01,-7.54,-2.66,5.63,0.35,0.64,0.41,2.55,,176211.48,7.0,-0.53,0.15,620103091.74,Saúde
ADHM3,1.56,,-4.09,-1.29,105.12,100.0,-13548.48,-18860.61,-5.69,-5.69,0.0,,770.9,-1.43,-116.16,0.0,-31.47,-2571.9,22.61,-81.72,82.72,0.14,,,,-1.21,-0.38,-0.58,25439770.2,Saúde
BALM3,28.67,16.18,11.36,1.54,0.93,61.58,20.78,11.28,6.17,3.98,-1.56,-0.39,1.28,1.84,-3.68,3.12,13.52,8.23,19.28,0.61,0.39,0.73,5.42,31.66,14722.0,18.67,2.52,0.46,252399000.0,Saúde
BALM4,22.84,23.45,9.05,1.22,0.74,61.58,20.78,11.28,4.91,3.98,-1.56,-0.39,1.02,1.47,-2.93,3.12,13.52,8.23,19.28,0.61,0.39,0.73,5.42,31.66,116798.94,18.67,2.52,0.37,252399000.0,Saúde
BIOM3,7.51,,-16.66,3.62,2.12,15.98,-30.34,-43.27,-23.77,-24.39,-0.63,0.1,7.21,6.71,-4.54,2.45,-21.71,-12.72,-11.51,0.59,0.41,0.29,74.06,,952933.1,2.08,-0.45,0.95,1027679905.32,Saúde
BLAU3,12.94,3.57,7.33,0.99,0.64,40.23,23.08,17.89,5.69,6.26,0.57,0.1,1.31,1.8,-1.41,2.9,13.47,8.74,7.66,0.65,0.36,0.49,12.41,9.59,4214843.95,13.1,1.76,0.11,2321357570.66,Saúde
BPHA3,0.62,,0.06,-0.24,0.99,98.02,1029.99,13896.67,0.8,1.66,0.85,,8.28,-0.38,-1.18,0.06,-402.5,1669.02,-36.75,-4.15,5.15,0.12,-68.85,,,-2.58,10.4,0.0,70110298.74,Saúde
CREM3,14.5,,32.7,2.45,0.67,30.3,7.39,2.1,9.28,13.11,3.84,1.01,0.69,4.89,-1.69,1.29,7.5,2.05,9.29,0.27,0.73,0.98,1.09,,,5.91,0.44,22.14,465122474.0,Saúde
DASA3,3.62,,-4.42,0.58,0.22,28.6,10.06,-8.18,3.59,8.22,4.63,0.75,0.36,3.73,-0.31,1.23,-13.14,-4.87,4.58,0.37,0.63,0.6,28.55,,12131972.33,6.23,-0.82,-0.33,4543125513.76,Saúde
DMVF3,5.59,,16.98,0.31,0.15,28.13,2.63,0.64,4.14,4.41,0.27,0.02,0.11,7.45,-0.22,1.06,1.83,0.86,6.67,0.47,0.53,1.34,353.03,,448634.43,17.98,0.33,-0.36,282869886.78,Saúde
FLRY3,14.77,11.34,13.46,1.5,0.6,26.88,14.96,7.44,6.69,9.17,2.48,0.55,1.0,3.03,-0.93,2.21,11.13,4.42,9.31,0.4,0.6,0.59,21.48,13.97,50709502.71,9.86,1.1,-6.3,8082011454.02,Saúde
GBIO33,10.4,,-14.97,1.32,0.79,43.48,3.79,-10.14,40.09,47.57,7.48,0.25,1.52,7.57,-1.43,1.31,-8.83,-5.29,-0.1,0.6,0.4,0.52,12.83,,,7.86,-0.69,0.06,1108871982.4,Saúde
HYPE3,22.79,5.13,17.52,1.18,0.57,56.7,16.63,11.82,12.45,18.72,6.27,0.59,2.07,10.88,-0.77,1.27,6.72,3.28,1.22,0.49,0.51,0.28,17.7,-6.68,68839251.81,19.35,1.3,-0.37,14435660556.17,Saúde
KRSA3,8.87,,-2.03,1.2,0.14,19.71,12.45,-14.41,2.35,12.58,10.23,5.2,0.29,1.33,-0.2,1.48,-58.89,-6.79,6.55,0.12,0.87,0.47,38.69,,0.0,7.41,-4.36,-0.01,685959729.22,Saúde
MATD3,4.85,4.65,19.9,1.11,0.37,28.99,14.57,3.87,5.29,7.61,2.32,0.49,0.77,1.57,-0.57,2.92,5.56,1.85,7.89,0.33,0.66,0.48,24.89,-10.05,850827.76,4.39,0.24,-0.16,1617711801.25,Saúde
NRTQ3,0.0,,0.0,0.0,0.0,27.6,9.33,3.53,0.0,3.18,3.18,0.29,0.0,0.0,0.0,4.62,3.5,2.19,4.71,0.62,0.38,0.62,7.47,-12.02,,20.02,0.7,0.0,0.0,Saúde
ODPV3,11.44,6.62,10.87,4.84,2.78,36.85,32.16,23.99,8.11,7.29,-0.82,-0.49,2.61,-91.75,-4.18,0.92,44.52,25.55,24.96,0.57,0.43,1.06,4.75,15.07,29236718.05,2.36,1.05,1.66,6244241271.84,Saúde
OFSA3,23.55,3.09,8.82,1.78,0.87,50.93,76.53,12.5,1.44,1.77,0.33,0.41,1.1,1.79,-2.59,3.72,20.21,9.86,69.05,0.49,0.51,0.79,10.59,25.49,91730.67,13.21,2.67,0.15,1270499091.3,Saúde
ONCO3,2.1,,-0.85,2.45,0.29,30.46,-34.16,-47.38,-1.17,-3.34,-2.16,4.52,0.4,7.12,-0.46,1.12,-289.63,-34.22,-35.27,0.12,0.85,0.72,,,8373016.67,0.86,-2.48,0.0,2379151937.4,Saúde
PARD3,20.25,,36.76,5.3,2.1,26.45,13.31,6.98,19.27,19.93,0.66,0.18,2.57,-54.06,-3.28,0.9,14.42,5.7,13.1,0.4,0.6,0.82,13.44,2.56,,3.82,0.55,-1.04,5403493010.25,Saúde
PFRM3,8.6,7.11,9.21,0.77,0.19,14.97,2.8,1.03,3.37,5.04,1.67,0.38,0.09,1.18,-0.63,1.29,8.35,2.05,11.63,0.25,0.7,2.0,16.16,57.39,2486497.9,11.19,0.93,1.2,1064789847.8,Saúde
PGMN3,6.02,4.2,20.63,1.4,0.43,32.0,5.4,1.36,5.18,7.31,2.13,0.58,0.28,2.15,-0.97,1.57,6.78,2.09,14.33,0.31,0.69,1.54,14.51,,26930912.29,4.3,0.29,1.18,3989292423.2,Saúde
PNVL3,10.28,1.92,13.7,1.22,0.43,32.22,4.47,2.13,6.54,10.82,4.28,0.8,0.29,1.51,-1.08,1.91,8.93,3.15,7.43,0.35,0.65,1.48,12.65,8.01,6340799.19,8.41,0.75,1.53,1545880504.68,Saúde
PNVL4,18.62,,24.82,2.21,0.78,32.22,4.47,2.13,11.84,10.82,4.28,0.8,0.53,2.74,-1.95,1.91,8.93,3.15,7.43,0.35,0.65,1.48,12.65,8.01,,8.41,0.75,2.77,1545880504.68,Saúde
QUAL3,2.24,0.25,65.2,0.48,0.16,86.26,13.14,0.66,3.28,8.08,4.79,0.7,0.43,-2.03,-0.25,0.81,0.74,0.25,6.84,0.34,0.66,0.38,-4.63,-52.24,8249542.19,4.67,0.03,-0.58,636192088.0,Saúde
RADL3,23.48,1.91,30.05,5.77,1.69,29.34,6.01,3.18,15.88,16.96,1.08,0.39,0.96,10.39,-4.0,1.39,19.19,5.63,22.56,0.29,0.71,1.77,17.22,11.69,246925253.62,4.07,0.78,1.44,40338809056.0,Saúde
RDOR3,46.19,1.76,23.81,4.02,0.96,21.02,16.58,8.19,11.77,11.73,-0.03,-0.01,1.95,2.68,-2.03,3.11,16.87,4.04,11.76,0.24,0.74,0.49,30.58,30.64,260965497.33,11.5,1.94,1.17,105742424732.1,Saúde
VVEO3,1.55,,-0.5,0.25,0.06,11.8,-3.1,-8.78,-1.42,-9.39,-7.97,1.39,0.04,0.32,-0.11,1.49,-49.46,-10.99,-7.47,0.22,0.78,1.25,30.99,,2616831.9,6.24,-3.09,0.0,500371942.4,Saúde
AMOB3,13.02,,,,,3.6,-46.82,-57.58,,,-0.01,,,,,0.19,-2595.29,-6030.26,2660.36,-2.32,3.32,104.73,,,647476.71,,,,0.0,"Petróleo, Gás e Biocombustíveis"
BRAV3,14.08,,6.73,0.53,0.16,30.2,23.64,8.81,2.51,6.52,4.01,0.84,0.59,1.86,-0.19,1.72,7.83,2.31,6.15,0.29,0.71,0.26,206.24,,120833701.24,26.7,2.09,0.08,6540966333.44,"Petróleo, Gás e Biocombustíveis"
CSAN3,5.5,,-1.65,3.7,0.17,31.95,3.94,-31.04,13.02,45.46,32.44,9.21,0.51,1.83,-0.22,1.8,-223.96,-10.51,-3.92,0.05,0.75,0.34,26.51,,210454029.1,1.49,-3.33,0.0,21816140126.0,"Petróleo, Gás e Biocombustíveis"
DMMO3,1.76,,3.09,0.41,0.02,45.67,4.75,3.87,2.52,2.52,,,0.12,4.72,-0.02,,13.29,0.62,,0.05,0.95,0.16,51.46,,,4.29,0.57,0.01,949254731.04,"Petróleo, Gás e Biocombustíveis"
ENAT3,21.8,,10.29,1.29,0.46,24.54,56.1,25.34,4.65,5.12,0.47,0.13,2.61,1.31,-0.85,3.9,12.53,4.43,8.6,0.35,0.65,0.17,11.74,5.75,201679399.0,16.91,2.12,0.01,5785005265.2,"Petróleo, Gás e Biocombustíveis"
LUPA3,0.82,,-3.75,0.34,0.08,16.84,7.91,-14.8,7.02,38.47,31.45,1.51,0.56,-1.34,-0.11,0.82,-9.0,-2.09,0.48,0.23,0.77,0.14,30.38,,54018.43,2.43,-0.22,0.03,38283909.08,"Petróleo, Gás e Biocombustíveis"
OGXP3,1.63,,-2.15,-0.98,0.92,,,,-9.26,-9.26,0.0,,,-0.98,,0.51,-45.53,-43.02,10.57,-0.94,1.94,0.0,,,,-1.67,-0.76,0.02,52747073.84,"Petróleo, Gás e Biocombustíveis"
OSXB3,1.89,,0.0,0.0,0.0,98.59,-1221.37,-1798.63,-0.01,-7.67,-7.67,,0.08,-0.01,0.0,0.04,-15.92,-95.45,91.28,-6.0,7.01,0.05,39.92,,2226.42,-2835.21,-451.32,0.0,5949791.82,"Petróleo, Gás e Biocombustíveis"
PETR3,32.31,11.37,5.37,0.98,0.34,48.15,26.52,15.77,3.2,5.54,2.41,0.74,0.85,-12.62,-0.39,0.82,18.33,6.4,7.19,0.35,0.65,0.41,10.18,14.07,376517139.14,32.81,6.01,-0.63,407883948342.88,"Petróleo, Gás e Biocombustíveis"
PETR4,30.74,11.99,5.11,0.94,0.33,48.15,26.52,15.77,3.04,5.54,2.41,0.74,0.81,-12.0,-0.37,0.82,18.33,6.4,7.19,0.35,0.65,0.41,10.18,14.07,1240255480.19,32.81,6.01,-0.6,407883948342.88,"Petróleo, Gás e Biocombustíveis"
PRIO3,38.55,,3.44,1.33,0.58,30.43,22.33,70.19,10.81,16.41,5.6,0.69,2.41,4.63,-0.75,2.21,38.74,16.83,-10.36,0.43,0.57,0.24,54.25,73.69,282171337.14,28.95,11.21,0.03,34554144969.15,"Petróleo, Gás e Biocombustíveis"
