TICKER,SETOR,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,LIQUIDEZ MEDIA DIARIA,VPA,LPA,PEG RATIO,VALOR DE MERCADO
GEPA,Utilidade Pública,34.620000000000005,20.29,3.755,1.9300000000000002,0.9299999999999999,19.83,30.15,61.28,7.63,8.17,0.44,0.11,2.305,-8.774999999999999,-1.1400000000000001,0.63,51.48,24.76,16.68,0.48,0.52,0.4,1.08,27.75,8564.135,17.91,9.22,0.025,3309571791.54
GETT,Financeiro e Outros,4.933333333333334,,15.513333333333334,2.546666666666667,0.16666666666666666,41.43,18.41,17.71,14.923333333333332,,0.9899999999999999,0.17,2.75,6.436666666666667,-4.026666666666666,1.03,16.41,1.07,7.88,0.07,0.93,0.06,,,0.0,1.9400000000000002,0.32,0.22999999999999998,
GGBR,Materiais Básicos,15.309999999999999,4.195,9.489999999999998,0.5549999999999999,0.365,12.8,8.98,4.8,5.07,6.39,1.25,0.14,0.45499999999999996,1.555,-0.5800000000000001,2.64,5.84,3.82,6.72,0.65,0.34,0.8,11.07,22.14,54094263.120000005,27.62,1.61,-0.2,31495291552.44
GGPS,Bens Industriais,15.13,2.14,15.38,2.79,0.71,14.79,8.44,4.21,7.68,9.17,1.48,0.54,0.65,2.33,-1.5,2.34,18.15,4.6,12.87,0.25,0.75,1.09,27.93,25.7,34340219.24,5.42,0.98,14.83,10247257021.26
GMAT,Consumo não Cíclico,7.71,2.8,12.43,1.73,0.86,22.79,6.75,4.22,7.77,8.05,0.28,0.06,0.52,2.36,-2.3,2.4,13.93,6.93,17.63,0.5,0.5,1.64,31.9,32.81,22433991.48,4.45,0.62,0.88,17335702420.14
GOAU,Materiais Básicos,9.01,3.775,8.015,0.46,0.1,12.8,8.96,1.64,1.4649999999999999,2.71,1.25,0.39,0.13,0.45,-0.17,2.64,5.74,1.3,7.26,0.23,0.34,0.8,11.07,21.31,18589369.95,19.58,1.12,-0.17,8945384791.98
GRND,Consumo Cíclico,5.1,9.47,6.49,1.17,0.98,47.65,19.36,26.72,8.96,6.2,-2.75,-0.36,1.73,1.84,-3.18,4.47,18.02,15.15,8.84,0.84,0.16,0.57,4.88,7.45,14168529.38,4.36,0.79,0.3,4601016000.0
GUAR,Consumo Cíclico,7.71,,11.83,0.72,0.29,59.41,8.05,3.31,4.86,5.95,1.1,0.16,0.39,1.43,-0.77,1.49,6.05,2.46,8.37,0.41,0.59,0.74,4.29,-11.3,4461647.19,10.78,0.65,0.01,3848832000.0
HAGA,Bens Industriais,1.565,,9.4,-0.365,0.275,24.83,-0.38,6.53,-160.155,93.3,240.67,,0.615,0.525,-2.565,2.43,-3.9,2.95,1.45,-0.76,1.76,0.45,4.63,-4.58,2566.605,-4.27,0.17,-0.2,17136000.25
HBOR,Consumo Cíclico,2.21,4.58,5.18,0.2,0.05,33.62,17.84,4.48,1.3,7.88,6.58,1.02,0.23,0.32,-0.08,1.61,3.91,0.89,4.42,0.23,0.56,0.2,-0.32,,3083767.86,10.91,0.43,0.46,295810869.12
HBTS,Financeiro e Outros,9.693333333333333,,4.306666666666667,0.13666666666666666,0.05333333333333334,51.419999999999995,15.300000000000002,29.66,8.35,,21.72,0.36000000000000004,1.2766666666666666,1.6766666666666667,-0.06333333333333334,1.37,3.17,1.27,-0.04,0.4000000000000001,0.6,0.04,,,28684.8,70.91,2.25,-0.04666666666666667,
HYPE,Saúde,26.34,4.44,20.63,1.42,0.69,56.39,15.15,12.08,16.45,23.89,7.45,0.64,2.49,13.63,-0.9,1.26,6.89,3.32,-0.09,0.48,0.52,0.28,17.7,-7.02,68787165.86,18.53,1.28,-0.39,16684304477.82
IGTA,Financeiro e Outros,33.0,,14.5,1.42,0.84,66.58,58.35,34.66,8.62,9.98,1.36,0.22,5.03,4.05,-1.16,4.11,9.81,5.81,8.34,0.59,0.41,0.17,7.14,3.89,,23.2,2.28,1.23,5444845626.0
IGTI,Financeiro e Outros,11.276666666666666,3.3066666666666666,18.5,1.79,0.8833333333333334,69.32,61.18,33.6,10.16,9.63,2.37,0.42,6.216666666666666,3.683333333333333,-1.26,4.9,9.66,4.76,8.39,0.49,0.51,0.14,10.36,27.06,14887930.159999998,6.096666666666667,0.5866666666666667,0.7066666666666667,5636086700.2
INTB,Tecnologia da Informação,14.51,3.17,10.89,1.62,0.93,29.79,9.74,9.41,10.52,11.26,0.73,0.11,1.02,2.05,-3.2,2.77,14.84,8.53,10.38,0.57,0.42,0.91,22.88,18.17,25133938.38,8.98,1.33,-0.47,4753637206.1
ISAE,Utilidade Pública,26.865000000000002,9.025,4.96,0.87,0.395,46.33,63.15,42.48,3.335,5.42,2.2,0.57,2.105,2.995,-0.48000000000000004,3.77,17.48,7.98,10.82,0.46,0.53,0.19,19.24,15.15,11508776.264999999,30.98,5.42,0.165,17076670740.36
JBSS,Consumo não Cíclico,73.4,8.17,5.85,1.47,0.27,15.03,5.75,2.46,2.51,5.84,3.33,1.96,0.14,1.66,-0.46,1.62,25.15,4.55,12.64,0.18,0.8,1.85,15.31,12.41,1765165649.69,49.88,12.55,0.01,63726190261.8
JHSF,Consumo Cíclico,5.04,7.38,3.22,0.6,0.24,58.77,90.78,62.12,2.2,4.29,2.09,0.57,2.0,1.36,-0.35,2.1,18.55,7.33,11.26,0.4,0.58,0.12,20.35,27.06,8948882.05,8.44,1.57,0.03,3433866690.24
JOPA,Consumo não Cíclico,23.0,2.8899999999999997,12.145,0.405,0.10500000000000001,21.67,4.8,0.92,2.3200000000000003,7.38,5.16,0.9,0.11499999999999999,0.33,-0.385,1.82,3.33,0.88,3.85,0.26,0.66,0.96,12.67,13.4,1585.5,56.89,1.89,0.7949999999999999,233074678.0
JSLG,Bens Industriais,5.22,8.06,7.27,0.83,0.12,16.7,13.24,2.21,1.21,6.43,5.21,3.59,0.16,0.84,-0.19,1.62,11.48,1.63,11.7,0.14,0.86,0.74,23.9,-1.86,1704716.76,6.25,0.72,-0.17,1495170227.16
KEPL,Bens Industriais,7.27,9.01,7.57,1.83,0.86,28.03,15.9,10.89,5.19,5.05,-0.13,-0.05,0.82,2.6,-2.54,2.01,24.17,11.39,16.65,0.47,0.53,1.05,22.47,35.65,6026842.9,3.97,0.96,-0.23,1306565345.1
KLBN,Materiais Básicos,8.813333333333333,6.183333333333334,12.969999999999999,2.716666666666667,0.4066666666666667,36.72,22.03,9.0,5.296666666666667,11.979999999999999,6.72,3.44,1.1666666666666667,3.6833333333333336,-0.5266666666666667,1.96,20.94,3.14,7.56,0.15,0.8000000000000002,0.3499999999999999,13.85,21.73,28104786.683333334,3.2600000000000002,0.68,-1.7066666666666668,23272682528.75
LAME,Consumo Cíclico,6.585,,21.104999999999997,1.9049999999999998,0.28,32.9,4.35,2.27,11.004999999999999,16.86,5.87,1.01,0.48,1.1949999999999998,-0.655,1.72,9.02,1.34,3.37,0.15,0.63,0.59,3.5,18.61,,3.46,0.31,-46.86,12391135396.59
LAND,Consumo não Cíclico,9.88,0.73,89.56,1.3,0.99,93.7,31.99,14.35,40.18,44.3,4.12,0.13,12.85,-64.06,-1.06,0.8,1.46,1.11,2.74,0.76,0.24,0.08,13.88,-9.14,219307.05,7.58,0.11,-1.31,950722384.56
LAVV,Consumo Cíclico,12.03,8.38,6.54,1.57,0.67,34.22,26.28,22.48,5.6,5.61,0.01,0.0,1.47,1.1,-2.84,4.85,24.07,10.19,15.28,0.42,0.5,0.45,51.55,52.04,4199736.29,7.64,1.84,0.22,2351075254.56
LCAM,Consumo Cíclico,24.15,,17.29,0.81,0.72,14.91,8.11,8.59,18.32,13.5,-4.82,-0.21,1.49,2.5,-1.09,7.55,4.71,4.19,0.4,0.89,0.11,0.49,12.12,16.01,,29.67,1.4,-1.22,12285815275.65
LEVE,Consumo Cíclico,28.7,9.19,7.78,4.39,1.05,27.77,16.85,10.4,4.81,5.68,0.87,0.8,0.81,6.78,-2.72,1.34,56.36,13.46,26.29,0.24,0.76,1.29,12.53,14.04,5443465.05,6.54,3.69,-0.23,3889969300.0
LIGT,Utilidade Pública,5.86,,0.9,0.39,0.08,19.59,10.79,15.82,1.32,5.19,3.87,1.13,0.14,0.85,-0.12,1.44,42.92,9.02,10.04,0.21,0.79,0.57,2.13,12.76,6044811.71,15.14,6.5,0.0,2183174198.64
LOGN,Bens Industriais,26.17,,39.1,2.78,0.71,15.78,12.74,2.51,7.7,11.39,3.68,1.33,0.98,26.59,-0.97,1.11,7.1,1.82,12.02,0.26,0.74,0.73,21.58,45.2,274864.67,9.43,0.67,0.28,2808210738.62
LPSB,Financeiro e Outros,1.46,4.99,10.41,0.93,0.52,80.88,21.77,10.21,4.88,3.14,-1.74,-0.33,1.06,4.77,-0.75,1.56,8.9,5.01,14.54,0.56,0.45,0.49,5.45,,108438.33,1.58,0.14,-2.94,215429761.26
LREN,Consumo Cíclico,17.78,4.11,14.74,1.84,1.02,60.83,9.85,8.65,12.94,12.11,-0.83,-0.12,1.27,4.45,-2.38,1.67,12.45,6.93,11.56,0.56,0.44,0.8,8.53,3.07,200500201.29,9.69,1.21,0.75,18841733446.76
LUXM,Bens Industriais,1.95,,2.22,0.515,0.365,29.34,14.77,26.99,4.06,4.56,0.03,0.0,0.6,8.54,-0.43,1.41,23.24,16.47,5.47,0.71,0.29,0.61,2.77,22.98,10547.8,3.78,0.88,0.025,90417600.0
LVTC,Tecnologia da Informação,3.66,5.19,7.24,0.35,0.15,27.19,8.17,3.81,3.38,1.27,-2.1,-0.22,0.28,0.73,-0.3,1.76,4.84,2.13,6.98,0.44,0.56,0.56,10.59,9.93,47455.86,10.45,0.51,0.0,232268954.58
LWSA,Tecnologia da Informação,3.85,1.86,66.98,0.8,0.55,47.56,8.74,2.33,17.84,14.6,-3.24,-0.14,1.56,11.23,-0.82,1.17,1.19,0.81,3.74,0.68,0.32,0.35,28.85,12.48,19210013.1,4.83,0.06,-0.43,2179096943.1
MDIA,Consumo não Cíclico,24.45,2.25,14.79,1.04,0.65,33.15,7.23,5.76,11.79,11.82,0.03,0.0,0.85,2.62,-1.2,2.15,7.04,4.38,4.9,0.62,0.38,0.76,9.62,0.13,14767890.38,23.47,1.65,-0.35,8288550000.0
MDNE,Consumo Cíclico,21.0,5.91,6.38,1.11,0.42,33.77,16.55,16.43,6.34,6.78,0.45,0.08,1.05,1.41,-0.82,2.62,17.33,6.63,11.2,0.38,0.62,0.4,30.95,,13214758.86,18.98,3.29,0.1,1783096875.0
MELK,Consumo Cíclico,3.35,13.13,12.69,0.64,0.28,21.83,6.1,5.4,11.22,11.21,-0.01,0.0,0.68,0.56,-1.22,2.78,5.03,2.19,2.05,0.44,0.51,0.41,12.82,3.68,1227628.81,5.25,0.26,-0.24,691002292.35
MGLU,Consumo Cíclico,7.86,3.88,13.4,0.51,0.16,30.75,4.29,1.14,3.55,5.29,1.74,0.25,0.15,1.91,-0.33,1.2,3.82,1.22,7.14,0.32,0.68,1.07,13.85,-14.0,155089731.86,15.37,0.59,-0.08,5808502649.28
MILS,Bens Industriais,11.16,4.51,9.17,1.76,0.67,62.94,32.97,17.44,4.85,7.04,2.2,0.8,1.6,3.5,-1.04,2.17,19.17,7.32,11.06,0.38,0.62,0.42,29.09,,6927885.14,6.35,1.22,4.31,2613428790.12
MNDL,Consumo Cíclico,18.6,,70.97,1.15,0.13,37.67,12.68,0.26,1.47,5.27,3.8,2.98,0.19,-1.34,-0.22,0.81,1.62,0.18,18.08,0.11,0.89,0.7,14.83,,22558.67,16.14,0.26,-0.53,184531344.0
MNPR,Consumo não Cíclico,26.13,,12.78,-0.62,0.49,27.57,14.21,4.0,3.6,3.6,0.0,,0.51,-0.5,-1.12,0.37,-4.83,3.81,-14.64,-0.79,1.79,0.95,8.54,,34964.88,-42.32,2.04,0.69,185525613.0
MOTV,Bens Industriais,12.56,2.47,17.46,1.79,0.4,35.79,27.17,6.7,4.31,9.58,5.27,2.19,1.17,5.49,-0.48,1.81,10.23,2.32,9.92,0.23,0.77,0.35,15.52,0.2,74710317.19,7.03,0.72,6.79,25371200000.0
MOVI,Consumo Cíclico,6.37,2.79,8.48,0.85,0.08,30.15,19.78,1.86,0.8,6.91,6.11,6.5,0.16,-1.97,-0.1,0.87,10.02,0.89,12.28,0.09,0.91,0.48,28.58,2.79,38765104.1,7.49,0.75,-0.06,2216323438.42
MRSA,Bens Industriais,25.5,3.99,6.233333333333334,1.1133333333333333,0.42,42.81,35.08,19.59,3.4800000000000004,5.38,1.86,0.59,1.2233333333333334,4.44,-0.5499999999999999,1.67,17.84,6.75,11.020000000000001,0.38000000000000006,0.62,0.34,17.02,22.39,1153.3333333333333,22.929999999999996,4.09,6.966666666666666,8730240776.5
MTRE,Consumo Cíclico,3.75,13.09,6.68,0.4,0.18,24.83,8.32,5.06,4.06,8.94,4.88,0.48,0.34,0.37,-0.94,2.45,5.95,2.67,4.24,0.45,0.53,0.53,30.48,13.19,1714679.71,9.43,0.56,-0.37,396655575.0
MTSA,Bens Industriais,59.835,4.795,14.315,1.135,0.945,23.76,7.29,7.06,13.864999999999998,9.71,-4.0,-0.33,1.01,1.53,-3.995,5.36,7.91,6.63,1.56,0.84,0.16,0.94,11.91,15.34,78744.07,52.86,4.18,-0.3,520038604.0
MULT,Financeiro e Outros,25.31,4.41,9.93,2.26,1.03,82.84,67.34,51.35,7.57,10.04,2.47,0.74,5.1,20.32,-1.24,1.41,22.76,10.36,13.41,0.46,0.54,0.2,14.28,22.66,67497211.62,11.2,2.55,0.47,12988173272.31
MYPK,Consumo Cíclico,13.79,4.23,9.41,0.49,0.14,12.0,6.62,1.44,2.04,5.8,3.75,0.9,0.14,0.78,-0.26,1.61,5.23,1.47,7.48,0.28,0.69,1.02,8.89,-7.76,6973422.52,28.02,1.47,0.07,2119793297.79
NAFG,Consumo Cíclico,41.695,,7.6450000000000005,1.7899999999999998,0.745,41.15,16.49,9.34,4.325,5.06,1.17,0.48,0.7150000000000001,2.0700000000000003,-1.86,2.52,23.42,9.77,15.89,0.42,0.58,1.05,7.87,35.19,,23.3,5.46,-0.74,508315292.42
NEOE,Utilidade Pública,23.6,3.51,8.16,0.85,0.26,26.86,19.89,7.07,2.9,7.45,4.55,1.33,0.58,10.89,-0.33,1.13,10.38,3.2,10.36,0.31,0.69,0.45,11.47,9.5,19124179.0,27.85,2.89,-0.41,28645615052.8
NUTR,Materiais Básicos,3.07,,7.23,0.95,0.37,17.76,7.05,2.88,2.95,3.73,0.78,0.25,0.21,1.15,-1.26,1.81,13.17,5.07,17.65,0.38,0.62,1.76,25.86,-30.42,9195.29,3.22,0.42,2.81,40660308.0
ODER,Consumo não Cíclico,48.89,0.36,13.36,1.0,0.485,28.7,8.15,5.61,9.195,,4.6,0.5,0.75,0.975,-1.675,3.33,7.5,3.63,3.82,0.48,0.52,0.65,11.9,14.83,0.0,48.79,3.66,-0.305,
ODPV,Saúde,11.31,8.07,10.98,4.52,2.76,36.46,31.61,24.29,8.44,7.76,-0.68,-0.36,2.67,-55.21,-3.82,0.85,41.21,25.15,23.16,0.61,0.39,1.04,4.75,14.57,15426575.0,2.5,1.03,1.3,6173283984.66
OFSA,Saúde,22.26,3.27,9.72,1.89,0.95,50.58,81.96,11.92,1.41,1.65,0.24,0.31,1.16,2.54,-2.44,2.56,19.44,9.75,82.39,0.5,0.5,0.82,10.59,21.7,117912.52,11.78,2.29,-0.02,1200904873.56
PARD,Saúde,20.25,,36.76,5.3,2.1,26.45,13.31,6.98,19.27,19.93,0.66,0.18,2.57,-54.06,-3.28,0.9,14.42,5.7,13.1,0.4,0.6,0.82,13.44,2.56,,3.82,0.55,-1.04,5403493010.25
PATI,Materiais Básicos,36.785,17.66,10.129999999999999,1.12,0.5449999999999999,12.3,6.16,3.99,6.5600000000000005,7.52,0.36,0.06,0.4,1.355,-2.075,2.2,11.05,5.39,7.79,0.49,0.51,1.35,14.96,37.28,6679.445,32.85,3.63,0.035,960330161.7
PEAB,Financeiro e Outros,41.405,2.05,21.825,0.87,0.605,58.45,30.99,36.86,25.955,24.23,-1.72,-0.06,8.045,3.5250000000000004,-0.765,5.51,3.99,2.77,2.71,0.69,0.31,0.08,-26.42,-4.69,3424.0,47.53,1.9,0.26,782794190.23
PETR,"Petróleo, Gás e Biocombustíveis",32.089999999999996,17.52,8.594999999999999,1.045,0.36,49.67,27.45,9.7,3.04,5.45,2.4,0.82,0.835,-8.445,-0.405,0.72,12.16,4.19,11.0,0.34,0.65,0.43,10.18,3.69,485865338.90500003,30.71,3.73,-0.155,416153968704.33
PFRM,Saúde,8.02,7.28,7.97,0.76,0.17,14.98,2.87,1.17,3.27,5.51,2.24,0.52,0.09,1.08,-0.62,1.28,9.47,2.15,11.91,0.23,0.72,1.83,16.16,59.73,1238406.19,10.62,1.01,0.13,992978439.46
PGMN,Saúde,3.38,7.48,19.46,0.77,0.24,31.71,4.79,0.82,3.35,5.4,2.06,0.48,0.16,1.65,-0.49,1.41,3.97,1.25,12.47,0.31,0.69,1.51,14.51,,2101573.33,4.37,0.17,0.27,2104633847.68
PLPL,Consumo Cíclico,13.75,7.32,7.59,3.5,1.12,32.98,18.04,13.69,5.76,6.04,0.27,0.17,1.04,1.94,-7.39,3.12,46.07,14.76,29.06,0.32,0.65,1.08,29.22,29.29,8041940.52,3.93,1.81,0.2,2803638750.0
PNVL,Saúde,13.855,4.0,21.384999999999998,1.675,0.655,31.73,3.99,1.96,10.504999999999999,12.03,5.13,0.82,0.41500000000000004,2.455,-1.505,1.9,7.82,3.07,6.97,0.39,0.61,1.57,12.65,4.88,2604892.24,8.28,0.65,-2.1399999999999997,1366931302.29
POMO,Bens Industriais,7.3100000000000005,7.98,7.335000000000001,2.1,0.92,24.73,16.33,13.14,5.905,7.05,0.95,0.34,0.9650000000000001,3.8449999999999998,-2.2199999999999998,1.7,28.59,12.61,13.02,0.44,0.55,0.96,14.78,41.24,24398161.02,3.49,1.0,0.265,8581385972.62
PORT,Bens Industriais,17.53,6.34,13.52,2.81,1.19,47.83,33.12,18.73,7.65,9.76,2.11,0.78,2.53,57.42,-1.46,1.12,20.81,8.78,13.49,0.42,0.58,0.47,12.8,37.65,17254848.81,6.23,1.3,0.38,7730342587.0
POWE,Utilidade Pública,10.9,,23.92,0.99,0.38,6.82,3.52,2.59,17.55,10.6,-6.96,-0.39,0.62,6.57,-0.74,1.13,4.13,1.58,3.81,0.38,0.62,0.61,,,,11.02,0.46,-1.77,977237930.4
PRIO,"Petróleo, Gás e Biocombustíveis",43.47,,3.44,1.46,0.71,43.99,40.3,72.61,6.2,9.04,2.85,0.67,2.5,6.84,-0.84,3.19,42.58,20.68,0.78,0.49,0.51,0.28,54.25,77.89,303277746.52,29.68,12.64,0.03,38964168140.31
PRNR,Bens Industriais,15.25,0.34,68.63,2.07,0.5,22.09,7.78,0.83,7.31,10.5,3.2,0.91,0.57,1.83,-1.15,1.96,3.02,0.73,9.03,0.24,0.75,0.89,25.85,,3600112.29,7.36,0.22,2.58,712491544.25
PTNT,Consumo Cíclico,6.795,4.44,8.469999999999999,0.74,0.31,14.84,6.42,4.69,6.18,8.2,2.68,0.32,0.395,0.8999999999999999,-0.6950000000000001,2.56,8.77,3.63,5.51,0.41,0.5,0.77,6.38,9.66,21354.81,9.15,0.8,-0.515,291648393.96
RADL,Saúde,13.57,3.0,19.82,3.59,1.03,29.58,5.79,2.95,10.12,11.29,1.17,0.42,0.59,6.94,-2.45,1.34,18.13,5.2,20.13,0.29,0.71,1.76,17.22,8.78,125098762.05,3.78,0.68,1.66,23313357704.0
RANI,Materiais Básicos,6.3,9.33,4.6850000000000005,1.07,0.41000000000000003,38.59,20.41,19.35,4.445,8.24,3.23,0.78,0.905,1.615,-0.64,3.51,22.84,8.76,9.35,0.38,0.62,0.45,12.61,,3711423.52,5.89,1.35,-0.86,1702792424.9
RAPT,Bens Industriais,7.835,5.24,8.09,0.83,0.14,26.63,9.86,2.54,2.085,7.6,5.51,2.2,0.20500000000000002,0.505,-0.315,2.06,10.27,1.76,7.61,0.17,0.76,0.69,18.53,5.2,7665594.095,9.43,0.97,-1.2349999999999999,2588490181.77
RDOR,Saúde,32.87,2.26,18.43,3.01,0.72,19.38,15.5,7.95,9.45,9.18,-0.27,-0.09,1.47,2.19,-1.46,2.87,16.33,3.91,10.81,0.24,0.74,0.49,30.58,28.46,129208615.48,10.92,1.78,0.31,75249047433.3
REAG,Tecnologia da Informação,4.0,,42.38,1.92,1.8,83.42,-44.59,21.86,-20.77,-9.97,10.8,-1.0,9.26,1.97,-73.79,16.47,4.53,4.25,-10.9,0.94,0.06,0.19,35.82,,44648.19,2.08,0.09,0.12,563967224.0
RECV,"Petróleo, Gás e Biocombustíveis",13.74,15.96,7.27,0.9,0.54,36.76,29.83,16.42,4.0,4.83,0.83,0.19,1.19,4.3,-0.69,2.47,12.43,7.44,15.94,0.6,0.4,0.45,57.21,54.19,28185796.71,15.21,1.89,-0.7,4032307011.24
REDE,Utilidade Pública,6.55,2.72,10.41,3.32,0.46,25.13,17.87,7.35,4.28,8.34,4.06,3.15,0.76,6.28,-0.62,1.38,31.93,4.41,13.7,0.14,0.79,0.6,9.82,13.28,6546.1,1.97,0.63,-0.36,13822618099.7
RENT,Consumo Cíclico,35.65,4.96,20.07,1.46,0.48,23.5,15.54,4.97,6.41,12.17,5.75,1.31,1.0,7.32,-0.61,1.43,7.28,2.38,7.72,0.33,0.67,0.48,29.6,18.19,278917822.38,24.42,1.78,-4.33,38595428668.0
RLOG,Bens Industriais,23.08,,82.76,4.26,0.23,34.71,29.67,1.85,5.17,12.09,6.92,5.71,1.53,1.49,-0.31,2.64,5.15,0.28,5.46,0.05,0.71,0.15,50.58,4.37,,5.41,0.28,-2.42,10691215482.28
ROMI,Bens Industriais,8.4,9.76,8.56,0.64,0.31,27.85,6.73,7.0,8.91,14.92,6.01,0.43,0.6,0.97,-0.77,2.17,7.48,3.64,4.39,0.49,0.51,0.52,9.77,-6.76,695114.19,13.11,0.98,-0.23,782634274.8
RSUL,Bens Industriais,33.65,,3.485,0.815,0.49,41.05,21.75,15.11,2.42,1.53,-0.46,-0.16,0.525,1.395,-1.13,2.65,23.36,14.07,13.76,0.6,0.4,0.93,17.77,27.64,60079.79,41.32,9.66,0.52,167928642.5
SAPR,Utilidade Pública,16.900000000000002,5.936666666666667,4.663333333333334,0.9199999999999999,0.4466666666666666,56.21,38.82,34.13,4.103333333333333,5.78,1.76,0.4000000000000001,1.5933333333333335,10.24,-0.5133333333333333,1.47,19.72,9.54,13.92,0.48,0.52,0.28,7.71,17.06,17436398.873333335,18.586666666666666,3.6633333333333336,0.09333333333333334,10847433215.38
SBFG,Consumo Cíclico,12.04,4.55,5.19,1.01,0.35,49.3,8.35,7.85,4.88,7.92,3.04,0.63,0.41,2.07,-0.71,1.49,19.46,6.7,10.87,0.34,0.66,0.85,22.95,12.77,12476276.71,11.91,2.32,0.03,2937916279.2
SBSP,Utilidade Pública,111.9,3.33,7.47,1.99,0.89,53.87,43.91,26.93,4.58,5.75,1.17,0.51,2.01,70.2,-1.06,1.09,26.66,11.95,11.85,0.45,0.55,0.44,14.98,24.91,212058282.0,56.18,14.98,0.04,76484754341.1
SEER,Consumo Cíclico,8.4,1.83,18.02,0.86,0.32,57.02,14.47,2.9,3.61,5.57,1.96,0.47,0.52,5.49,-0.44,1.26,4.79,1.76,12.98,0.37,0.63,0.61,9.2,-15.14,4838790.33,9.73,0.47,-0.04,1081261104.0
SHUL,Bens Industriais,16.205,4.19,21.735,3.9450000000000003,2.0700000000000003,26.23,14.79,13.43,19.740000000000002,17.62,-0.16,-0.03,2.92,4.74,-5.81,3.1,18.15,9.52,10.83,0.52,0.48,0.71,12.91,22.36,763618.025,4.11,0.75,14.5,5213917666.44
SLCE,Consumo não Cíclico,18.2,3.0,9.74,1.64,0.46,31.67,21.76,9.58,4.29,6.98,2.69,1.03,0.93,3.44,-0.83,1.44,16.86,4.74,13.72,0.28,0.71,0.49,20.74,21.6,32591653.19,11.08,1.87,0.23,8068600831.2
SLED,Consumo Cíclico,2.4050000000000002,,0.335,-0.06,0.36,47.85,73.94,92.71,0.42000000000000004,0.95,0.65,,0.315,-0.15000000000000002,-0.54,0.12,-18.07,107.04,-15.91,-5.92,6.92,1.15,-45.03,,,-39.57,7.15,-0.015,16497692.59
SMFT,Consumo Cíclico,21.9,2.63,28.21,2.37,0.72,41.79,22.78,7.73,9.57,11.76,2.19,0.54,2.18,9.04,-0.93,1.53,8.39,2.54,11.66,0.3,0.7,0.33,22.98,,72464036.81,9.25,0.78,-0.51,13079776160.7
SMLS,Consumo Cíclico,22.4,,10.78,4.09,1.02,85.18,41.42,39.07,10.17,9.93,-0.24,-0.1,4.21,18.78,-2.54,1.1,37.96,9.43,20.63,0.25,0.75,0.24,,,,5.47,2.08,-0.33,2781160547.2
SMTO,Consumo não Cíclico,17.82,5.06,10.64,0.88,0.27,24.93,21.19,7.77,3.9,9.07,5.16,1.17,0.83,1.59,-0.38,2.43,8.31,2.56,7.91,0.31,0.69,0.33,14.16,-2.72,25931031.95,20.15,1.67,-0.17,5923998667.62
SOJA,Consumo não Cíclico,10.3,2.89,13.94,1.03,0.4,12.79,8.38,5.26,8.74,8.48,-0.26,-0.03,0.73,0.78,-1.46,3.46,7.42,2.88,4.69,0.39,0.43,0.55,35.41,30.27,3362603.38,9.96,0.74,-0.19,1393818083.2
SOMA,Consumo Cíclico,5.95,,2.96,0.8,0.49,56.8,-46.46,29.33,-1.87,-2.32,-0.45,0.19,0.87,2.01,-0.84,2.36,27.15,16.44,-47.2,0.61,0.39,0.56,37.72,80.87,99716529.0,7.4,2.01,0.01,4669246869.35
SOND,Bens Industriais,41.97333333333333,14.653333333333334,4.329999999999999,1.4366666666666668,0.88,30.11,15.949999999999998,11.54,3.133333333333333,2.26,-0.9499999999999998,-0.44,0.5,3.0366666666666666,-2.0,2.07,33.27,20.3,15.5,0.61,0.38999999999999996,1.76,25.49,40.27,2628.0,29.13,9.69,0.01,105765729.0
SULA,Financeiro e Outros,11.94,,51.593333333333334,1.1199999999999999,0.30666666666666664,4.25,-3.34,0.83,-12.770000000000001,7.41,19.47,-1.71,0.42333333333333334,0.84,-0.8966666666666666,2.29,2.17,0.6,-9.49,0.28,0.7200000000000001,0.73,4.58,-23.56,313020093.0,10.913333333333334,0.23666666666666666,-0.9333333333333332,8840533965.2
SYNE,Financeiro e Outros,6.45,51.8,1.76,0.9,0.31,41.41,62.11,42.0,1.19,1.68,0.48,0.37,0.74,1.01,-0.5,5.43,51.13,17.62,21.94,0.34,0.41,0.42,23.59,76.27,2404339.76,7.15,3.66,0.0,984556670.25
TAEE,Utilidade Pública,18.73,8.13,6.886666666666667,1.59,0.55,63.45000000000001,73.56,42.45,3.973333333333333,7.22,3.24,1.3,2.926666666666667,8.083333333333334,-0.65,1.8500000000000003,23.09,8.01,15.14,0.3499999999999999,0.65,0.19000000000000003,15.68,10.96,13210657.933333332,11.766666666666666,2.7166666666666663,0.3,11626838111.25
TASA,Bens Industriais,6.234999999999999,3.27,11.385,0.685,0.345,34.96,9.47,4.85,5.83,9.31,3.6,0.42,0.5549999999999999,1.44,-0.81,1.7,6.01,3.01,7.37,0.5,0.5,0.62,10.85,11.93,767314.145,9.1,0.55,-0.26,850519942.4
